id,open,high,low,close,volume,SMA_20,SMA_50,SMA_100,EMA_12,EMA_26,Bollinger_Upper,Bollinger_Lower,RSI,MACD,MACD_Signal,ATR,ATR_14,OBV,Stochastic_Oscillator
0.14381313131313134,0.09209111274060852,0.09220004889724683,0.09004831101643776,0.08938352891460255,0.004916872851874656,0.3449226177951781,0.22626424252333166,0.25890888261376377,0.05127636169189542,0.04826003997917022,0.35100819249456927,0.5409136783552646,0.5699676243238379,0.8178144153937056,0.9397819175018381,0.0037766444303952377,0.4282993944775566,0.6822893478887766,0.11520605712772439
0.14393939393939395,0.24340686195747435,0.24162407996364782,0.24241367301765437,0.24112158099701783,0.0927928152371969,0.1958383226382674,0.2460142952057307,0.22042867093098506,0.056186736562312545,0.049717658001860676,0.21495276206398428,0.6435115309447463,0.5239699771859023,0.8280521914636698,0.930623658745431,0.1606370571123286,0.3861733880551035,0.6835042475955253,0.3218652344849059
0.1440656565656566,0.1433156721466497,0.14363544678660822,0.14208960915570346,0.14429612245466034,0.012318300899943756,0.1935298908803964,0.2527560601561989,0.2197465681918911,0.0418270385771069,0.042004513560265744,0.21476653060125928,0.6417182555809515,0.6797006419306679,0.8081079565426643,0.9174267287860036,0.003398979987355714,0.38764895752098893,0.6833429011612068,0.18999409646128548
0.1441919191919192,0.38488190909392844,0.38429075721697425,0.38552724290063506,0.38470094571285407,0.06843140768920523,0.2779954048611355,0.27371631646618955,0.24239568342177176,0.0756459068797587,0.05736442544295245,0.24183597559301828,0.6716649704751556,0.36666499746736925,0.8632053826655071,0.9230863867604228,0.25275821284053346,0.14022546659038693,0.684238867093026,0.5174127124604723
0.14431818181818182,0.005714340764440121,0.0047358932788572755,0.005541434524088465,0.005333646713643739,5.637062064282944e-05,0.2522149111277263,0.25372795235919154,0.23542816920911314,0.03172056457175726,0.03607806961806437,0.2472714142516147,0.6384034344005831,0.49537653284924743,0.7955131446202379,0.9076897941375446,0.00025177629535968256,0.13971233652567006,0.6842380509443322,0.0007345763472543532
0.14444444444444446,0.742072703179798,0.7418687014405841,0.7430702067604245,0.7422014975115674,0.06134845642660092,0.4029901285075226,0.305733476973181,0.27560461986063745,0.13545429876669873,0.08533876256389039,0.3802238494047404,0.5428237141020227,0.9673309986830094,0.9582971923303337,0.9432858611952998,0.7741617650572139,0.5089612506891525,0.6850412885566003,0.9995580562529328
0.14457070707070707,0.1538444838335357,0.15376426168340745,0.15367362048531766,0.1542107086451303,0.06723717714760298,0.4056159713634242,0.3272611878688423,0.2759757201094848,0.11079542422196792,0.07591501566279735,0.3803061179298114,0.5450917372173196,0.6308449758812766,0.9129792690903819,0.958423980811823,0.0019286003798240866,0.5084384746160413,0.6841609572080465,0.20253448044007244
0.1446969696969697,0.10876495373202946,0.10868335350998119,0.10799291774214023,0.10937452006168868,0.2017995890111043,0.323707045554527,0.2382477925662565,0.25453756110340775,0.08135680118743183,0.06299269025116094,0.3585662413582603,0.5081089749429379,0.5313041824567553,0.8637199857017305,0.9560356550092974,0.0023314505092410444,0.43412879245949587,0.6815189666493386,0.1417588696188768
0.14482323232323233,0.0900459802564931,0.09061142646826305,0.08950621416082041,0.09007270798434303,0.0030390767801147414,0.3491719333835397,0.22875820629632138,0.261138858261762,0.05275637108074499,0.049220938903808464,0.353973931695991,0.5395957595123464,0.5715103309302465,0.8193893828596216,0.9410768650972003,0.0026751231381966266,0.43399448648807515,0.6814791016183883,0.11559519567559605
0.14494949494949497,0.24338759440343577,0.2416816281408518,0.24073676746972317,0.23993260686875698,0.1296280882288615,0.19959709301543338,0.2482264341620639,0.22268268604300756,0.057211700662866294,0.05049609213607359,0.21814394657550407,0.641345841755369,0.5238292224634609,0.8288156817016058,0.9318843401208039,0.15997362455984546,0.39079944504441877,0.6831762399906427,0.3187308140244418
0.14507575757575758,0.14302694563582635,0.1419473164057618,0.14018143207884134,0.14065245884181843,0.013317013789907042,0.19576509687447596,0.2549008499914045,0.22169258597203445,0.0419975870912489,0.04238424170809363,0.21784878745769498,0.6383443775704555,0.6770544654984827,0.8075102766767956,0.9182593546871033,0.003620545141482591,0.3921099926030629,0.6830018186438243,0.18362569009964622
0.14520202020202022,0.3862677890315243,0.3849621865082997,0.3864138570048453,0.38548721489165283,0.04531049821869987,0.2798785790518956,0.2761484582596503,0.24442583782356841,0.07594056484421502,0.0577896197889865,0.24501584615030814,0.6677957125449823,0.36838432576804103,0.8628414792803699,0.9236453773112018,0.25729020227069066,0.14676314658868583,0.6835950911075955,0.515715874964035
0.14532828282828283,0.004872227388627887,0.0038966210522243527,0.004758405732641191,0.004614503336523232,0.00022467882810186802,0.2535660639367894,0.25595977588605745,0.23744423833958983,0.03183237842293585,0.03640445680246862,0.2505178676824259,0.6339280483560232,0.4957657106627422,0.7948970106287819,0.9079556356500779,0.00018883222151976187,0.14529480440181686,0.683592071507732,0.000162400932897478
0.14545454545454548,0.7474622634319465,0.7485828792536476,0.7463854321248999,0.74851079741523,0.0662354792553246,0.40604952428005725,0.30871960750683325,0.2779752644747715,0.13675535307565034,0.08623151868870016,0.3856265195807319,0.5361209672268274,0.9677435251996374,0.9595425604403293,0.9438650921114313,0.7819668302133641,0.5184127219321764,0.684459288864843,0.9990214883632575
0.1455808080808081,0.15442193878001292,0.15311203302229087,0.1531724782038804,0.15275324089873474,0.062882173577655,0.4088311845482917,0.3300114251714197,0.2781179947734125,0.11161762436881906,0.07660522380942553,0.3857033612415729,0.538541728198441,0.6311888367351222,0.9134012207440306,0.9590115614583761,0.0017674736218457109,0.5174514957502454,0.6836359721910634,0.19907299293308106
0.14570707070707073,0.10903443001228938,0.10927803207555724,0.1088988237483163,0.10987311654791387,0.20287614157682288,0.32717617930746457,0.2403791124114556,0.25669486110844275,0.08214784890616716,0.06367844012793322,0.36412213579942143,0.5015129117673451,0.5324315843266854,0.8640631147390564,0.9566067150408868,0.002009168794339169,0.44156084534518514,0.6809798876612656,0.14149606321880678
0.14583333333333334,0.09112869745396598,0.09492768363380387,0.09119273771162995,0.09570599777178698,0.008368109567035747,0.3542641832162303,0.23197746455613455,0.26371871640637945,0.05450289741395453,0.05038316421922118,0.3594454704983151,0.5346397331505831,0.5742309850343463,0.8211660242997026,0.9420566441383057,0.005444662387153134,0.4425395393786806,0.6808702561958386,0.12247328251618464
