timestamp,conditions,volume,id,current_price,open,high,low,close
2024-08-12 08:30:09.583,,,0.0,0.8790322580645142,1.0,1.0,0.8345323741007196,0.0
2024-08-12 09:00:00.481,,,0.07692307692307693,0.9838709677419342,1.0,1.0,0.8345323741007196,0.0
2024-08-13 07:30:09.897,,,0.15384615384615385,0.9999999999999982,1.0,0.723684210526315,1.0,1.0
2024-08-13 09:00:00.908,,,0.23076923076923078,0.5483870967741904,0.0,0.0,0.4316546762589937,1.0
2024-08-13 09:30:01.017,,,0.3076923076923077,0.5483870967741904,0.0,0.02631578947368496,0.4316546762589937,1.0
2024-08-13 10:30:00.488,,,0.38461538461538464,0.6290322580645142,0.0,0.13157894736842124,0.4316546762589937,1.0
2024-08-13 11:00:01.086,,,0.4615384615384616,0.9596774193548381,0.0,0.8289473684210478,0.4316546762589937,1.0
2024-08-13 11:30:00.188,,,0.5384615384615385,0.82258064516129,0.0,0.8289473684210478,0.4316546762589937,1.0
2024-08-13 12:00:00.891,,,0.6153846153846154,0.8064516129032224,0.0,0.8289473684210478,0.4316546762589937,1.0
2024-08-13 12:30:01.296,,,0.6923076923076923,0.5403225806451619,0.0,0.8289473684210478,0.4316546762589937,1.0
2024-08-13 13:00:00.892,,,0.7692307692307694,0.29032258064516014,0.0,0.8289473684210478,0.17985611510791344,1.0
2024-08-13 14:00:00.889,,,0.8461538461538463,0.024193548387097863,0.0,0.8289473684210478,0.0719424460431668,1.0
2024-08-13 15:00:01.497,,,0.9230769230769231,0.0,0.0,0.8289473684210478,0.014388489208633004,1.0
2024-08-13 15:30:01.042,,,1.0000000000000002,0.008064516129033805,0.0,0.8289473684210478,0.0,1.0
