date,value,CAGR_12,Monthly_Percentage_Change,Annual_Percentage_Change,MACD,Trend,Seasonal,Residual,Cumulative_Sum,Rolling_3M_Growth,Rolling_6M_Growth,Rolling_12M_Growth,AHE_Ratio_12M,Days_Since_Peak,Days_Since_Trough,RSI
2007-04-01,0.04815303430079165,0.3342121082137604,0.253977427603037,0.3342121082137604,0.19772968542850583,0.027557202517499046,1.0,0.20644473109463846,0.04627687079212145,0.39661412427949366,0.416606011808765,0.3342121082137604,0.17068215729312897,0.0,0.05885850178359096,0.9262007833436421
2007-05-01,0.05211081794195249,0.38862426258301336,0.26269439693264773,0.38862426258301336,0.21383344645174537,0.03126286689018287,0.7164318777462881,0.23122767813308087,0.04990520031547664,0.37704855432301615,0.4159687002042244,0.38862426258301336,0.17062341681184634,0.0,0.06331747919143876,0.9315356664754266
2007-06-01,0.05936675461741414,0.3929710965896019,0.30653184998118116,0.3929710965896019,0.23420034516319682,0.03488030115875529,0.34941011800185606,0.32100892307523665,0.053552681290250696,0.4147888463062899,0.4336527893229289,0.3929710965896019,0.21834926464160986,0.0,0.06792508917954815,0.9323507180650052
2007-07-01,0.05936675461741414,0.351368001078982,0.20975413105290894,0.351368001078982,0.24748836728569332,0.03843891535792032,0.2697639903890945,0.26613397415049533,0.05720016226502475,0.38287555085152386,0.42108478731569154,0.351368001078982,0.164092113593707,0.10909090909090909,0.07238406658739595,1.0
2007-08-01,0.06266490765171517,0.364086909841934,0.2535130302168306,0.364086909841934,0.2597092125383908,0.041938709487677084,0.16504249186851894,0.27248865733213634,0.0608563484449892,0.37626898600141356,0.39554544316672746,0.364086909841934,0.1568367455455295,0.0,0.07699167657550535,1.0
2007-09-01,0.06530343007915573,0.3288012750876008,0.24467790009992446,0.3288012750876008,0.2700286052724622,0.045497323686841895,0.1384058262126473,0.26177254478090717,0.06451949878910597,0.33188924521996327,0.3889429462552292,0.3288012750876008,0.1440515388884549,0.0,0.08159928656361473,1.0
2007-10-01,0.06662269129287601,0.32839076156114183,0.22718281807732166,0.32839076156114183,0.27688850330220965,0.049114757955414534,0.014771012471214817,0.23228771200107445,0.06818613121529889,0.3444180151723525,0.3701450144145441,0.32839076156114183,0.11209067853589616,0.0,0.08605826397146253,1.0
2007-11-01,0.07058047493403707,0.32716402933932404,0.2619905377471655,0.32716402933932404,0.284664101102647,0.05273219222398695,0.023561376808345358,0.24204551659700613,0.07186320988772027,0.3505034177206587,0.36965217108760695,0.32716402933932404,0.11867419848854155,0.0,0.09066587395957193,1.0
2007-12-01,0.07387862796833788,0.3057262895233709,0.2531608042292446,0.3057262895233709,0.29214244030453485,0.05623198635374371,0.0,0.24390444272727407,0.07554899376533206,0.35659843291836885,0.3323719872926471,0.3057262895233709,0.1180756753835901,0.0,0.09512485136741973,1.0
2008-01-01,0.07585751978891819,0.3119393743119237,0.2357366233765007,0.3119393743119237,0.2974505085688986,0.059790600552908524,0.19286033221686694,0.20944508704693376,0.07924000076605807,0.36275309066773065,0.3505639720792572,0.3119393743119237,0.09757487317006763,0.0,0.09973246135552913,1.0
2008-02-01,0.07981530343007925,0.29047993948228285,0.2616455803444695,0.29047993948228285,0.30377596048174116,0.06376095523792724,0.04317361847211032,0.22231881602710857,0.08294145401301256,0.3625052403545677,0.356252576845866,0.29047993948228285,0.10816327139679416,0.0,0.10434007134363851,1.0
2008-03-01,0.08641160949868065,0.32232811244752674,0.2959957996779497,0.32232811244752674,0.3145307284943016,0.06781954002705737,0.15331109189821746,0.2651558147716706,0.08666031767034782,0.39329619705085284,0.3921818840435628,0.32232811244752674,0.15270949976696357,0.0,0.10865041617122473,1.0
2008-04-01,0.08773087071240093,0.3017216907668829,0.22692171415186269,0.3017216907668829,0.32122458580808233,0.07187812481618727,1.0,0.1744625126349426,0.09038266340975924,0.3869390056475639,0.3919983913700744,0.3017216907668829,0.12359164370710829,0.0,0.11325802615933411,1.0
2008-05-01,0.09366754617414252,0.3201488751869651,0.28693598734250453,0.3201488751869651,0.3311430694050384,0.07614257984824402,0.7164318777462881,0.22430904809723629,0.09412067851851337,0.40514365485927417,0.40949555158450196,0.3201488751869651,0.15842588978484073,0.0,0.11771700356718191,1.0
2008-06-01,0.0963060686015833,0.272600209772848,0.24391338349759423,0.272600209772848,0.33884455649012224,0.08061290512322805,0.34941011800185606,0.21834205727257583,0.09786565779141981,0.3676719049084262,0.4029973339937538,0.272600209772848,0.15149629600466596,0.0,0.12232461355529131,1.0
2008-07-01,0.10224274406332468,0.33096175473111034,0.2864695233109987,0.33096175473111034,0.3493516962249127,0.08511264043291566,0.2697639903890945,0.25277613583461545,0.10162630643366896,0.4105544500099001,0.43866352104587647,0.33096175473111034,0.18450542337859233,0.0,0.1267835909631391,1.0
2008-08-01,0.10883905013192607,0.3623040659123974,0.2946382919310723,0.3623040659123974,0.3628633337761181,0.08949473560378829,0.16504249186851894,0.3017082587705495,0.1054043654862989,0.416101019408568,0.46188933523722553,0.3623040659123974,0.2227545753034299,0.0,0.1313912009512485,1.0
2008-09-01,0.11015831134564635,0.34852939342260025,0.22665272897888497,0.34852939342260025,0.3711663326910412,0.09370037056643721,0.1384058262126473,0.25827160202255683,0.109185906621005,0.4036369850031045,0.41307762766621536,0.34852939342260025,0.18748621098028195,0.0,0.1359988109393579,1.0
2008-10-01,0.11279683377308714,0.36101391674401806,0.2435202060983688,0.36101391674401806,0.3771460210846585,0.09784718545967874,0.014771012471214817,0.2440657373922157,0.11297441191986339,0.37272375469441826,0.4247614030143706,0.36101391674401806,0.16950006608800905,0.0,0.1404577883472057,1.0
2008-11-01,0.120052770448549,0.39189319726565885,0.30244014495296534,0.39189319726565885,0.38771984209902105,0.10181754014469724,0.023561376808345358,0.3041612430585019,0.11678206867014065,0.37832363800433993,0.4356491361371274,0.39189319726565885,0.21284654641658918,0.0,0.1450653983353151,1.0
2008-12-01,0.1246701846965701,0.40358822987730286,0.2684394768452214,0.40358822987730286,0.3980682498123191,0.10555261455208509,0.0,0.32458837550831987,0.12060191270768447,0.40844049109389,0.4529273639283097,0.40358822987730286,0.2172361423451008,0.0,0.14952437574316288,1.0
2009-01-01,0.12598944591029038,0.396480847655954,0.2264678764947345,0.396480847655954,0.4034917391273255,0.10911122875125012,0.19286033221686694,0.2794527308509416,0.12442523882730445,0.3961337374666368,0.4106985884572295,0.396480847655954,0.17610968218945544,0.0,0.1541319857312723,1.0
2009-02-01,0.12796833773087068,0.3759361971064376,0.23480191623006935,0.3759361971064376,0.40592094438832027,0.11237574260337624,0.04317361847211032,0.2696706973168723,0.12825378807003868,0.3475201317380671,0.368741984527325,0.3759361971064376,0.14679041242487045,0.0,0.15873959571938168,1.0
2009-03-01,0.13258575197889177,0.3546718913376436,0.26811922939205535,0.3546718913376436,0.40968082292403185,0.11555202635139117,0.15331109189821746,0.2913395353066761,0.1320945246000394,0.34729038130090917,0.39783074654785344,0.3546718913376436,0.15678190977336826,0.0,0.1629013079667063,1.0
2009-04-01,0.1345646437994723,0.3606096136837673,0.23468837232627787,0.3606096136837673,0.41073609855683757,0.11875772013410968,1.0,0.22639078626642473,0.1359404842531544,0.3532012762569172,0.3916269156807819,0.3606096136837673,0.12922646974645247,0.0,0.16750891795481568,1.0
2009-05-01,0.13588390501319259,0.3144255306123638,0.22635438342926398,0.3144255306123638,0.4087342809854851,0.12175754367390157,0.7164318777462881,0.21732823950097568,0.13978992598834553,0.347127169384435,0.33837775456101776,0.3144255306123638,0.09806708502426176,0.0,0.1719678953626635,1.0
2009-06-01,0.13786279683377312,0.30735666681214485,0.23463198553009357,0.30735666681214485,0.40528619404937943,0.12440444679724716,0.34941011800185606,0.22967868357595833,0.1436445908466509,0.32310320391609026,0.3147714769430308,0.30735666681214485,0.07696312929537896,0.0,0.17657550535077288,1.0
2009-07-01,0.14050131926121368,0.2742513851703247,0.2428796572492635,0.2742513851703247,0.4016703609203048,0.12696311981648134,0.2697639903890945,0.23834177374840593,0.14750621986910858,0.3289796666841661,0.326236196431101,0.2742513851703247,0.06890834570904403,0.0,0.18103448275862066,1.0
2009-08-01,0.14379947229551449,0.24126785959940145,0.2510863644832154,0.24126785959940145,0.39889038517949454,0.12963943297453073,0.16504249186851894,0.25762589769552235,0.15137655409675668,0.3467384725651642,0.33761697062812235,0.24126785959940145,0.07381216892890308,0.0,0.18564209274673008,1.0
2009-09-01,0.14643799472295504,0.25347178647902685,0.24274554580717583,0.25347178647902685,0.39587088770337464,0.13216869595906156,0.1384058262126473,0.26372407780302254,0.15525385248855705,0.3525696380794976,0.319900389381362,0.25347178647902685,0.06808987005873135,0.0,0.19024970273483946,1.0
2009-10-01,0.1484168865435358,0.24659618397087174,0.234453249260835,0.24659618397087174,0.3917720645829887,0.13452149873536867,0.014771012471214817,0.2670132705290804,0.1591363740034717,0.3465136750697101,0.3197361481538524,0.24659618397087174,0.05409440621701478,0.0,0.19470868014268725,1.0
2009-11-01,0.1517150395778366,0.20762951561415577,0.2508639488773139,0.20762951561415577,0.38872647897818224,0.1369331215810834,0.023561376808345358,0.2839473414813014,0.16302760072357672,0.3463539722027849,0.33686444486546074,0.20762951561415577,0.06280158655741275,0.0,0.19931629013079666,1.0
2009-12-01,0.15237467018469664,0.1695261431834324,0.21795770096328043,0.1695261431834324,0.3828364814186311,0.13931533439209431,0.0,0.259127200468555,0.1669205684847198,0.3285474897858746,0.3252014639305021,0.1695261431834324,0.03992339333677819,0.0,0.20377526753864444,1.0
2010-01-01,0.15567282321899745,0.18784840336487418,0.2507536363071208,0.18784840336487418,0.3784893840243305,0.14166813716840188,0.19286033221686694,0.2665472249891643,0.1708222414510533,0.34024644042363195,0.33070151799528785,0.18784840336487418,0.05090029827708875,0.0,0.20838287752675386,1.0
2010-02-01,0.158311345646438,0.19364654372703832,0.2424805545240064,0.19364654372703832,0.37447457472459406,0.14402093994470921,0.04317361847211032,0.2822841302670902,0.1747308785815391,0.3342296306584963,0.3246903814808119,0.19364654372703832,0.052085409261479754,0.0,0.21299048751486324,1.0
2010-03-01,0.15897097625329826,0.15579481285224825,0.2179211594492052,0.15579481285224825,0.3679876287345762,0.14634433268631253,0.15331109189821746,0.2509525568769959,0.178641256753063,0.33420336954480195,0.3073508604846533,0.15579481285224825,0.030847272823333327,0.0,0.21715219976218786,1.0
2010-04-01,0.16094986807387857,0.1554602726462114,0.23424430747724093,0.1554602726462114,0.36148990161007016,0.14881477560143508,1.0,0.19784822364820442,0.1825568580477011,0.32235988851141995,0.3072050486977095,0.1554602726462114,0.027614279556892996,0.0,0.22175980975029724,1.0
2010-05-01,0.16358839050131935,0.1675265523189669,0.24236414216840066,0.1675265523189669,0.3559838522928124,0.15122639844715002,0.7164318777462881,0.22015528145647778,0.18647942350649155,0.3222764139313282,0.30127875154997785,0.1675265523189669,0.031843291031464105,0.0,0.22621878715814506,1.0
2010-06-01,0.16358839050131935,0.14876864501873363,0.20975413105290894,0.14876864501873363,0.34761319995259143,0.15352038115404998,0.34941011800185606,0.20542921210473608,0.19040198896528196,0.31641236532998035,0.29555138838867373,0.14876864501873363,0.0025386080497860064,0.11272727272727273,0.23082639714625444,1.0
2010-07-01,0.1675461741424802,0.1605870912483492,0.2585823034888168,0.1605870912483492,0.3426500509201462,0.15602023410387633,0.2697639903890945,0.2367057982616565,0.19433500067030085,0.33386410024358715,0.30100481673687624,0.1605870912483492,0.025403670595189,0.0,0.23528537455410223,1.0
2010-08-01,0.16952506596306072,0.1477997910219386,0.23410337242035067,0.1477997910219386,0.33763492913635007,0.1585789071231103,0.16504249186851894,0.23583848937706975,0.19827323549843395,0.3279354256744044,0.2951641787647185,0.1477997910219386,0.02294701650038178,0.0,0.23989298454221164,1.0
2010-09-01,0.17282321899736153,0.15347195914507095,0.25028237762603783,0.15347195914507095,0.33448839313083556,0.16101994000352926,0.1384058262126473,0.2540858864023612,0.2022201755317575,0.3570607841411778,0.3177465818920684,0.15347195914507095,0.037557828816943584,0.0,0.24450059453032102,1.0
2010-10-01,0.17744063324538262,0.17751189287522262,0.26636853389709875,0.17751189287522262,0.33469385957748155,0.163460972883948,0.014771012471214817,0.2994231821782982,0.2061793028523476,0.36265378126507525,0.34018318929751,0.17751189287522262,0.06691401008064801,0.0,0.2489595719381688,1.0
2010-11-01,0.1767810026385226,0.14044170254694802,0.20169125561329523,0.14044170254694802,0.33011458613214467,0.16601964590318197,0.023561376808345358,0.2488549698948681,0.2101366891318996,0.3393306256050368,0.31173879371753377,0.14044170254694802,0.02964762207373539,0.11272727272727273,0.2535671819262782,0.9408068783068897
2010-12-01,0.17875989445910312,0.15248980697064762,0.23395339909032592,0.15248980697064762,0.3255430758742982,0.1687547791306392,0.0,0.24076009215196947,0.2140992985345658,0.3276116678299552,0.32865499794654296,0.15248980697064762,0.02645493594638637,0.0,0.25802615933412604,0.9408068783068897
2011-01-01,0.18535620052770452,0.18225830907663082,0.29031203417102325,0.18225830907663082,0.32751227961759904,0.17166637256631967,0.19286033221686694,0.2932117002009953,0.2180793183476128,0.3447651182976853,0.35080556550271913,0.18225830907663082,0.081500482278976,0.0,0.2626337693222354,0.9463911350703902
2011-02-01,0.18601583113456477,0.16361822059812103,0.2177746816870685,0.16361822059812103,0.3262488457850304,0.17448973589788852,0.04317361847211032,0.26932980537730344,0.22206107920169788,0.35634322141608255,0.339371585329462,0.16361822059812103,0.05908235441206244,0.0,0.2672413793103448,0.9463911350703906
2011-03-01,0.18601583113456477,0.15745640970949612,0.20975413105290894,0.15745640970949612,0.32154104040868625,0.17713663902123433,0.15331109189821746,0.22284028188800065,0.22604284005578296,0.33893805450117576,0.3110423465503339,0.15745640970949612,0.02865251973787153,0.10181818181818182,0.2714030915576694,0.9408068783068897
2011-04-01,0.18865435356200533,0.16316618589329712,0.24182230551671685,0.16316618589329712,0.31789260911293843,0.1798129521792835,1.0,0.17751890894102118,0.23003156507402037,0.3042146940937212,0.2939373527676603,0.16316618589329712,0.03280998616833841,0.0,0.27601070154577884,0.9408068783068897
2011-05-01,0.19327176781002642,0.18080533117374797,0.26577545416412,0.18080533117374797,0.3178939784976435,0.18251867537203692,0.7164318777462881,0.22733216516828847,0.23403247737952432,0.3386329775380182,0.3386920946338223,0.18080533117374797,0.06112003268773236,0.0,0.2804696789536266,0.9473838918283466
2011-06-01,0.19525065963060695,0.19889490606464172,0.2336901346425754,0.19889490606464172,0.31705055715375036,0.18522439856479056,0.34941011800185606,0.23909589340259174,0.2380386128081425,0.355848394929968,0.33850791889246423,0.19889490606464172,0.05200319619139293,0.0,0.285077288941736,0.9473838918283466
2011-07-01,0.20118733509234832,0.21616768740136744,0.28146851990434474,0.21616768740136744,0.32111133272722325,0.1877242515146169,0.2697639903890945,0.301794344300923,0.2420604176061034,0.38435039325718645,0.3323401552982683,0.21616768740136744,0.09328286826767496,0.0,0.2895362663495838,0.9518428840462834
2011-08-01,0.1992084432717678,0.17972571463516407,0.18594247033903305,0.17972571463516407,0.31785523446598113,0.19007705429092403,0.16504249186851894,0.2401823018629834,0.24607699928095003,0.32690881382244125,0.3100622132080263,0.17972571463516407,0.03386515086782893,0.11272727272727273,0.2941438763376932,0.8166922683051752
2011-09-01,0.2025065963060686,0.17912963169113083,0.24949183965646987,0.17912963169113083,0.3163122604188219,0.19272395741426984,0.1384058262126473,0.25499836557951383,0.25010228616098706,0.33824891636485344,0.3378367417956628,0.17912963169113083,0.044511509702282126,0.0,0.29875148632580256,0.8136872235232935
2011-10-01,0.20778364116094994,0.18427369293822787,0.2731969640967939,0.18427369293822787,0.31890729063534384,0.19557673078054227,0.014771012471214817,0.30400528937467897,0.2541415013693288,0.3323231420148522,0.3597751036167849,0.18427369293822787,0.08054707442632392,0.0,0.3032104637336504,0.8278018278018311
2011-11-01,0.2071240105540899,0.18439459570335442,0.20185112297115101,0.18439459570335442,0.3163800864563466,0.1982236339038883,0.023561376808345358,0.25308725376300956,0.2581789755366324,0.34377446977168064,0.31505872761974507,0.18439459570335442,0.03812122613528146,0.11272727272727273,0.3078180737217598,0.7708653353814756
2011-12-01,0.20910290237467022,0.18403220613231375,0.23347337911200433,0.18403220613231375,0.3135728412895107,0.20078230692312227,0.0,0.2478148484527587,0.2622216728270502,0.3322739955082952,0.31490736565264854,0.18403220613231375,0.03059698757859408,0.0,0.3122770511296076,0.7550629447181296
2012-01-01,0.21108179419525075,0.1412314186499656,0.2334427340886787,0.1412314186499656,0.3105781821882421,0.20328215987294862,0.19286033221686694,0.23124204702505224,0.26626959324058225,0.30379401863491934,0.28145805584439365,0.1412314186499656,0.028198961130378564,0.0,0.31688466111771696,0.8105820105820145
2012-02-01,0.21306068601583128,0.1530105055652623,0.23341216814927784,0.1530105055652623,0.3074708159770994,0.20566437268395998,0.04317361847211032,0.2357525379904324,0.27032273677722857,0.32644336332604185,0.3146058226960947,0.1530105055652623,0.024352154728735087,0.0,0.32149227110582634,0.8105820105820145
2012-03-01,0.2183377308707124,0.2005322222003731,0.2727609308800003,0.2005322222003731,0.3089409400188972,0.20819363566849014,0.15331109189821746,0.2761066295259127,0.2743898086421795,0.3546374339018242,0.33084025154936525,0.2005322222003731,0.0579550419096968,0.0,0.3258026159334126,0.8040503557744976
2012-04-01,0.22031662269129293,0.19409418082078977,0.23330076472116637,0.19409418082078977,0.3093502813092399,0.21057584847950106,1.0,0.22443325190570107,0.27846210363024465,0.354535333703801,0.3030060463332205,0.19409418082078977,0.04899311776909698,0.0,0.33041022592152197,0.8105820105820145
2012-05-01,0.22097625329815296,0.15775647334931614,0.2175929419762424,0.15775647334931614,0.30707170735891814,0.21292865125580862,0.7164318777462881,0.21588628038089297,0.28253613965934793,0.34315868004827366,0.31400741791555786,0.15775647334931614,0.027166365310190344,0.0,0.33486920332936976,0.8136872235232921
2012-06-01,0.22493403693931402,0.1751449687567772,0.25676689707773864,0.1751449687567772,0.3073435655276013,0.21572260455267322,0.34941011800185606,0.25795613133909256,0.28662062193467963,0.33169080151780916,0.3302723094619775,0.1751449687567772,0.046278031550489374,0.0,0.33947681331747914,0.819601914840014
2012-07-01,0.22757255936675458,0.14470449123996681,0.24101581690062107,0.14470449123996681,0.3077583746147805,0.2186930180577613,0.2697639903890945,0.26024206871700883,0.2907120683741637,0.33722964010775186,0.3355669953734478,0.14470449123996681,0.051753758135649974,0.0,0.343935790725327,0.8105820105820145
2012-08-01,0.2262532981530343,0.15089911590115418,0.19414989381913683,0.15089911590115418,0.30272399675966566,0.22163402152814538,0.16504249186851894,0.2016990364802247,0.2948000327315715,0.3203777685543075,0.30810558834188706,0.15089911590115418,0.004994034573034156,0.11272727272727273,0.34854340071343637,0.7110573042776482
2012-09-01,0.2321899736147759,0.17388090479898904,0.2800330104171153,0.17388090479898904,0.30366452504250746,0.22439856479030662,0.1384058262126473,0.25631071041113174,0.2989036664583221,0.3370454802536511,0.3131702019806326,0.17388090479898904,0.049762949161461734,0.0,0.35315101070154575,0.7110573042776482
2012-10-01,0.23153034300791542,0.12026763313369826,0.20197518376835713,0.12026763313369826,0.3000147653951616,0.22710428798306026,0.014771012471214817,0.2129352624155949,0.3030055591440346,0.3090175758175177,0.291298078930907,0.12026763313369826,0.015297509270663312,0.10909090909090909,0.35760998810939354,0.8006126427179097
2012-11-01,0.23614775725593673,0.16722449896803337,0.2642298743669106,0.16722449896803337,0.3002188301593024,0.22995706134933247,0.023561376808345358,0.2432892311278394,0.3071196391170137,0.35935062280087204,0.3238331568265631,0.16722449896803337,0.04355021193183006,0.0,0.3622175980975029,0.8073715361850988
2012-12-01,0.24274406332453835,0.2078462073349453,0.2873460851353629,0.2078462073349453,0.30621817667726453,0.23286865478501317,0.0,0.30564313214021865,0.3112511295003735,0.364598530710856,0.34517461597239607,0.2078462073349453,0.0922765995567758,0.0,0.36667657550535077,0.8136872235232935
2013-01-01,0.24406332453825863,0.2016180678761752,0.22520712620645394,0.2016180678761752,0.3092810063450462,0.23575083818598896,0.19286033221686694,0.27308871940695667,0.31538610196580946,0.38134757499169597,0.3341137730700875,0.2016180678761752,0.07343232657666832,0.0,0.37128418549346015,0.8625192012288738
2013-02-01,0.24604221635883916,0.20124157772145035,0.23291410421040432,0.20124157772145035,0.3109343185238269,0.23875066172578108,0.04317361847211032,0.2685726793825154,0.3195262975543597,0.3588184126292703,0.36128185068011737,0.20124157772145035,0.06315387773766545,0.0,0.37589179548156954,0.8625192012288747
2013-03-01,0.24736147757255944,0.16534865673786397,0.2251746346270749,0.16534865673786397,0.31053839032647407,0.24177989530027655,0.15331109189821746,0.23868597768859345,0.32366997522498603,0.31422331000685993,0.32293253146149264,0.16534865673786397,0.04870788402008941,0.0,0.3800535077288941,0.8602654176424624
2013-04-01,0.25197889182058053,0.18825306978851164,0.2636805391402136,0.18825306978851164,0.31317182588554726,0.24477971884006822,1.0,0.21936405911140255,0.32782584018287897,0.34181994392959625,0.3661229064362322,0.18825306978851164,0.07381730223949035,0.0,0.3846611177170035,0.8688644688644649
2013-05-01,0.2532981530343008,0.19393959943854905,0.22511649280379478,0.19393959943854905,0.3135183019620863,0.24789718251867576,0.7164318777462881,0.21046703399706246,0.33198518722284803,0.3362174136454843,0.3387464957155457,0.19393959943854905,0.055844230250816196,0.0,0.38912009512485135,0.8555286521388172
2013-06-01,0.2579155672823219,0.19900285749195562,0.26347738398207965,0.19900285749195562,0.31669943418434615,0.250779365919652,0.34941011800185606,0.26107834478832714,0.3361567215500837,0.3637375890065009,0.32209667182320234,0.19900285749195562,0.07943404738817961,0.0,0.39372770511296074,0.8647014361300029
2013-07-01,0.2592348284960422,0.1869480889452086,0.22505878777217736,0.1869480889452086,0.31743481666880186,0.2535144991471088,0.2697639903890945,0.24632592410642218,0.3403317379593955,0.3359885201813439,0.32199298123543957,0.1869480889452086,0.062222848622006666,0.0,0.3981866825208085,0.8668154761904723
2013-08-01,0.26187335092348296,0.2218997913390109,0.24033791545605004,0.2218997913390109,0.31809778581943543,0.25654373272160447,0.16504249186851894,0.24924893238711832,0.34451371853285956,0.346924818034321,0.3271801060162837,0.2218997913390109,0.057650299053197074,0.0,0.4027942925089179,0.8625192012288738
2013-09-01,0.2645118733509235,0.19188778604962814,0.24028698492415645,0.19188778604962814,0.3186964656726195,0.2596906064349156,0.1384058262126473,0.24607807532280646,0.34870266327047594,0.33028393120686617,0.33774805002370245,0.19188778604962814,0.056626268358563436,0.0,0.4074019024970273,0.8625192012288738
2013-10-01,0.26649076517150405,0.21507263708973584,0.2326157005662298,0.21507263708973584,0.3183118774630078,0.2626021998705961,0.014771012471214817,0.24159239041656733,0.3528968311312066,0.3357110947696626,0.31605229587116634,0.21507263708973584,0.04440361846717522,0.0,0.41186087990487513,0.954900478709996
2013-11-01,0.27110817941952514,0.21416731482779783,0.26303136278715106,0.21416731482779783,0.3208656108798727,0.2654843832715721,0.023561376808345358,0.2708309892779468,0.3571031862792038,0.352002041613142,0.34254294906744087,0.21416731482779783,0.06569216422536073,0.0,0.4164684898929845,0.9534218058808155
2013-12-01,0.2724274406332454,0.1670837825839398,0.22493209359403735,0.1670837825839398,0.32106196379662166,0.2684547967766602,0.0,0.2496972387087446,0.3613130235092771,0.3409655735769968,0.3156124821094288,0.1670837825839398,0.05076488310979599,0.0,0.4209274673008323,1.0
2014-01-01,0.27572559366754623,0.1840271796701044,0.24766765204067429,0.1840271796701044,0.32218735771705354,0.271395800247044,0.19286033221686694,0.2472984575552175,0.36553156594454084,0.3517797726931537,0.33140852521261877,0.1840271796701044,0.05880043415870517,0.0,0.4255350772889417,1.0
2014-02-01,0.28232189973614763,0.22367108159855403,0.28542469956171385,0.22367108159855403,0.3286581897271832,0.27439562378683613,0.04317361847211032,0.31399241008741186,0.3697675187901853,0.36785500846698393,0.36292169696552845,0.22367108159855403,0.10352371065418708,0.0,0.4301426872770511,1.0
2014-03-01,0.2816622691292876,0.2062827492553772,0.20221817595645197,0.2062827492553772,0.3290564610378574,0.2773660372919242,0.15331109189821746,0.2550219044644102,0.3740017305947918,0.35149588934727666,0.33624830657801585,0.2062827492553772,0.058788029766500216,0.10181818181818182,0.4343043995243757,0.9518428840462834
2014-04-01,0.2829815303430079,0.17695551800048648,0.22483223857732026,0.17695551800048648,0.32747071857046395,0.28024822069290045,1.0,0.18637195047770305,0.37823942448147446,0.33508995037907663,0.3308037561425038,0.17695551800048648,0.042579936255354056,0.0,0.4389120095124851,0.9510125889436329
2014-05-01,0.2869393139841687,0.19947795222060632,0.25495128491408575,0.19947795222060632,0.32805292606381586,0.2831598141285807,0.7164318777462881,0.221202457879901,0.38248756461438554,0.31326859904329296,0.32516346351958214,0.19947795222060632,0.05676464928843217,0.0,0.4433709869203329,0.9541730670763013
2014-06-01,0.29089709762533,0.19296067991095056,0.2548401443718067,0.19296067991095056,0.33032703500797084,0.2859243573907415,0.34941011800185606,0.26281581032336376,0.3867461509935251,0.35105846931241524,0.3460749104900623,0.19296067991095056,0.07159540013974208,0.0,0.4479785969084423,0.953421805880831
