id,timestamp,open,high,low,close,volume,current_price,conditions,date
2060.0,1988-10-18,279.38,279.39,276.41,279.38,,,,
2021.0,1988-10-19,276.97,280.53,274.41,276.97,,,,
1982.0,1988-10-20,282.88,282.88,276.93,282.88,,,,
1943.0,1988-10-21,283.66,283.66,281.16,283.66,,,,
1904.0,1988-10-24,282.28,283.95,282.28,282.28,,,,
1865.0,1988-10-25,282.38,282.84,281.87,282.38,,,,
1826.0,1988-10-26,281.38,282.52,280.54,281.38,,,,
1787.0,1988-10-27,277.28,281.38,276.0,277.28,,,,
1748.0,1988-10-28,278.53,279.48,277.28,278.53,,,,
1708.0,1988-10-31,278.97,279.39,277.14,278.97,,,,
1668.0,1988-11-01,279.06,279.57,278.01,279.06,,,,
1628.0,1988-11-02,279.06,279.45,277.08,279.06,,,,
1588.0,1988-11-03,279.2,280.37,279.04,279.2,,,,
1548.0,1988-11-04,276.31,279.2,276.31,276.31,,,,
1508.0,1988-11-07,273.93,276.31,273.62,273.93,,,,
1468.0,1988-11-08,275.15,275.8,273.93,275.15,,,,
1428.0,1988-11-09,273.33,275.15,272.15,273.33,,,,
1388.0,1988-11-10,273.69,274.37,272.98,273.69,,,,
1348.0,1988-11-11,267.92,273.69,267.92,267.92,,,,
1308.0,1988-11-14,267.72,269.25,266.79,267.72,,,,
1268.0,1988-11-15,268.34,268.75,267.72,268.34,,,,
1228.0,1988-11-16,263.82,268.41,262.85,263.82,,,,
1188.0,1988-11-17,264.6,265.63,263.45,264.6,,,,
1148.0,1988-11-18,266.47,266.62,264.6,266.47,,,,
1108.0,1988-11-21,266.22,266.47,263.41,266.22,,,,
1068.0,1988-11-22,267.21,267.85,265.42,267.21,,,,
1028.0,1988-11-23,269.0,269.56,267.21,269.0,,,,
988.0,1988-11-25,267.23,269.0,266.47,267.23,,,,
948.0,1988-11-28,268.64,268.98,266.97,268.64,,,,
908.0,1988-11-29,270.91,271.31,268.13,270.91,,,,
868.0,1988-11-30,273.7,274.36,270.9,273.7,,,,
828.0,1988-12-01,272.49,273.7,272.27,272.49,,,,
788.0,1988-12-02,271.81,272.49,270.47,271.81,,,,
748.0,1988-12-05,274.93,275.62,271.81,274.93,,,,
708.0,1988-12-06,277.59,277.89,274.62,277.59,,,,
668.0,1988-12-07,278.13,279.01,277.34,278.13,,,,
628.0,1988-12-08,276.57,278.13,276.55,276.57,,,,
588.0,1988-12-09,277.03,277.82,276.34,277.03,,,,
548.0,1988-12-12,276.52,278.82,276.52,276.52,,,,
508.0,1988-12-13,276.31,276.52,274.58,276.31,,,,
468.0,1988-12-14,275.31,276.31,274.58,275.31,,,,
428.0,1988-12-15,274.28,275.62,274.01,274.28,,,,
388.0,1988-12-16,276.29,276.29,274.28,276.29,,,,
348.0,1988-12-19,278.91,279.31,275.61,278.91,,,,
308.0,1988-12-20,277.47,280.45,277.47,277.47,,,,
268.0,1988-12-21,277.38,277.83,276.3,277.38,,,,
228.0,1988-12-22,276.87,277.89,276.86,276.87,,,,
188.0,1988-12-23,277.87,277.99,276.87,277.87,,,,
148.0,1988-12-27,276.83,278.09,276.74,276.83,,,,
108.0,1988-12-28,277.08,277.55,276.17,277.08,,,,
68.0,1988-12-29,279.4,279.42,277.08,279.4,,,,
28.0,1988-12-30,277.72,279.78,277.72,277.72,,,,
9856.0,1989-01-03,275.31,277.72,273.81,275.31,,,,
9822.0,1989-01-04,279.43,279.75,275.31,279.43,,,,
9785.0,1989-01-05,280.01,281.51,279.43,280.01,,,,
9747.0,1989-01-06,280.67,282.06,280.01,280.67,,,,
9709.0,1989-01-09,280.98,281.89,280.32,280.98,,,,
9670.0,1989-01-10,280.38,281.58,279.44,280.38,,,,
9631.0,1989-01-11,282.01,282.01,280.21,282.01,,,,
9592.0,1989-01-12,283.17,284.63,282.01,283.17,,,,
9553.0,1989-01-13,283.87,284.12,282.71,283.87,,,,
9514.0,1989-01-16,284.14,284.88,283.63,284.14,,,,
9475.0,1989-01-17,283.55,284.14,283.06,283.55,,,,
9436.0,1989-01-18,286.53,286.87,282.65,286.53,,,,
9397.0,1989-01-19,286.9,287.9,286.14,286.9,,,,
9358.0,1989-01-20,286.63,287.04,285.75,286.63,,,,
9319.0,1989-01-23,284.5,287.98,284.5,284.5,,,,
9280.0,1989-01-24,288.49,288.49,284.5,288.49,,,,
9241.0,1989-01-25,289.14,289.15,287.97,289.14,,,,
9202.0,1989-01-26,291.69,292.62,288.13,291.69,,,,
9163.0,1989-01-27,293.82,296.08,291.69,293.82,,,,
9124.0,1989-01-30,294.99,295.13,293.54,294.99,,,,
9085.0,1989-01-31,297.47,297.51,293.57,297.47,,,,
9046.0,1989-02-01,297.09,298.33,296.22,297.09,,,,
9007.0,1989-02-02,296.84,297.92,295.81,296.84,,,,
8968.0,1989-02-03,296.97,297.66,296.15,296.97,,,,
8929.0,1989-02-06,296.04,296.99,294.96,296.04,,,,
8890.0,1989-02-07,299.63,300.34,295.78,299.63,,,,
8851.0,1989-02-08,298.65,300.57,298.41,298.65,,,,
8812.0,1989-02-09,296.06,298.79,295.16,296.06,,,,
8773.0,1989-02-10,292.02,296.06,291.96,292.02,,,,
8734.0,1989-02-13,292.54,293.07,290.88,292.54,,,,
8695.0,1989-02-14,291.81,294.37,291.41,291.81,,,,
8656.0,1989-02-15,294.24,294.42,291.49,294.24,,,,
8617.0,1989-02-16,294.81,295.15,294.22,294.81,,,,
8578.0,1989-02-17,296.76,297.12,294.69,296.76,,,,
8539.0,1989-02-21,295.98,297.04,295.16,295.98,,,,
8500.0,1989-02-22,290.91,295.98,290.76,290.91,,,,
8461.0,1989-02-23,292.05,292.05,289.83,292.05,,,,
8422.0,1989-02-24,287.13,292.05,287.13,287.13,,,,
8383.0,1989-02-27,287.82,288.12,286.26,287.82,,,,
8344.0,1989-02-28,288.86,289.42,287.63,288.86,,,,
8305.0,1989-03-01,287.11,290.28,286.46,287.11,,,,
8266.0,1989-03-02,289.95,290.32,287.11,289.95,,,,
8227.0,1989-03-03,291.18,291.18,289.44,291.18,,,,
8188.0,1989-03-06,294.81,294.81,291.18,294.81,,,,
8149.0,1989-03-07,293.87,295.16,293.5,293.87,,,,
8110.0,1989-03-08,294.08,295.62,293.51,294.08,,,,
8071.0,1989-03-09,293.93,294.69,293.85,293.93,,,,
8032.0,1989-03-10,292.88,293.93,291.6,292.88,,,,
7993.0,1989-03-13,295.32,296.18,292.88,295.32,,,,
7954.0,1989-03-14,295.14,296.29,294.63,295.14,,,,
7915.0,1989-03-15,296.67,296.78,295.14,296.67,,,,
7876.0,1989-03-16,299.44,299.99,296.66,299.44,,,,
7837.0,1989-03-17,292.69,299.44,291.08,292.69,,,,
7798.0,1989-03-20,289.92,292.69,288.56,289.92,,,,
7759.0,1989-03-21,291.33,292.38,289.92,291.33,,,,
7720.0,1989-03-22,290.49,291.46,289.9,290.49,,,,
7681.0,1989-03-23,288.98,291.51,288.56,288.98,,,,
7642.0,1989-03-27,290.57,290.57,288.18,290.57,,,,
7603.0,1989-03-28,291.59,292.32,290.57,291.59,,,,
7564.0,1989-03-29,292.35,292.75,291.42,292.35,,,,
7525.0,1989-03-30,292.52,293.8,291.5,292.52,,,,
7486.0,1989-03-31,294.87,294.96,292.52,294.87,,,,
7447.0,1989-04-03,296.39,297.04,294.62,296.39,,,,
7408.0,1989-04-04,295.31,296.4,294.72,295.31,,,,
7369.0,1989-04-05,296.24,296.43,295.28,296.24,,,,
7330.0,1989-04-06,295.29,296.24,294.52,295.29,,,,
7291.0,1989-04-07,297.16,297.62,294.35,297.16,,,,
7252.0,1989-04-10,297.11,297.94,296.85,297.11,,,,
7213.0,1989-04-11,298.49,298.87,297.11,298.49,,,,
7174.0,1989-04-12,298.99,299.81,298.49,298.99,,,,
7135.0,1989-04-13,296.4,299.0,296.27,296.4,,,,
7096.0,1989-04-14,301.36,301.38,296.4,301.36,,,,
7057.0,1989-04-17,301.72,302.01,300.71,301.72,,,,
7018.0,1989-04-18,306.02,306.25,301.72,306.02,,,,
6979.0,1989-04-19,307.15,307.68,305.36,307.15,,,,
6940.0,1989-04-20,306.19,307.96,304.53,306.19,,,,
6901.0,1989-04-21,309.61,309.61,306.19,309.61,,,,
6862.0,1989-04-24,308.69,309.61,307.83,308.69,,,,
6823.0,1989-04-25,306.75,309.65,306.74,306.75,,,,
6784.0,1989-04-26,306.93,307.3,306.07,306.93,,,,
6745.0,1989-04-27,309.58,310.45,306.93,309.58,,,,
6706.0,1989-04-28,309.64,309.65,308.48,309.64,,,,
6667.0,1989-05-01,309.12,309.64,307.4,309.12,,,,
6628.0,1989-05-02,308.12,310.45,308.12,308.12,,,,
6589.0,1989-05-03,308.16,308.52,307.11,308.16,,,,
6550.0,1989-05-04,307.77,308.4,307.32,307.77,,,,
6511.0,1989-05-05,307.61,310.69,306.98,307.61,,,,
6472.0,1989-05-08,306.0,307.61,304.74,306.0,,,,
6433.0,1989-05-09,305.19,306.99,304.06,305.19,,,,
6394.0,1989-05-10,305.8,306.25,304.85,305.8,,,,
6355.0,1989-05-11,306.95,307.34,305.8,306.95,,,,
6316.0,1989-05-12,313.84,313.84,306.95,313.84,,,,
6277.0,1989-05-15,316.16,316.16,313.84,316.16,,,,
6238.0,1989-05-16,315.28,316.16,314.99,315.28,,,,
6199.0,1989-05-17,317.48,317.94,315.11,317.48,,,,
6160.0,1989-05-18,317.97,318.52,316.54,317.97,,,,
6121.0,1989-05-19,321.24,321.38,317.97,321.24,,,,
6082.0,1989-05-22,321.98,323.06,320.45,321.98,,,,
6043.0,1989-05-23,318.32,321.98,318.2,318.32,,,,
6004.0,1989-05-24,319.14,319.14,317.58,319.14,,,,
5965.0,1989-05-25,319.17,319.6,318.42,319.17,,,,
5926.0,1989-05-26,321.59,321.59,319.14,321.59,,,,
5887.0,1989-05-30,319.05,322.53,317.83,319.05,,,,
5848.0,1989-05-31,320.52,321.3,318.68,320.52,,,,
5809.0,1989-06-01,321.97,322.57,320.01,321.97,,,,
5770.0,1989-06-02,325.52,325.63,321.97,325.52,,,,
5731.0,1989-06-05,322.03,325.93,322.02,322.03,,,,
5692.0,1989-06-06,324.24,324.48,321.27,324.24,,,,
5653.0,1989-06-07,326.95,327.39,324.24,326.95,,,,
5614.0,1989-06-08,326.75,327.37,325.92,326.75,,,,
5575.0,1989-06-09,326.69,327.32,325.16,326.69,,,,
5536.0,1989-06-12,326.24,326.69,323.73,326.24,,,,
5497.0,1989-06-13,323.41,326.24,322.96,323.41,,,,
5458.0,1989-06-14,323.83,324.89,322.8,323.83,,,,
5419.0,1989-06-15,320.08,323.83,319.21,320.08,,,,
5380.0,1989-06-16,321.35,321.36,318.69,321.35,,,,
5341.0,1989-06-19,321.89,321.89,320.4,321.89,,,,
5302.0,1989-06-20,321.25,322.78,321.03,321.25,,,,
5263.0,1989-06-21,320.48,321.87,319.25,320.48,,,,
5224.0,1989-06-22,322.32,322.34,320.2,322.32,,,,
5185.0,1989-06-23,328.0,328.0,322.32,328.0,,,,
5146.0,1989-06-26,326.6,328.15,326.31,326.6,,,,
5107.0,1989-06-27,328.44,329.19,326.59,328.44,,,,
5068.0,1989-06-28,325.81,328.44,324.3,325.81,,,,
5029.0,1989-06-29,319.68,325.81,319.54,319.68,,,,
4990.0,1989-06-30,317.98,319.97,314.38,317.98,,,,
4951.0,1989-07-03,319.23,319.27,317.27,319.23,,,,
4912.0,1989-07-05,320.64,321.22,317.26,320.64,,,,
4873.0,1989-07-06,321.55,321.55,320.45,321.55,,,,
4834.0,1989-07-07,324.91,325.87,321.08,324.91,,,,
4795.0,1989-07-10,327.07,327.07,324.91,327.07,,,,
4756.0,1989-07-11,328.78,330.42,327.07,328.78,,,,
4717.0,1989-07-12,329.81,330.39,327.92,329.81,,,,
4678.0,1989-07-13,329.95,330.37,329.08,329.95,,,,
4639.0,1989-07-14,331.84,331.89,327.13,331.84,,,,
4600.0,1989-07-17,332.44,333.02,331.02,332.44,,,,
4561.0,1989-07-18,331.35,332.44,330.75,331.35,,,,
4522.0,1989-07-19,335.73,335.73,331.35,335.73,,,,
4483.0,1989-07-20,333.51,337.4,333.22,333.51,,,,
4444.0,1989-07-21,335.9,335.91,332.46,335.9,,,,
4405.0,1989-07-24,333.67,335.9,333.44,333.67,,,,
4366.0,1989-07-25,333.88,336.29,332.6,333.88,,,,
4327.0,1989-07-26,338.05,338.05,333.19,338.05,,,,
4288.0,1989-07-27,341.99,342.0,338.05,341.99,,,,
4249.0,1989-07-28,342.15,342.96,341.3,342.15,,,,
4210.0,1989-07-31,346.08,346.08,342.02,346.08,,,,
4171.0,1989-08-01,343.75,347.99,342.93,343.75,,,,
4132.0,1989-08-02,344.34,344.34,342.47,344.34,,,,
4093.0,1989-08-03,344.74,345.22,343.81,344.74,,,,
4054.0,1989-08-04,343.92,345.42,342.6,343.92,,,,
4015.0,1989-08-07,349.41,349.42,343.91,349.41,,,,
3976.0,1989-08-08,349.35,349.84,348.28,349.35,,,,
3937.0,1989-08-09,346.94,351.0,346.86,346.94,,,,
3898.0,1989-08-10,348.25,349.78,345.31,348.25,,,,
3859.0,1989-08-11,344.74,351.18,344.01,344.74,,,,
3820.0,1989-08-14,343.06,345.44,341.96,343.06,,,,
3781.0,1989-08-15,344.71,345.03,343.05,344.71,,,,
3742.0,1989-08-16,345.66,346.37,344.71,345.66,,,,
3703.0,1989-08-17,344.45,346.39,342.97,344.45,,,,
3664.0,1989-08-18,346.03,346.03,343.89,346.03,,,,
3625.0,1989-08-21,340.67,346.25,340.55,340.67,,,,
3586.0,1989-08-22,341.19,341.25,339.0,341.19,,,,
3547.0,1989-08-23,344.7,344.8,341.19,344.7,,,,
3508.0,1989-08-24,351.52,351.52,344.7,351.52,,,,
3469.0,1989-08-25,350.52,352.73,350.09,350.52,,,,
3430.0,1989-08-28,352.09,352.09,349.08,352.09,,,,
3391.0,1989-08-29,349.84,352.12,348.86,349.84,,,,
3352.0,1989-08-30,350.65,352.27,348.66,350.65,,,,
3313.0,1989-08-31,351.45,351.45,350.21,351.45,,,,
3274.0,1989-09-01,353.73,353.9,350.88,353.73,,,,
3235.0,1989-09-05,352.56,354.13,351.82,352.56,,,,
3196.0,1989-09-06,349.24,352.56,347.98,349.24,,,,
3157.0,1989-09-07,348.35,350.31,348.15,348.35,,,,
3118.0,1989-09-08,348.76,349.18,345.74,348.76,,,,
3079.0,1989-09-11,347.66,348.76,345.91,347.66,,,,
3040.0,1989-09-12,348.7,349.46,347.5,348.7,,,,
3001.0,1989-09-13,345.46,350.1,345.46,345.46,,,,
2962.0,1989-09-14,343.16,345.61,342.55,343.16,,,,
2923.0,1989-09-15,345.06,345.06,341.37,345.06,,,,
2884.0,1989-09-18,346.73,346.84,344.6,346.73,,,,
2845.0,1989-09-19,346.55,348.17,346.44,346.55,,,,
2806.0,1989-09-20,346.47,347.27,346.18,346.47,,,,
2767.0,1989-09-21,345.7,348.46,344.96,345.7,,,,
2728.0,1989-09-22,347.05,347.57,345.69,347.05,,,,
2689.0,1989-09-25,344.23,347.05,343.7,344.23,,,,
2650.0,1989-09-26,344.33,347.02,344.13,344.33,,,,
2611.0,1989-09-27,345.1,345.47,342.85,345.1,,,,
2572.0,1989-09-28,348.6,348.61,345.1,348.6,,,,
2533.0,1989-09-29,349.15,350.31,348.12,349.15,,,,
2494.0,1989-10-02,350.87,350.99,348.35,350.87,,,,
2455.0,1989-10-03,354.71,354.73,350.85,354.71,,,,
2416.0,1989-10-04,356.94,357.49,354.71,356.94,,,,
2377.0,1989-10-05,356.97,357.63,356.28,356.97,,,,
2338.0,1989-10-06,358.78,359.05,356.97,358.78,,,,
2299.0,1989-10-09,359.8,359.86,358.06,359.8,,,,
2260.0,1989-10-10,359.13,360.44,358.11,359.13,,,,
2221.0,1989-10-11,356.99,359.13,356.08,356.99,,,,
2182.0,1989-10-12,355.39,356.99,354.91,355.39,,,,
2143.0,1989-10-13,333.65,355.53,332.81,333.65,,,,
2104.0,1989-10-16,342.85,342.87,327.12,342.85,,,,
2065.0,1989-10-17,341.16,342.85,335.69,341.16,,,,
2026.0,1989-10-18,341.76,343.39,339.03,341.76,,,,
1987.0,1989-10-19,347.13,348.82,341.76,347.13,,,,
1948.0,1989-10-20,347.16,347.57,344.47,347.16,,,,
1909.0,1989-10-23,344.83,348.19,344.22,344.83,,,,
1870.0,1989-10-24,343.7,344.83,335.13,343.7,,,,
1831.0,1989-10-25,342.5,344.51,341.96,342.5,,,,
1792.0,1989-10-26,337.93,342.5,337.2,337.93,,,,
1753.0,1989-10-27,335.06,337.97,333.26,335.06,,,,
1713.0,1989-10-30,335.07,337.04,334.48,335.07,,,,
1673.0,1989-10-31,340.36,340.86,335.07,340.36,,,,
1633.0,1989-11-01,341.2,341.74,339.79,341.2,,,,
1593.0,1989-11-02,338.48,341.2,336.61,338.48,,,,
1553.0,1989-11-03,337.62,339.67,337.37,337.62,,,,
1513.0,1989-11-06,332.61,337.62,332.33,332.61,,,,
1473.0,1989-11-07,334.81,334.82,330.91,334.81,,,,
1433.0,1989-11-08,338.15,339.41,334.81,338.15,,,,
1393.0,1989-11-09,336.57,338.73,336.21,336.57,,,,
1353.0,1989-11-10,339.1,339.1,336.57,339.1,,,,
1313.0,1989-11-13,339.55,340.51,337.93,339.55,,,,
1273.0,1989-11-14,337.99,340.41,337.06,337.99,,,,
1233.0,1989-11-15,340.54,340.54,337.14,340.54,,,,
1193.0,1989-11-16,340.58,341.02,338.93,340.58,,,,
1153.0,1989-11-17,341.61,342.24,339.85,341.61,,,,
1113.0,1989-11-20,339.35,341.9,338.29,339.35,,,,
1073.0,1989-11-21,339.59,340.21,337.53,339.59,,,,
1033.0,1989-11-22,341.91,341.92,339.59,341.91,,,,
993.0,1989-11-24,343.97,344.24,341.91,343.97,,,,
953.0,1989-11-27,345.61,346.24,343.97,345.61,,,,
913.0,1989-11-28,345.77,346.33,344.41,345.77,,,,
873.0,1989-11-29,343.6,345.77,343.36,343.6,,,,
833.0,1989-11-30,345.99,346.5,343.57,345.99,,,,
793.0,1989-12-01,350.63,351.88,345.99,350.63,,,,
753.0,1989-12-04,351.41,351.51,350.32,351.41,,,,
713.0,1989-12-05,349.58,352.24,349.58,349.58,,,,
673.0,1989-12-06,348.55,349.94,347.91,348.55,,,,
633.0,1989-12-07,347.59,349.84,346.0,347.59,,,,
593.0,1989-12-08,348.69,349.6,347.59,348.69,,,,
553.0,1989-12-11,348.56,348.74,346.39,348.56,,,,
513.0,1989-12-12,351.73,352.21,348.41,351.73,,,,
473.0,1989-12-13,352.75,354.1,351.65,352.75,,,,
433.0,1989-12-14,350.93,352.75,350.08,350.93,,,,
393.0,1989-12-15,350.14,351.86,346.08,350.14,,,,
353.0,1989-12-18,343.69,350.88,342.19,343.69,,,,
313.0,1989-12-19,342.46,343.74,339.63,342.46,,,,
273.0,1989-12-20,342.84,343.7,341.79,342.84,,,,
233.0,1989-12-21,344.78,345.03,342.84,344.78,,,,
193.0,1989-12-22,347.42,347.53,344.76,347.42,,,,
153.0,1989-12-26,346.81,347.87,346.53,346.81,,,,
113.0,1989-12-27,348.81,349.12,346.81,348.81,,,,
73.0,1989-12-28,350.67,350.68,348.76,350.67,,,,
33.0,1989-12-29,353.4,353.41,350.67,353.4,,,,
9876.0,1990-01-02,359.69,359.69,351.98,359.69,,,,
9854.0,1990-01-03,358.76,360.59,357.89,358.76,,,,
9819.0,1990-01-04,355.67,358.76,352.89,355.67,,,,
9782.0,1990-01-05,352.2,355.67,351.35,352.2,,,,
9744.0,1990-01-08,353.79,354.24,350.54,353.79,,,,
9706.0,1990-01-09,349.62,354.17,349.61,349.62,,,,
9667.0,1990-01-10,347.31,349.62,344.32,347.31,,,,
9628.0,1990-01-11,348.53,350.14,347.31,348.53,,,,
9589.0,1990-01-12,339.93,348.53,339.49,339.93,,,,
9550.0,1990-01-15,337.0,339.94,336.57,337.0,,,,
9511.0,1990-01-16,340.75,340.75,333.37,340.75,,,,
9472.0,1990-01-17,337.4,342.01,336.26,337.4,,,,
9433.0,1990-01-18,338.19,338.38,333.98,338.19,,,,
9394.0,1990-01-19,339.15,340.48,338.19,339.15,,,,
9355.0,1990-01-22,330.38,339.96,330.28,330.38,,,,
9316.0,1990-01-23,331.61,332.76,328.67,331.61,,,,
9277.0,1990-01-24,330.26,331.71,324.17,330.26,,,,
9238.0,1990-01-25,326.08,332.33,325.33,326.08,,,,
9199.0,1990-01-26,325.8,328.58,321.44,325.8,,,,
9160.0,1990-01-29,325.2,327.31,321.79,325.2,,,,
9121.0,1990-01-30,322.98,325.73,319.83,322.98,,,,
9082.0,1990-01-31,329.08,329.08,322.98,329.08,,,,
9043.0,1990-02-01,328.79,329.86,327.76,328.79,,,,
9004.0,1990-02-02,330.92,332.1,328.09,330.92,,,,
8965.0,1990-02-05,331.85,332.16,330.45,331.85,,,,
8926.0,1990-02-06,329.66,331.86,328.2,329.66,,,,
8887.0,1990-02-07,333.75,333.76,326.55,333.75,,,,
8848.0,1990-02-08,332.96,336.09,332.0,332.96,,,,
8809.0,1990-02-09,333.62,334.6,332.41,333.62,,,,
8770.0,1990-02-12,330.08,333.62,329.97,330.08,,,,
8731.0,1990-02-13,331.02,331.61,327.92,331.02,,,,
8692.0,1990-02-14,332.01,333.2,330.64,332.01,,,,
8653.0,1990-02-15,334.89,335.21,331.61,334.89,,,,
8614.0,1990-02-16,332.72,335.64,332.42,332.72,,,,
8575.0,1990-02-20,327.99,332.72,326.26,327.99,,,,
8536.0,1990-02-21,327.67,328.17,324.47,327.67,,,,
8497.0,1990-02-22,325.7,330.98,325.7,325.7,,,,
8458.0,1990-02-23,324.15,326.15,322.1,324.15,,,,
8419.0,1990-02-26,328.67,328.67,323.98,328.67,,,,
8380.0,1990-02-27,330.26,331.94,328.47,330.26,,,,
8341.0,1990-02-28,331.89,333.48,330.16,331.89,,,,
8302.0,1990-03-01,332.74,334.4,331.08,332.74,,,,
8263.0,1990-03-02,335.54,335.54,332.72,335.54,,,,
8224.0,1990-03-05,333.74,336.38,333.49,333.74,,,,
8185.0,1990-03-06,337.93,337.93,333.57,337.93,,,,
8146.0,1990-03-07,336.95,338.84,336.33,336.95,,,,
8107.0,1990-03-08,340.27,340.66,336.95,340.27,,,,
8068.0,1990-03-09,337.93,340.27,336.84,337.93,,,,
8029.0,1990-03-12,338.67,339.08,336.14,338.67,,,,
7990.0,1990-03-13,336.0,338.67,335.36,336.0,,,,
7951.0,1990-03-14,336.87,337.63,334.93,336.87,,,,
7912.0,1990-03-15,338.07,338.91,336.87,338.07,,,,
7873.0,1990-03-16,341.91,341.91,338.07,341.91,,,,
7834.0,1990-03-19,343.53,343.76,339.12,343.53,,,,
7795.0,1990-03-20,341.57,344.49,340.87,341.57,,,,
7756.0,1990-03-21,339.74,342.34,339.56,339.74,,,,
7717.0,1990-03-22,335.69,339.77,333.62,335.69,,,,
7678.0,1990-03-23,337.22,337.58,335.69,337.22,,,,
7639.0,1990-03-26,337.63,339.74,337.22,337.63,,,,
7600.0,1990-03-27,341.5,341.5,337.03,341.5,,,,
7561.0,1990-03-28,342.0,342.58,340.6,342.0,,,,
7522.0,1990-03-29,340.79,342.07,339.77,340.79,,,,
7483.0,1990-03-30,339.94,341.41,338.21,339.94,,,,
7444.0,1990-04-02,338.7,339.94,336.33,338.7,,,,
7405.0,1990-04-03,343.64,343.76,338.7,343.64,,,,
7366.0,1990-04-04,341.09,344.12,340.4,341.09,,,,
7327.0,1990-04-05,340.73,342.85,340.63,340.73,,,,
7288.0,1990-04-06,340.08,341.73,338.94,340.08,,,,
7249.0,1990-04-09,341.37,341.83,339.88,341.37,,,,
7210.0,1990-04-10,342.07,342.41,340.62,342.07,,,,
7171.0,1990-04-11,341.92,343.0,341.26,341.92,,,,
7132.0,1990-04-12,344.34,344.79,341.91,344.34,,,,
7093.0,1990-04-16,344.74,347.3,344.1,344.74,,,,
7054.0,1990-04-17,344.68,345.19,342.06,344.68,,,,
7015.0,1990-04-18,340.72,345.33,340.11,340.72,,,,
6976.0,1990-04-19,338.09,340.72,337.59,338.09,,,,
6937.0,1990-04-20,335.12,338.52,333.41,335.12,,,,
6898.0,1990-04-23,331.05,335.12,330.09,331.05,,,,
6859.0,1990-04-24,330.36,332.97,329.71,330.36,,,,
6820.0,1990-04-25,332.03,332.74,330.36,332.03,,,,
6781.0,1990-04-26,332.92,333.76,330.67,332.92,,,,
6742.0,1990-04-27,329.11,333.57,328.71,329.11,,,,
6703.0,1990-04-30,330.8,331.31,327.76,330.8,,,,
6664.0,1990-05-01,332.25,332.83,330.8,332.25,,,,
6625.0,1990-05-02,334.48,334.48,332.15,334.48,,,,
6586.0,1990-05-03,335.57,337.02,334.47,335.57,,,,
6547.0,1990-05-04,338.39,338.46,335.17,338.39,,,,
6508.0,1990-05-07,340.53,341.07,338.11,340.53,,,,
