value,Monthly_Percentage_Change,Annual_Percentage_Change,Cumulative_Sum,Rolling_3M_Average,Rolling_6M_Average,Rolling_12M_Average,MACD,Trend,Seasonal,Residual,RSI,Rolling_3M_StdDev,Rolling_6M_StdDev,Rolling_12M_StdDev,Momentum_3M,Momentum_6M,Momentum_12M,Z_Score,Days_Since_Peak,Days_Since_Trough
0.08024532141117113,0.49217411581166626,0.26447891512106,0.08084260305529786,0.07680159747322746,0.07022923355526078,0.05595002962978701,0.27073396114313764,0.06859388187738347,0.5148790897762957,0.5689712729723078,1.0,0.12462151931618952,0.14760490572067897,0.17400104075208211,0.33986360818350964,0.20826324642556712,0.1606842563061749,0.08024532141117124,0.0,0.10192221725525258
0.08454417791534108,0.6142309459356428,0.2905071046455471,0.0836226540610144,0.07944165238636947,0.07265511381623724,0.05869757572767842,0.27436060621000613,0.07082075229955742,0.33192027085696957,0.6695242391387606,1.0,0.22692717981558264,0.17922897700242868,0.17133074178171837,0.37706137631741976,0.22928931875525474,0.17808060307335444,0.08454417791534113,0.0,0.10538667858739384
0.0859771300833978,0.4509755224647929,0.27196816396058504,0.08640561459159304,0.0820817072995117,0.07520228809026208,0.06132023336657477,0.2760428249828935,0.07292216523315798,0.27422996904651076,0.6468559177511942,1.0,0.2061664120884639,0.17052080996809513,0.16510182286001723,0.3770613763174233,0.23980235492010155,0.1664830385619025,0.08597713008339786,0.0,0.1088511399195351
0.0874100822514543,0.450890583748244,0.26253492244171445,0.08919148464703375,0.08448175722054985,0.07738558032514065,0.06388044677597349,0.2761824622573849,0.07483539193389888,0.4930608413253772,0.6227538753158445,1.0,0.09903914083168566,0.16744681787954815,0.1527221059599837,0.36466212027278305,0.20826324642556712,0.1606842563061749,0.08741008225145441,0.0,0.11220384443451051
0.09027598658756752,0.5318800048039096,0.23477093298156243,0.0919831737521986,0.08640179715738094,0.07969016657306804,0.06625332749687951,0.2770793797585931,0.0766231611460666,0.6644621482496289,0.6675211275582947,1.0,0.151284786542966,0.17229241536241038,0.15422159794941953,0.33986360818350964,0.21877628259041093,0.14328790953899698,0.09027598658756769,0.0,0.11566830576665177
0.09170893875562425,0.4506368298858521,0.22544699300628146,0.09477777238222555,0.08832183709421138,0.08199475282099544,0.06856376398828834,0.2765919399139511,0.0784109303582341,0.3679220017703577,0.665738546970125,1.0,0.15128478654289998,0.15390253088958797,0.15202823279513528,0.33986360818350614,0.21877628259041093,0.13748912728326937,0.0917089387556243,0.0,0.11902101028162718
0.09385836700770911,0.49096307622883884,0.2249298669236225,0.09757673529954561,0.09048188202314611,0.08429933906892284,0.07087420047969673,0.2760091678745433,0.08019869957040227,0.9443063096587696,0.6659768714165676,1.0,0.12462151931566849,0.1294599674137807,0.14931844591116517,0.35226286422814634,0.21877628259041093,0.137489127283271,0.09385836700770928,0.0,0.12248547161376844
0.09457484309173747,0.4100791087042512,0.19796711533917316,0.1003771529792967,0.09192191197576904,0.08599745525160629,0.07299730428261242,0.27339089986324167,0.08189237566613983,1.0,0.6253022074010658,1.0,0.10308320604259323,0.12337807273258908,0.14425133352386477,0.3150650960942327,0.1662111017661889,0.12009278051609149,0.09457484309173758,0.0,0.1259499329459097
0.09457484309173747,0.3697316400948717,0.1890557482124079,0.1031775706590478,0.09288193194418426,0.08745298340819185,0.07505796385603114,0.26822398447132806,0.08342922990116142,0.30386833781565725,0.5850487723501221,1.0,0.028590137302716128,0.09722716584024113,0.12609090736046757,0.2902665840049593,0.1451850294364983,0.11429399826036551,0.09457484309173758,0.18543046357615894,0.12907912382655343
0.09457484309173747,0.3697316400948717,0.14463984089370896,0.1059779883387989,0.09312193693628812,0.08866592353868019,0.0768064022819619,0.26111914780277967,0.084966084136183,0.08712640178607406,0.5288490265503514,1.0,0.0,0.05171572226424214,0.10906245987678208,0.2530688158710456,0.12415895710681067,0.08530008698173402,0.09457484309173758,0.39072847682119205,0.1325435851586947
0.0974407474278507,0.5310376756365858,0.1529709560062707,0.10878422506827416,0.09408195690470333,0.08987886366916809,0.07861728493739051,0.25651185710877766,0.08640884525477444,0.0,0.5964506489757858,1.0,0.114360549239014,0.05171572226427756,0.0965786964960486,0.2902665840049593,0.12415895710681067,0.09109886923746,0.09744074742785086,0.0,0.1358962896736701
0.09815722351187905,0.40997452739629303,0.14399718801810055,0.11159191656018046,0.09528198186522241,0.09097050978660737,0.08036572336332126,0.2509626677671309,0.08772614888479247,0.359567666311475,0.5611968228908479,1.0,0.13101646835160666,0.049824278663566444,0.07793927078008751,0.302665840049596,0.11364592094196686,0.08530008698173402,0.09815722351187911,0.0,0.13936075100581136
0.10102312784799228,0.5306197843528029,0.152307448738567,0.11440542710181091,0.09744202679415714,0.09218344991709548,0.08217660601874965,0.24768993244361381,0.08907481688695396,0.5148790897762957,0.6246162568499022,1.0,0.1310164683515209,0.087656111468528,0.06456086448812627,0.35226286422814634,0.12415895710681067,0.09109886923746,0.10102312784799244,0.0,0.14271345552078676
0.10245608001604878,0.450009333584477,0.11684808020250576,0.11722184716830343,0.09912206173888416,0.09351768406063221,0.08373771175618794,0.2442705930618272,0.09051757800554583,0.33192027085696957,0.633290296148704,1.0,0.15128478654251723,0.1147161865701686,0.06375305006029595,0.32746435213886943,0.1346719932716545,0.06790374021455448,0.102456080016049,0.0,0.14617791685292802
0.10317255610007714,0.409829021088895,0.10796367823601402,0.12003972199722701,0.10080209668361095,0.094973212217218,0.08523637326412858,0.2397916363898266,0.09221125410128361,0.27422996904651076,0.5963872114436117,1.0,0.07564239326869085,0.11750643107645278,0.059541573289232444,0.32746435213886943,0.1451850294364983,0.06210495795882687,0.10317255610007725,0.0,0.14964237818506929
0.10532198435216222,0.48996168078322505,0.11639549870236651,0.12286196111344372,0.10224212663623367,0.09679262241295006,0.08679747900156687,0.2365009842551845,0.09421857391845445,0.4930608413253772,0.5994606262508132,1.0,0.1030832060420791,0.10487402790246275,0.058142104750552384,0.3150650960942327,0.1767241379310327,0.06790374021455448,0.10532198435216228,0.0,0.15299508270004472
0.10532198435216222,0.3697316400948717,0.08142158523242565,0.1256842002296604,0.1032021466046491,0.09812685655648723,0.08810880782101527,0.23122767008410952,0.09631998685205545,0.6644621482496289,0.5070565228880332,1.0,0.0857704119276199,0.09177030949589299,0.057431205252189796,0.2902665840049593,0.1346719932716545,0.04470861119164897,0.10532198435216228,0.2052980132450331,0.15645954403218595
0.10675493652021872,0.4497610520582201,0.08123288466166112,0.1285093488707392,0.10440217156516862,0.09958238471307257,0.089420136640463,0.2264285297517805,0.09848412852994248,0.3679220017703577,0.4897451095898455,1.0,0.05718027461574691,0.06550999545753045,0.05814210475055702,0.302665840049596,0.1451850294364983,0.04470861119164897,0.10675493652021883,0.0,0.1598122485471614
0.10962084085633195,0.5296256248620161,0.08955894473575596,0.13134031656154213,0.10584220151779133,0.10103791286965857,0.09079390968940881,0.2240230309799014,0.10067963457997298,0.9443063096587696,0.5042181973538228,1.0,0.15128478654232222,0.08488083100673482,0.06862614888514111,0.3150650960942327,0.1451850294364983,0.050507393447374926,0.10962084085633217,0.0,0.16327670987930265
0.11177026910841703,0.48940563229084166,0.1066683702387726,0.13417564853963818,0.10800224644672607,0.10261473503929297,0.09229257119734968,0.22253658210501479,0.10278104751357375,1.0,0.5088359620758829,1.0,0.173907015965137,0.11078942065027034,0.07972340071123991,0.35226286422814634,0.15569806560134508,0.062104957958828505,0.11177026910841714,0.0,0.1667411712114439
0.11606912561258698,0.6087112078869052,0.15829179104556723,0.13701970909232045,0.1111223113440758,0.10479802727417176,0.09416589808227549,0.2247382963306236,0.10500791793574749,0.30386833781565725,0.6264589929101816,1.0,0.22692717981488186,0.15900540942356572,0.09733794031775118,0.40185988840669673,0.20826324642556712,0.09689765149318597,0.11606912561258703,0.0,0.16998211890925347
0.1189350299487002,0.5285623912037234,0.19270740491676486,0.13986958869472688,0.11424237624142553,0.10710261352209915,0.09628900188519163,0.22783705948785216,0.10742297459078132,0.08712640178607406,0.6582559658005507,1.0,0.24924303863325406,0.2060915876441712,0.11100960873876288,0.40185988840669673,0.21877628259041093,0.12009278051609149,0.11893502994870031,0.0,0.17344658024139473
0.12108445820078506,0.4886114710358257,0.18351474289129133,0.14272383258442647,0.11736244113877548,0.10977108180917305,0.0983496614586099,0.23061960182798724,0.10999485310653112,0.0,0.6482134246758691,1.0,0.17390701596482974,0.21843662807922593,0.1275864885121043,0.4018598884066932,0.2503153910849424,0.11429399826036385,0.12108445820078512,0.0,0.17679928475637013
0.12395036253689828,0.5279957167604201,0.2091127752595104,0.14558389552385018,0.12000249605191793,0.1126821381223444,0.1005976537205211,0.23410640632283802,0.11272355348299778,0.359567666311475,0.6478994721884693,1.0,0.17390701596476363,0.2151314306887214,0.14201991985320223,0.37706137631741976,0.27134146341463294,0.1316903450275434,0.1239503625368984,0.0,0.1802637460885114
0.125383314704955,0.44870267733236974,0.19134608409921194,0.14844686798813597,0.12216254098085222,0.1153506064094183,0.10272075752343701,0.23613780071465187,0.11548361823160747,0.5148790897762957,0.5909704526448472,1.0,0.15128478654178015,0.1960912963557355,0.1552680651750049,0.35226286422814634,0.2503153910849454,0.12009278051609149,0.12538331470495523,0.0,0.18361645060348683
0.12609979078898337,0.40917703115404114,0.18249026954875314,0.15131129521485281,0.12384257592557901,0.11777648667039453,0.10478141709685551,0.23602204335071525,0.11827504735236083,0.33192027085696957,0.5129418426460276,1.0,0.07564239326724663,0.14529405201469783,0.16101105020456874,0.3274643521388729,0.22928931875525474,0.11429399826036551,0.12609979078898348,0.0,0.1870809119356281
0.1303986472931533,0.6062837871881644,0.2250975257671486,0.15418445101615588,0.12600262085451375,0.12020236693137054,0.10715429781776176,0.239143980711729,0.12112920521740045,0.27422996904651076,0.5834465175186042,1.0,0.18747806781124302,0.1491289259306193,0.17049952188701578,0.35226286422814634,0.22928931875525474,0.14328790953899698,0.1303986472931533,0.0,0.19054537326776935
0.13326455162926654,0.5269539785342647,0.23313244621005663,0.1570634258671831,0.12864267576765598,0.122628247192347,0.1095896227681652,0.2427995490675694,0.12392063433815381,0.4930608413253772,0.5852258629332872,1.0,0.24924303863302327,0.1671884902261693,0.18147701473116917,0.37706137631741976,0.22928931875525474,0.14908669179472295,0.13326455162926665,0.0,0.19389807778274476
0.13613045596537976,0.5266361971528861,0.2672819599740056,0.1599482197679345,0.13200274565710957,0.12517542146637184,0.11227472463655896,0.2468315454865235,0.12661797034247702,0.6644621482496289,0.5924651027931802,1.0,0.19807828166482996,0.18617890176449156,0.18473277377523017,0.4142591444513334,0.23980235492010155,0.17228182081762847,0.13613045596537993,0.0,0.19736253911488602
0.13827988421746462,0.48717268336937847,0.2754324747163269,0.16283737795597902,0.13464280057025158,0.12760130172734785,0.11502227073445037,0.25012879210865474,0.12922121323037028,0.3679220017703577,0.5880943834200002,1.0,0.17390701596449762,0.20428530417573534,0.1811427152465369,0.37706137631741976,0.22928931875525474,0.17808060307335444,0.13827988421746473,0.0,0.20071524362986143
0.14114578855357784,0.5260831599427074,0.2746611329122029,0.16573235519374768,0.13728285548339403,0.13026977001442175,0.11776981683234178,0.2537965279893379,0.1317617273739773,0.9443063096587696,0.5883327078664427,1.0,0.17390701596447558,0.2136713171586728,0.17958867610136736,0.37706137631741976,0.2503153910849424,0.17808060307335444,0.14114578855357804,0.0,0.2041797049620027
0.1440116928896913,0.5257688855309526,0.28258265925279497,0.1686331514812405,0.13992291039653604,0.13330212034064215,0.1205798071597306,0.2577127356722377,0.13436497026187055,1.0,0.6033030277285265,1.0,0.1980782816647719,0.19367335658102522,0.17664907922390288,0.37706137631741976,0.2818544995794768,0.18387938532908038,0.14401169288969135,0.0,0.20764416629414395
0.14902702547788937,0.6422490459279369,0.28988090290602453,0.17154413110575062,0.1435229852780937,0.13645576467991116,0.12345224171661684,0.264730156021748,0.13687412003333388,0.30386833781565725,0.7403370994503542,1.0,0.27571329942730316,0.22331361803839447,0.1910743781499225,0.42665840049597015,0.29236753574432056,0.18967816758480638,0.14902702547788946,0.0,0.21077335717478768
0.14974350156191774,0.4085265074634111,0.26372145043531475,0.17445656549269178,0.1464030451833398,0.13924552698003367,0.12613734358501083,0.26819499044452555,0.1393519054326542,0.08712640178607406,0.676372937295579,1.0,0.21585080317207828,0.2186417448736769,0.19708097810364394,0.38946063236205647,0.26082842724978617,0.17228182081762683,0.14974350156191774,0.0,0.21423781850692894
0.1518929298140026,0.48605810803361427,0.26316556853406026,0.17737336416692603,0.1490431000964818,0.14191399526710757,0.1288224454534046,0.270804421315141,0.14195514832054767,0.0,0.6650363267783965,1.0,0.10308320604069031,0.2094505362691122,0.19968240905625395,0.37706137631741976,0.2503153910849424,0.17228182081762847,0.15189292981400276,0.0,0.21759052302190435
0.15260940589803096,0.4084491112192806,0.23715361225092774,0.18029161760359136,0.15024312505700088,0.1443398755280838,0.1313202146333059,0.270746480330886,0.14458975558058396,0.359567666311475,0.575431586208374,1.0,0.10308320604068044,0.17254423770396213,0.197042292939052,0.302665840049596,0.22928931875525474,0.15488547405044892,0.15260940589803104,0.0,0.2210549843540456
0.15475883415011604,0.4858261509689337,0.24522706566812058,0.18321423532754977,0.1519231600017279,0.1466444617760112,0.1338804280427044,0.270566825171648,0.14722436284062113,0.5148790897762957,0.5547365096547818,1.0,0.10308320604067059,0.13572898748224185,0.1894591299685774,0.3274643521388729,0.21877628259041093,0.1606842563061749,0.15475883415011607,0.0,0.22440768886902102
0.15619178631817254,0.4470124062516016,0.25346346068937925,0.18613976257637027,0.15336318995435105,0.1487064599978407,0.13650308568160074,0.26931013386468505,0.1498589701006574,0.33192027085696957,0.5142359120385372,1.0,0.12462151931400192,0.09384478071940366,0.16961633930957654,0.3150650960942327,0.19775021026072032,0.16648303856190086,0.15619178631817263,0.0,0.22787215020116228
0.15762473848622927,0.4469355482047187,0.2188458458315966,0.18906819935005284,0.15504322489907763,0.15016198815442672,0.138875966402507,0.2672239320865083,0.15249357736069435,0.27422996904651076,0.4695684109784316,1.0,0.0990391408292825,0.10026149175048535,0.1541888191568827,0.3274643521388729,0.14518502943650127,0.14328790953899698,0.15762473848622935,0.0,0.23133661153330354
0.16264007107442735,0.6396768498470546,0.24330913935926707,0.19200681946075268,0.15768327981221986,0.1523452803893055,0.14143617981190548,0.2694302202780328,0.15525364210930426,0.4930608413253772,0.5658148220457582,1.0,0.23402035967882745,0.14441959475445126,0.15121271371817252,0.37706137631741976,0.20826324642556712,0.1606842563061749,0.1626400710744275,0.0,0.23468931604827895
0.16622245149456893,0.5618814658484566,0.2509692383840396,0.19495271338360776,0.16104334970167344,0.15477116065028151,0.14405883745080206,0.2730069807435339,0.15823325746291705,0.6644621482496289,0.5924651027931802,1.0,0.2984897966493538,0.19840928180108947,0.15508527565617997,0.4142591444513334,0.22928931875525474,0.16648303856190086,0.16622245149456907,0.0,0.2381537773804202
0.16837187974665402,0.4847368691385109,0.2504393372490388,0.19790297159375592,0.16464342458323133,0.1574396289373552,0.1466814950896982,0.27564926546188506,0.1614324234215332,0.3679220017703577,0.5635070649624593,1.0,0.2001309611696306,0.22027663065877293,0.15563321128129826,0.42665840049597015,0.2503153910849454,0.1664830385619025,0.1683718797466541,0.0,0.2415064818953956
0.17123778408276702,0.5228451107150687,0.24973528770081843,0.20085904885362824,0.1675234844884772,0.16022939123747793,0.14930415272859454,0.2785130229466884,0.16478841124086552,0.9443063096587696,0.5300995852038645,1.0,0.17390701596444688,0.23690282906218965,0.1594330407921974,0.38946063236205647,0.26082842724978617,0.16648303856190086,0.17123778408276719,0.0,0.24497094322753687
0.17410368841888046,0.5225437062453601,0.24903406282481377,0.20382094516322474,0.17016353940161943,0.16326174156369833,0.1519268103674909,0.2815176635677743,0.16826985654877102,1.0,0.5088359620758829,1.0,0.1980782816647467,0.23530629719141913,0.16633177462174964,0.37706137631741976,0.2818544995794768,0.16648303856190086,0.1741036884188805,0.0,0.24843540455967814
0.17911902100707877,0.6366273705620327,0.24781366520827564,0.2067930248098385,0.17376361428317666,0.16690056195516267,0.1545494680063868,0.28754961196975964,0.17190812371739317,0.30386833781565725,0.5992835356676393,1.0,0.2757132994273009,0.23143486478416983,0.19357147406999958,0.42665840049597015,0.3344196804036988,0.1664830385619025,0.17911902100707883,0.0,0.2515645954403219
0.18270140142722036,0.5597182519510909,0.2807319557796367,0.20977237826860745,0.1776036941568384,0.17029679432052913,0.15742190256327326,0.29391719577176,0.17551502651387207,0.08712640178607406,0.6129635370629889,1.0,0.29848979664937403,0.2524325168956255,0.21677807949637823,0.43905765654061035,0.3133936080740112,0.189678167584808,0.18270140142722038,0.0,0.2550290567724631
0.18700025793139008,0.5971589729204037,0.30494436012887904,0.21276046030196263,0.18192378401470743,0.17381432069894465,0.16048166980865242,0.30145890011553317,0.17893374307749088,0.0,0.6611541186008942,1.0,0.2727325275398261,0.28696637932433783,0.2426571519097238,0.46385616862988377,0.323906644238855,0.20707451435198593,0.18700025793139025,0.0,0.25838176128743856
0.19058263835153166,0.5587007968729896,0.33776853113034266,0.21575581614747302,0.18576386388836874,0.1775744351034576,0.16379121397202145,0.308850830730663,0.18225836652467997,0.359567666311475,0.6673105130760072,1.0,0.27273252753984656,0.3015886731309523,0.26142933113382427,0.4390576565406068,0.34493271656854263,0.23026964337489142,0.19058263835153183,0.0,0.2618462226195798
0.1934485426876451,0.5205398569077976,0.34535923926531237,0.21875699104270757,0.1893639387699264,0.18133454950797057,0.1671632023648879,0.31505745533951446,0.18561435434401252,0.5148790897762957,0.6479095059149246,1.0,0.2232961106596702,0.2935467386509119,0.27422665373585275,0.42665840049597015,0.3449327165685456,0.23606842563061742,0.19344854268764514,0.0,0.26519892713455523
