value,Monthly_Percentage_Change,Annual_Percentage_Change,MACD,Trend,Seasonal,Residual,Cumulative_Sum,Rolling_3M_Growth,Rolling_6M_Growth,Rolling_12M_Growth,CPI_Ratio_12M,Days_Since_Peak,Days_Since_Trough,RSI
0.008799742513370817,0.9741822342048766,0.8877096612508293,0.4432583948922643,0.005900105766471625,0.7951862280654893,0.9366525338734224,0.004975400901653285,0.9350354503792052,0.9185822970273164,0.8877096612508293,0.8706452647713794,0.024862369028591624,0.024729739277891613,0.7498801877696242
0.008662781540400066,0.9772657242643419,0.8750180680464116,0.47090529504742434,0.005765121796906594,0.862765218667704,0.9355891516730317,0.0051900551380665225,0.9354343773545225,0.9066420973191266,0.8750180680464116,0.8652471943120046,0.02596341679985792,0.025824913445912527,0.7183036001790788
0.008320379107973189,0.9745962952812057,0.8714231619937562,0.4970894879036789,0.005557565800693692,0.9065176528101233,0.929897096623062,0.005403815354336432,0.9374984258213184,0.9012968046724165,0.8714231619937562,0.8556635521341613,0.027064464571124103,0.02692008761393344,0.6281113318153618
0.008320379107973189,0.979040415940518,0.878342724932967,0.5219350341027797,0.005363072769277402,0.8041896710145124,0.938269564052074,0.0056175755706063405,0.9421864583052938,0.9041323287180942,0.878342724932967,0.8529582101291486,0.028058959332267763,0.027909277185049108,0.5665101413798697
0.008354619351215883,0.979486686693467,0.8657972212985694,0.5454592173807485,0.005181642702657724,0.8031893859229342,0.9461305394048325,0.005831425188890584,0.9443332059144727,0.9065824365564885,0.8657972212985694,0.8530971081791632,0.029160007103533947,0.02900445135307002,0.5727028536458713
0.008320379107973189,0.9785943317556096,0.8578779950573587,0.5676589140581024,0.005021984244032426,0.7971558753809802,0.9507595576486696,0.006045185405160493,0.9482154309959895,0.9123243642474115,0.8578779950573587,0.8529582101291489,0.03022553720475929,0.030064297322122516,0.6360623043129924
0.008354619351215883,0.979486686693467,0.8528035310487635,0.5885890684520207,0.004891354596066266,0.0,0.9674455032479776,0.0062590350234447345,0.948648593430151,0.9173072797973524,0.8528035310487635,0.8552733821673633,0.03132658497602547,0.031159471490143434,0.5388030925345685
0.007601333999876739,0.9692265638725333,0.8346559538152717,0.6080428346976898,0.004754919185968265,0.8908661027668927,0.9325685178137517,0.006470917797413655,0.938689841379867,0.9097396796610157,0.8346559538152717,0.8422969076643265,0.03239211507725093,0.03221931745919593,0.36381590376577433
0.007601333999876739,0.979040415940518,0.8335264892922808,0.6263508290304456,0.0046388039433316874,0.8973858237919785,0.9367140750216931,0.006682800571382573,0.9391190198785974,0.9139019767872577,0.8335264892922808,0.8471076160704525,0.03349316284851711,0.03331449162721684,0.2789913576012134
0.007772535216090171,0.9812915411943175,0.8381098434355233,0.643605372929012,0.004556071832953118,1.0,0.9447547698309173,0.006895130355423158,0.9408547481108039,0.9160103471248331,0.8381098434355233,0.8551670564289866,0.034594210619783294,0.03440966579523776,0.10934226527208947
0.007498613270148682,0.9754461982721362,0.8368925090944875,0.659700463159349,0.004477694044173419,0.9552871166387433,0.9380099483763105,0.00710674492334908,0.9469044292490526,0.9122196876458295,0.8368925090944875,0.8529841825338376,0.03565974072100864,0.03546951176429026,0.06909773059179014
0.007601333999876739,0.9803928029751198,0.8437926486154923,0.6748200485819228,0.004418184982322174,0.843196159465549,0.9455046190421061,0.007318627697317999,0.9482154309959895,0.9139019767872577,0.8437926486154923,0.8584726257983692,0.03676078849227482,0.03656468593231117,0.10796140056708135
0.007293171810692542,0.9749883904836792,0.8444976513331226,0.6888761533031262,0.004392059052728936,0.7951862280654893,0.9355929093711257,0.007529705853157921,0.9421103028607798,0.9096907009516109,0.8444976513331226,0.8541425461223204,0.037826318593500274,0.03762453190136367,0.10274480057039793
0.006950769378265664,0.9745210031056987,0.8421024592793418,0.7019282886740221,0.004439956590316527,0.862765218667704,0.9201749584695453,0.007739889988854516,0.9412145598167401,0.9146743342248457,0.8421024592793418,0.849389853814629,0.03892736636476646,0.03871970606938458,0.10934226527208632
0.007293171810692542,0.9835790521391606,0.8499407430536137,0.7142565849882458,0.004566231916683816,0.9065176528101233,0.9277667460425199,0.00795096814469444,0.9442824257551785,0.9189284384249657,0.8499407430536137,0.8595024039110541,0.04002841413603264,0.039814880237405495,0.23092411477462485
0.007395892540420612,0.9803962397909639,0.8511288566484386,0.7258032564101163,0.004724438934776171,0.8041896710145124,0.9271818958291433,0.00816231450657736,0.9495314302082897,0.9180874691946683,0.8511288566484386,0.8637527455421841,0.0410229088971763,0.04080406980852116,0.27030450648797283
0.007430132783663293,0.9794917836944523,0.8511333269755094,0.7365848087679493,0.004930543490456102,0.8031893859229342,0.9209938256890773,0.008373750270474618,0.9543828828552506,0.9219052330116405,0.8511333269755094,0.866386557562391,0.042123956668442486,0.04189924397654208,0.31796479773087427
0.007841015702575546,0.9844545387496559,0.85627734889268,0.7467603610691375,0.005181642702657724,0.7971558753809802,0.9272138065148301,0.008586258858543867,0.9552340934615903,0.9257350051451582,0.85627734889268,0.877085213266179,0.04318948676966783,0.042959089945594574,0.4131325003730787
0.008217658378245118,0.9839783070104843,0.8602383898127735,0.7563345918461709,0.0055111197036390586,0.0,0.9397726025980373,0.00879975086877078,0.9587300642962963,0.9342869978452983,0.8602383898127735,0.8862980777775229,0.04429053454093412,0.04405426411361549,0.4742645315842152
0.008868222999856193,0.9875302124378871,0.8766051202667543,0.765413189287933,0.005981386436317251,0.8908661027668927,0.9349790005179175,0.009014941517270014,0.9666082588874775,0.9467726451544559,0.8766051202667543,0.8991976861097191,0.045356064642159466,0.04511411008266798,0.5661298871179222
0.009313346162011127,0.9848033714095299,0.881799232062527,0.7739365635440981,0.006575025614296792,0.8973858237919785,0.9299227012300118,0.009231294391955577,0.966951118561597,0.9479520237892682,0.881799232062527,0.906304854312874,0.04645711241342565,0.046209284250688897,0.607450850249548
0.00979270956740877,0.9852133362645729,0.8853455276626854,0.7819383758547719,0.007222368091995765,1.0,0.923014998996178,0.009448898894841799,0.9681659349673839,0.9526114421373904,0.8853455276626854,0.9135757062622207,0.04755816018469183,0.04730445841870981,0.769032824723102
0.010340553459291774,0.9860546040772534,0.8950263160154937,0.7894615171572967,0.007876967772359522,0.9552871166387433,0.9203277413946784,0.00966793382995735,0.9667176035524703,0.9589934658674095,0.8950263160154937,0.9207742181423155,0.048623690285917176,0.04836430438776231,0.7966109949054183
0.010682955891718665,0.9833956541866442,0.8977811145110581,0.7964604508426454,0.008528664571657393,0.843196159465549,0.9113703445835952,0.009887862785216226,0.9653342967824395,0.9579622158064904,0.8977811145110581,0.9226254545782699,0.04972473805718336,0.049459478555783226,0.8039271461678135
0.0119840851349408,0.9955230452378487,0.9167684843832011,0.8032650050864889,0.009148429679230186,0.7951862280654893,0.936663874805753,0.010111189017019753,0.9754480720498653,0.969199551173724,0.9167684843832011,0.9436430317222404,0.05079026815840881,0.05051932452483572,0.8865157994804282
0.01335369486464831,0.9961266188276419,0.9371410036548246,0.8098608718574077,0.009713040046550589,0.862765218667704,0.9643932983853833,0.010338091329396597,0.9854157744437686,0.9776292440044654,0.9371410036548246,0.9625778800126381,0.051891315929675,0.051614498692856635,0.906898884039769
0.014894505810569267,0.9979594473288317,0.9508594439263672,0.8162709426991058,0.010221044233085674,0.9065176528101233,1.0,0.010569016732418418,1.0,0.990666346814515,0.9508594439263672,0.9827812611361384,0.05299236370094118,0.05270967286087755,0.9582887562248642
0.015065707026782713,0.9811059083336673,0.9515475743728044,0.8220394198890808,0.010707276811626379,0.8041896710145124,0.990432392968724,0.010800389145511905,0.985530172472058,0.9865477218090142,0.9515475743728044,0.9712284711197674,0.05398685846208484,0.05369886243199322,1.0
0.015202667999753477,0.9806896174402104,0.9527108106983248,0.8272289119133005,0.011193509390167083,0.8031893859229342,0.9784358577051884,0.011032119166662725,0.9702514178062069,0.9811928965931755,0.9527108106983248,0.9588696654977389,0.055087906233351025,0.05479403660001413,1.0
0.015442349702452285,0.9819220647029047,0.9502601166067239,0.831937366905923,0.011684096290306673,0.7971558753809802,0.9700127783123298,0.011264475001913871,0.9546308634703541,0.9797258129630264,0.9502601166067239,0.9493454270078712,0.05615343633457637,0.05585388256906663,1.0
0.015236908242996158,0.9765770838043868,0.9431116359911728,0.8360778156415322,0.012150008701385967,0.0,0.9578476853366533,0.011496294425079025,0.9502163803392667,0.9611002691409061,0.9431116359911728,0.9311295790542742,0.05725448410584266,0.05694905673708754,0.974764697516043
0.015168427756510783,0.9782174052422529,0.9342084525182263,0.8397683584089477,0.012521577477823065,0.8908661027668927,0.931253379565093,0.011727935044215512,0.9478158587042917,0.9438114280512959,0.9342084525182263,0.9175662720599871,0.058320014207068005,0.05800890270614004,0.9648900139353641
0.014997226540297337,0.9769813009843217,0.9267763438045605,0.8430326299429963,0.012761065165761032,0.8973858237919785,0.9174218737612625,0.011959128653280329,0.9430349816150573,0.9239281225598109,0.9267763438045605,0.9030508761296188,0.05942106197833419,0.05910407687416096,0.9414180478050989
0.01557931067542305,0.9860549431234706,0.9275698594569799,0.8461583664029899,0.012919272183853373,1.0,0.9305454290079744,0.012191842096588808,0.9522096129477066,0.9286007722481296,0.9275698594569799,0.905066097666728,0.06052210974960037,0.06019925104218187,0.9408902824700096
0.016024433837577984,0.9843694339251171,0.9259809830110581,0.8490976452789655,0.013071673439813886,0.9552871166387433,0.9411254073737148,0.012425717766083616,0.9582085936752659,0.9320925275331159,0.9259809830110581,0.9042546802603948,0.061587639850825715,0.061259097011234366,0.9408902824700096
0.016572277729460988,0.9855666139240098,0.9280297505599853,0.8518890664326619,0.013219720374175556,0.843196159465549,0.956179688504156,0.01266102386780775,0.9666384021807111,0.9355587285687297,0.9280297505599853,0.9053072386318086,0.0626886876220919,0.06235427117925528,0.9414180478050989
0.01708588137810131,0.9851215331724761,0.9183038860980379,0.8545222591292705,0.01337647595173494,0.7951862280654893,0.9689047117491212,0.012897670999746876,0.9657223156381445,0.9437536711765894,0.9183038860980379,0.9070541950177877,0.06375421772331735,0.06341411714830777,0.9411553484679019
0.017017400891615936,0.9782341950336039,0.9017435256736817,0.8568217102024522,0.013575323304750087,0.862765218667704,0.959084901966996,0.013134139327657338,0.9596967192308236,0.9437698784625574,0.9017435256736817,0.8988653260418686,0.06485526549458354,0.0645092913163287,0.9295759000447701
0.016880439918645185,0.9774267548890234,0.8830846505986022,0.8588123293350991,0.013807553790023283,0.9065176528101233,0.9462299266679564,0.013370250047510468,0.951756928876203,0.9442003836546364,0.8830846505986022,0.8923002173159009,0.06595631326584972,0.0656044654843496,0.8940396138795161
0.01681195943215981,0.9782323634071589,0.8804823323592237,0.8605594498928598,0.014015109786236185,0.8041896710145124,0.9384681947938827,0.013606181963334931,0.9450852719326568,0.9367010496216803,0.8804823323592237,0.8876642252103775,0.06698632569703422,0.06662898325443369,0.8517646567375933
0.01705164113485863,0.9818707431826954,0.8815495151492686,0.8621910550131334,0.014179122566460367,0.8031893859229342,0.9411122077483425,0.013842739693259724,0.9486069967351503,0.9343193190792544,0.8815495151492686,0.8894712048125513,0.0680873734683004,0.0677241574224546,0.7981175801283412
0.01708588137810131,0.9794436787410853,0.8793103259751692,0.8636501161249515,0.014309752214426527,0.7971558753809802,0.9380587493572339,0.014079386825198853,0.9505683837716355,0.9285030822170147,0.8793103259751692,0.8872409750254884,0.06915290356952575,0.0687840033915071,0.7901222367670869
0.017291322837557438,0.9814590786612606,0.8837330213483838,0.8650102379325215,0.014398290086936924,0.0,0.9525973856699368,0.014316570369223975,0.953709814975195,0.9250424877670579,0.8837330213483838,0.8879408934320487,0.07025395134079204,0.06987917755952802,0.7941975331405414
0.01780492648619776,0.9850733976798748,0.8899628837107828,0.8663725132325941,0.014460702029854097,0.8908661027668927,0.9558157967738659,0.014555094943464093,0.9568266216089013,0.9315242860783653,0.8899628837107828,0.8941675999593286,0.07131948144201739,0.07093902352858052,0.809030143364647
0.017839166729440456,0.9794403534856085,0.8922143393310449,0.8675729090069958,0.014514405329573515,0.8973858237919785,0.9551055786852705,0.01479370891971854,0.9568233684201547,0.933446354269443,0.8922143393310449,0.8897943916930686,0.07242052921328357,0.07203419769660142,0.8571586651851469
0.017633725269984316,0.976641689742764,0.883648844850702,0.8685587752542429,0.014575365831957718,1.0,0.9449227718984554,0.015031786483886995,0.9521192809020588,0.9319262662294334,0.883648844850702,0.8817585607760499,0.07352157698454975,0.07312937186462234,0.8256470010199284
0.017839166729440456,0.9814445467034942,0.8810065526864961,0.8694922212091801,0.014643583537006705,0.9552871166387433,0.9501061240104418,0.015270400460141446,0.9486036211684336,0.9315209727171132,0.8810065526864961,0.8828888228045095,0.0745871070857751,0.07418921783367484,0.8726867622430967
0.017839166729440456,0.979040415940518,0.8751335362198693,0.8703105129037674,0.014710349801522749,0.843196159465549,0.9494106114826497,0.015509014436395897,0.9482154309959895,0.9311367692656815,0.8751335362198693,0.880638354217526,0.07568815485704139,0.07528439200169575,0.8496620277551458
0.01790764721592583,0.9798399913397694,0.8704075370456149,0.871050407652537,0.014778567506571763,0.7951862280654893,0.9500913224031637,0.01574780721667901,0.9513267832455734,0.9295976932746983,0.8704075370456149,0.8806305298487043,0.07675368495826673,0.07634423797074825,0.8297377181805268
0.01766796551322701,0.976243997523406,0.8686239977793428,0.8716252784387379,0.014829367925225254,0.862765218667704,0.9395946340803039,0.015985974182861795,0.9462752073540258,0.9212455539510583,0.8686239977793428,0.8744087971648937,0.07785473272953292,0.07743941213876916,0.7135452150469674
0.017496764297013565,0.9770377256809443,0.8682757516377428,0.8720854546025494,0.014868556819615089,0.9065176528101233,0.9320726618540314,0.016223694138972917,0.944334983712062,0.9189796024357653,0.8682757516377428,0.8697021845646582,0.0789557805007991,0.07853458630679008,0.5899263346356891
0.017633725269984316,0.9806455808450699,0.8704335640499158,0.8725456961394507,0.014929517321999305,0.8041896710145124,0.9359810785483278,0.016461771703141368,0.9451133976599199,0.922757132205074,0.8704335640499158,0.8711489707700846,0.07995027526194276,0.07952377587790574,0.6329410547787975
0.017839166729440456,0.9814445467034942,0.8700529108638191,0.8730218928667925,0.01500499222971309,0.8031893859229342,0.9403440122458124,0.01670038567939582,0.9501592961988428,0.922757132205074,0.8700529108638191,0.8740992178946725,0.08105132303320894,0.08061895004592666,0.703114088424027
0.017873406972683137,0.9794402036401436,0.8700498012937918,0.8734522911311152,0.015065952732097293,0.7971558753809802,0.9395777820186129,0.0169390890576646,0.9524999760057233,0.9231348851820048,0.8700498012937918,0.8734344764660225,0.08211685313443429,0.08167879601497915,0.7288146598738857
0.018113088675381944,0.9818378817053519,0.8703881198016411,0.8739053492552393,0.015112398829151927,0.0,0.9565949994765668,0.017178418250033713,0.9536602974327613,0.9250219529361002,0.8703881198016411,0.8770401238894929,0.08321790090570058,0.08277397018300008,0.7288146598738857
0.01818156916186732,0.9798376018727561,0.8657259988991007,0.8743181255502106,0.015179165093667957,0.8908661027668927,0.944844539996291,0.01741792624643149,0.9520958782799167,0.9284340617964508,0.8657259988991007,0.8778192628487351,0.08428343100692592,0.08383381615205257,0.7328026795816233
0.01838701062132346,0.9814301883264104,0.8674984711941477,0.8747369357841799,0.015280765930974993,0.8973858237919785,0.948238159063675,0.017657970654915266,0.9540339218953167,0.9326156467147172,0.8674984711941477,0.8811801450468213,0.08538447877819211,0.08492899032007348,0.7328026795816233
0.01852397159429421,0.9806300373487875,0.8710671249320028,0.8751345518070266,0.015382366768282002,1.0,0.9480946159929595,0.017898372671456372,0.952858052049767,0.93260083858177,0.8710671249320028,0.8824920387354322,0.08648552654945829,0.0860241644880944,0.6812382844131656
0.018729413053750338,0.9814213011103973,0.8710463413143255,0.8755321803319887,0.015450584473331003,0.9552871166387433,0.9532366730238939,0.018139311100083474,0.9544009711532434,0.9325787096052768,0.8710463413143255,0.8852414691184052,0.08755105665068363,0.0870840104571469,0.7069448743798441
0.01838701062132346,0.9750811084440398,0.8674984711941477,0.875756096152794,0.015508642094649291,0.843196159465549,0.9415764589046423,0.018379355508567247,0.9482154309959895,0.9284213046513018,0.8674984711941477,0.8770799734668404,0.08865210442194993,0.08817918462516781,0.6635293002139006
0.018455491107808836,0.9798352266446527,0.8674942206571261,0.8759682538694095,0.01556669971596758,0.7951862280654893,0.9425889860821193,0.01861957872107969,0.9474451138668856,0.9265233731293495,0.8674942206571261,0.8775559784012967,0.08971763452317527,0.08923903059422031,0.6418215131309248
0.018695172810507657,0.9818201828151388,0.8724854661085688,0.8762216538693949,0.015601534288758559,0.862765218667704,0.9484473282465751,0.018860427747692463,0.9478311299273142,0.9284022760764544,0.8724854661085688,0.8807821511094698,0.09081868229444146,0.09033420476224122,0.6781584610741647
0.01886637402672109,0.9810208045268225,0.8760667309774247,0.8764833295603609,0.015611694372489271,0.9065176528101233,0.953163514451755,0.019101723784376894,0.9536156840019943,0.9280141592948316,0.8760667309774247,0.8819649756980577,0.09191973006570764,0.09142937893026214,0.6915685251960734
0.018660932567264962,0.9766683521310312,0.8724894704597167,0.8766321881006044,0.015600082848225616,0.8041896710145124,0.948145644799816,0.019342483408975333,0.9505281024810959,0.9242569056456519,0.8724894704597167,0.8758605632945449,0.0929142248268513,0.09241856850137779,0.7014414917390944
0.01842125086456614,0.976266842382365,0.8678532582061653,0.8766803862966713,0.015555088191703925,0.8031893859229342,0.94173195374553,0.019582617219473443,0.94513988124074,0.9193901547435317,0.8678532582061653,0.8698270233964243,0.09401527259811748,0.09351374266939871,0.6819660508871112
0.018660932567264962,0.981821217724623,0.8699789240605655,0.8767972125135803,0.015511544975715219,0.7971558753809802,0.9511056799935576,0.01982337684407188,0.945913041859094,0.9257611476849356,0.8699789240605655,0.8734669554953911,0.09508080269934294,0.09457358863845121,0.6945200225626205
0.018695172810507657,0.97943664073454,0.8678352339126898,0.876903029099965,0.015486870486654938,0.0,0.9636596766802272,0.02006422587068465,0.9486000174720683,0.9253836892828557,0.8678352339126898,0.8731670850698086,0.09618185047060912,0.09566876280647213,0.673007348095199
0.01842125086456614,0.9758717942024306,0.8642961178019855,0.8769038440153912,0.015447681592265089,0.8908661027668927,0.9440432610704312,0.02030435968118276,0.9482154309959895,0.9197631524116708,0.8642961178019855,0.8670254081751534,0.09724738057183446,0.09672860877552462,0.5988233964088795
0.01838701062132346,0.9786431585427888,0.861821879001863,0.8768964044926375,0.015398332614144528,0.8973858237919785,0.9444268921450867,0.020544404089666533,0.945138739187359,0.9175273738738406,0.861821879001863,0.866309946814287,0.09834842834310065,0.09782378294354553,0.5513724002851998
0.018250049648352695,0.9774507945322485,0.8590046933266663,0.8768508592633386,0.01535333795762285,1.0,0.9400151283587914,0.02078409089009298,0.9432176626437092,0.9182644948693361,0.8590046933266663,0.8639235092420592,0.09944947611436683,0.09891895711156645,0.5089346543662302
0.017941887459168512,0.9754584314822159,0.8537405022646698,0.8767231059446827,0.015322857706430756,0.9552871166387433,0.9314387235185002,0.021022973072390424,0.9428171885086019,0.9175020623108078,0.8537405022646698,0.8588462796281602,0.10051500621559217,0.09997880308061895,0.4100838380373527
0.01814732891862464,0.9814364489576607,0.8593531692269921,0.876691017132141,0.015289474574172734,0.843196159465549,0.9407699158658263,0.02126239166677387,0.945515304492987,0.9171413355354018,0.8593531692269921,0.86355947621675,0.10161605398685847,0.10107397724863987,0.4250184244161563
0.018113088675381944,0.9786419718141921,0.8582977757823785,0.8766602237129253,0.015232868393387389,0.7951862280654893,0.9421092235661601,0.021501720859142984,0.9466701995449187,0.9163949251440923,0.8582977757823785,0.8634379813143478,0.10268158408808381,0.10213382321769236,0.37252761391240613
0.018113088675381944,0.979040415940518,0.8558464702801544,0.8766413705701706,0.015184970855799798,0.862765218667704,0.9427676231922049,0.021741050051512098,0.9501534762431455,0.9193788729873315,0.8558464702801544,0.8644500048518937,0.10378263185935,0.10322899738571327,0.432205694110953
0.01828428989159539,0.9810333807711136,0.8558575399517397,0.8766849594205194,0.015151587723541776,0.9065176528101233,0.948924134321333,0.021980826253952875,0.9497623934755716,0.9216306264001259,0.8558575399517397,0.869049512437539,0.10488367963061618,0.10432417155373419,0.4576293197477767
0.01818156916186732,0.977846866309309,0.8568991268700187,0.8766923777612716,0.015138524758745164,0.8041896710145124,0.947313042162194,0.02222033425035065,0.948989201171619,0.922005007851901,0.8568991268700187,0.8677334015329992,0.10587817439175984,0.10531336112484986,0.37512584325438275
0.01818156916186732,0.979040415940518,0.8593540883296633,0.8767030961791945,0.015158844926206574,0.8031893859229342,0.9466660750604872,0.02245984224674843,0.948989201171619,0.9253984341766307,0.8593540883296633,0.8681515434234539,0.10697922216302602,0.10640853529287077,0.3212573814659713
0.018113088675381944,0.9782438251452207,0.8561958765654696,0.8766951290904438,0.015187873736865712,0.7971558753809802,0.9435421064045335,0.02269917143911754,0.9462846118683231,0.9223806487489767,0.8561958765654696,0.8676717633573832,0.10804475226425148,0.10746838126192326,0.3457514170825834
0.01790764721592583,0.9766488581438033,0.853737502496022,0.8766303153727316,0.015216902547524877,0.0,0.9463859096710316,0.02293796421940066,0.9451226609173625,0.9204973876505088,0.853737502496022,0.8647355489826685,0.10914580003551766,0.10856355542994418,0.3524526155059973
0.018078848432139263,0.9810378576670266,0.8582964637558635,0.8766380212107627,0.015240125596052187,0.8908661027668927,0.9394786190583537,0.02317720400975544,0.9470556422165044,0.9223805081126466,0.8582964637558635,0.8689271006427688,0.110211330136743,0.10962340139899668,0.32705860042780216
0.017941887459168512,0.9774454482719068,0.8572371322771027,0.8766072865436954,0.015254640001381756,0.8973858237919785,0.934405285455111,0.023416086192052887,0.9462810055569154,0.9189979126098894,0.8572371322771027,0.8668290856311891,0.11131237790800919,0.1107185755670176,0.289672967118232
0.01838701062132346,0.9842318208109941,0.8632346750258473,0.8767265504894585,0.015274960168843166,1.0,0.9470666886047989,0.023656130600536663,0.9536439893341112,0.9250151897536263,0.8632346750258473,0.8759374398689881,0.11241342567927537,0.1118137497350385,0.48673961049577946
0.01828428989159539,0.9778481998843159,0.8653657657349298,0.8767927844625845,0.01530979474163413,0.9552871166387433,0.9431438983723655,0.02389590680297744,0.950537608978232,0.9238861609793501,0.8653657657349298,0.8731801792820686,0.11347895578050071,0.112873595704091,0.4704723413202336
0.018489731351051517,0.9814275152029361,0.865357825734781,0.8769118859382717,0.01536785236295242,0.843196159465549,0.9495166745716435,0.024136219417504216,0.9544171757868889,0.926899997221777,0.865357825734781,0.8768920309889503,0.114580003551767,0.11396876987211192,0.5513724002851976
