created_at,updated_at,id,value
2024-08-14 14:58:32.935553,2024-08-14 14:58:32.935553,0.09385113268608414,0.00503618175854292
2024-08-14 14:58:32.942346,2024-08-14 14:58:32.942346,0.0970873786407767,0.005207921415033311
2024-08-14 14:58:32.945920,2024-08-14 14:58:32.945920,0.10032362459546926,0.00551574933675906
2024-08-14 14:58:32.958501,2024-08-14 14:58:32.958501,0.10355987055016182,0.0059856642655642545
2024-08-14 14:58:32.970748,2024-08-14 14:58:32.970748,0.10679611650485438,0.006283663394641632
2024-08-14 14:58:32.983725,2024-08-14 14:58:32.983725,0.11003236245954692,0.006589765112640606
2024-08-14 14:58:32.990594,2024-08-14 14:58:32.990594,0.11326860841423948,0.006831821149511473
2024-08-14 14:58:32.994711,2024-08-14 14:58:32.994711,0.11650485436893204,0.006925317979937215
2024-08-14 14:58:33.002620,2024-08-14 14:58:33.002620,0.1197411003236246,0.007145990227784562
2024-08-14 14:58:33.006401,2024-08-14 14:58:33.006401,0.12297734627831715,0.007328509850405425
2024-08-14 14:58:33.010617,2024-08-14 14:58:33.010617,0.12621359223300974,0.007655149869888278
2024-08-14 14:58:33.014777,2024-08-14 14:58:33.014777,0.12944983818770228,0.007983339949860476
2024-08-14 14:58:33.020630,2024-08-14 14:58:33.020630,0.13268608414239483,0.008062463492112254
2024-08-14 14:58:33.023300,2024-08-14 14:58:33.023300,0.1359223300970874,0.008325445345589334
2024-08-14 14:58:33.030894,2024-08-14 14:58:33.030894,0.13915857605177995,0.008162477622322759
2024-08-14 14:58:33.033598,2024-08-14 14:58:33.033598,0.14239482200647252,0.007904463008141094
2024-08-14 14:58:33.036233,2024-08-14 14:58:33.036233,0.14563106796116507,0.00806080774568045
2024-08-14 14:58:33.039048,2024-08-14 14:58:33.039048,0.1488673139158576,0.008549182485767892
2024-08-14 14:58:33.045642,2024-08-14 14:58:33.045642,0.1521035598705502,0.009032308157380037
2024-08-14 14:58:33.050665,2024-08-14 14:58:33.050665,0.15533980582524273,0.009411896834033156
2024-08-14 14:58:33.058770,2024-08-14 14:58:33.058770,0.1585760517799353,0.00984601945699338
2024-08-14 14:58:33.074866,2024-08-14 14:58:33.074866,0.16181229773462785,0.009929898866655658
2024-08-14 14:58:33.078611,2024-08-14 14:58:33.078611,0.1650485436893204,0.010055524223587914
2024-08-14 14:58:33.083608,2024-08-14 14:58:33.083608,0.16828478964401297,0.01055041626346012
2024-08-14 14:58:33.090580,2024-08-14 14:58:33.090580,0.17152103559870552,0.010495177744203313
2024-08-14 14:58:33.094826,2024-08-14 14:58:33.094826,0.17475728155339806,0.010654552145426396
2024-08-14 14:58:33.098687,2024-08-14 14:58:33.098687,0.17799352750809064,0.010464070848473875
2024-08-14 14:58:33.102604,2024-08-14 14:58:33.102604,0.18122977346278318,0.010633908158000064
2024-08-14 14:58:33.105456,2024-08-14 14:58:33.105456,0.18446601941747576,0.01100476013007685
2024-08-14 14:58:33.110644,2024-08-14 14:58:33.110644,0.1877022653721683,0.011431696108950088
2024-08-14 14:58:33.113531,2024-08-14 14:58:33.113531,0.19093851132686085,0.011887836636588564
2024-08-14 14:58:33.117123,2024-08-14 14:58:33.117123,0.19417475728155342,0.012359935741537842
2024-08-14 14:58:33.122756,2024-08-14 14:58:33.122756,0.19741100323624597,0.01258374333901137
2024-08-14 14:58:33.126628,2024-08-14 14:58:33.126628,0.20064724919093854,0.012888858654880762
2024-08-14 14:58:33.130569,2024-08-14 14:58:33.130569,0.2038834951456311,0.01300345744515014
2024-08-14 14:58:33.135941,2024-08-14 14:58:33.135941,0.20711974110032363,0.01333432490233122
2024-08-14 14:58:33.142690,2024-08-14 14:58:33.142690,0.2103559870550162,0.013618972374011698
2024-08-14 14:58:33.151049,2024-08-14 14:58:33.151049,0.21359223300970875,0.01413655166286438
2024-08-14 14:58:33.158595,2024-08-14 14:58:33.158595,0.21682847896440133,0.014471012442088949
2024-08-14 14:58:33.162863,2024-08-14 14:58:33.162863,0.22006472491909387,0.015030584278743998
2024-08-14 14:58:33.166966,2024-08-14 14:58:33.166966,0.22330097087378642,0.015342428266283062
2024-08-14 14:58:33.174077,2024-08-14 14:58:33.174077,0.226537216828479,0.015812977310742986
2024-08-14 14:58:33.178799,2024-08-14 14:58:33.178799,0.22977346278317154,0.015999266398644768
2024-08-14 14:58:33.183091,2024-08-14 14:58:33.183091,0.2330097087378641,0.016720432041314466
2024-08-14 14:58:33.190903,2024-08-14 14:58:33.190903,0.23624595469255666,0.01715730249877854
2024-08-14 14:58:33.193554,2024-08-14 14:58:33.193554,0.2394822006472492,0.017831296982465543
2024-08-14 14:58:33.198846,2024-08-14 14:58:33.198846,0.24271844660194178,0.018625139324897226
2024-08-14 14:58:33.201623,2024-08-14 14:58:33.201623,0.24595469255663432,0.019466293740901544
2024-08-14 14:58:33.206500,2024-08-14 14:58:33.206500,0.24919093851132687,0.019792053044197268
2024-08-14 14:58:33.209146,2024-08-14 14:58:33.209146,0.2524271844660194,0.020308399330387965
2024-08-14 14:58:33.211920,2024-08-14 14:58:33.211920,0.255663430420712,0.02078976356962585
2024-08-14 14:58:33.216112,2024-08-14 14:58:33.216112,0.2588996763754045,0.02117262851049509
2024-08-14 14:58:33.221025,2024-08-14 14:58:33.221025,0.2621359223300971,0.021342183990841396
2024-08-14 14:58:33.224040,2024-08-14 14:58:33.224040,0.26537216828478966,0.021914649512476035
2024-08-14 14:58:33.226726,2024-08-14 14:58:33.226726,0.2686084142394822,0.022485564973621315
2024-08-14 14:58:33.229363,2024-08-14 14:58:33.229363,0.27184466019417475,0.02347013521353792
2024-08-14 14:58:33.232721,2024-08-14 14:58:33.232721,0.2750809061488673,0.02434933656882627
2024-08-14 14:58:33.235657,2024-08-14 14:58:33.235657,0.27831715210355984,0.024929939908029983
2024-08-14 14:58:33.238680,2024-08-14 14:58:33.238680,0.2815533980582524,0.025536048788012994
2024-08-14 14:58:33.241205,2024-08-14 14:58:33.241205,0.284789644012945,0.02642758016992116
2024-08-14 14:58:33.243752,2024-08-14 14:58:33.243752,0.28802588996763756,0.026980071048431677
2024-08-14 14:58:33.273494,2024-08-14 14:58:33.273494,0.2912621359223301,0.027717618012181998
2024-08-14 14:58:33.276290,2024-08-14 14:58:33.276290,0.29449838187702265,0.028006175863733336
2024-08-14 14:58:33.279048,2024-08-14 14:58:33.279048,0.2977346278317152,0.028466015399357766
2024-08-14 14:58:33.286701,2024-08-14 14:58:33.286701,0.30097087378640774,0.02903583877243101
2024-08-14 14:58:33.294645,2024-08-14 14:58:33.294645,0.3042071197411003,0.02969405082204464
2024-08-14 14:58:33.297186,2024-08-14 14:58:33.297186,0.3074433656957929,0.029783848644484433
2024-08-14 14:58:33.304735,2024-08-14 14:58:33.304735,0.3106796116504854,0.03142367172762591
2024-08-14 14:58:33.315291,2024-08-14 14:58:33.315291,0.313915857605178,0.032167524619276085
2024-08-14 14:58:33.317941,2024-08-14 14:58:33.317941,0.31715210355987056,0.032921558590049485
2024-08-14 14:58:33.326725,2024-08-14 14:58:33.326725,0.32038834951456313,0.033366214578607785
2024-08-14 14:58:33.339127,2024-08-14 14:58:33.339127,0.32362459546925565,0.0347863518160315
2024-08-14 14:58:33.362500,2024-08-14 14:58:33.362500,0.3268608414239482,0.036046128250102547
2024-08-14 14:58:33.367317,2024-08-14 14:58:33.367317,0.3300970873786408,0.036898555833302135
2024-08-14 14:58:33.378621,2024-08-14 14:58:33.378621,0.3333333333333333,0.03824915172059005
2024-08-14 14:58:33.383601,2024-08-14 14:58:33.383601,0.3365695792880259,0.03996077078730638
2024-08-14 14:58:33.391075,2024-08-14 14:58:33.391075,0.33980582524271846,0.041242987869825505
2024-08-14 14:58:33.395010,2024-08-14 14:58:33.395010,0.343042071197411,0.041945834615802896
2024-08-14 14:58:33.398586,2024-08-14 14:58:33.398586,0.34627831715210355,0.04344132593019747
2024-08-14 14:58:33.401819,2024-08-14 14:58:33.401819,0.34951456310679613,0.043966937350676784
2024-08-14 14:58:33.404610,2024-08-14 14:58:33.404610,0.35275080906148865,0.045335464619534666
2024-08-14 14:58:33.408237,2024-08-14 14:58:33.408237,0.3559870550161812,0.04639126718466636
2024-08-14 14:58:33.411728,2024-08-14 14:58:33.411728,0.3592233009708738,0.047788188743397325
2024-08-14 14:58:33.415538,2024-08-14 14:58:33.415538,0.36245954692556637,0.04836724202211169
2024-08-14 14:58:33.418553,2024-08-14 14:58:33.418553,0.3656957928802589,0.049626208197290585
2024-08-14 14:58:33.422961,2024-08-14 14:58:33.422961,0.36893203883495146,0.05166830720606565
2024-08-14 14:58:33.425646,2024-08-14 14:58:33.425646,0.37216828478964403,0.05350058439041881
2024-08-14 14:58:33.429159,2024-08-14 14:58:33.429159,0.37540453074433655,0.055566955937311195
2024-08-14 14:58:33.432374,2024-08-14 14:58:33.432374,0.3786407766990291,0.05668881221647765
2024-08-14 14:58:33.435439,2024-08-14 14:58:33.435439,0.3818770226537217,0.05789454790530638
2024-08-14 14:58:33.438568,2024-08-14 14:58:33.438568,0.3851132686084142,0.05957548282006311
2024-08-14 14:58:33.441205,2024-08-14 14:58:33.441205,0.3883495145631068,0.06149104052707131
2024-08-14 14:58:33.444753,2024-08-14 14:58:33.444753,0.39158576051779936,0.0638605545855739
2024-08-14 14:58:33.448409,2024-08-14 14:58:33.448409,0.39482200647249194,0.06606459968683846
2024-08-14 14:58:33.475045,2024-08-14 14:58:33.475045,0.39805825242718446,0.06767796605571855
2024-08-14 14:58:33.480119,2024-08-14 14:58:33.480119,0.40129449838187703,0.06903391669742422
2024-08-14 14:58:33.486598,2024-08-14 14:58:33.486598,0.4045307443365696,0.07357393818478546
2024-08-14 14:58:33.489334,2024-08-14 14:58:33.489334,0.4077669902912621,0.07580813900829737
2024-08-14 14:58:33.491908,2024-08-14 14:58:33.491908,0.4110032362459547,0.07869322432274599
2024-08-14 14:58:33.495058,2024-08-14 14:58:33.495058,0.41423948220064727,0.08044271418550893
2024-08-14 14:58:33.497943,2024-08-14 14:58:33.497943,0.4174757281553398,0.08271978827301033
2024-08-14 14:58:33.502787,2024-08-14 14:58:33.502787,0.42071197411003236,0.08540836819178646
2024-08-14 14:58:33.505603,2024-08-14 14:58:33.505603,0.42394822006472493,0.0873923751608584
2024-08-14 14:58:33.510861,2024-08-14 14:58:33.510861,0.42718446601941745,0.08971602152033527
2024-08-14 14:58:33.514655,2024-08-14 14:58:33.514655,0.43042071197411,0.08998058866294918
2024-08-14 14:58:33.517853,2024-08-14 14:58:33.517853,0.4336569579288026,0.09206369381739704
2024-08-14 14:58:33.522695,2024-08-14 14:58:33.522695,0.4368932038834952,0.0966107962629028
2024-08-14 14:58:33.525704,2024-08-14 14:58:33.525704,0.4401294498381877,0.10149521300807945
2024-08-14 14:58:33.528497,2024-08-14 14:58:33.528497,0.44336569579288027,0.10284538615159755
2024-08-14 14:58:33.534794,2024-08-14 14:58:33.534794,0.44660194174757284,0.10630050621100431
2024-08-14 14:58:33.539569,2024-08-14 14:58:33.539569,0.44983818770226536,0.1070124419480329
2024-08-14 14:58:33.542509,2024-08-14 14:58:33.542509,0.45307443365695793,0.10678289208101928
2024-08-14 14:58:33.551651,2024-08-14 14:58:33.551651,0.4563106796116505,0.10881452818149125
2024-08-14 14:58:33.558971,2024-08-14 14:58:33.558971,0.459546925566343,0.11002463222260814
2024-08-14 14:58:33.574567,2024-08-14 14:58:33.574567,0.4627831715210356,0.11130128317882461
2024-08-14 14:58:33.586755,2024-08-14 14:58:33.586755,0.46601941747572817,0.11379730331044657
2024-08-14 14:58:33.591533,2024-08-14 14:58:33.591533,0.46925566343042074,0.1175116357580495
2024-08-14 14:58:33.594358,2024-08-14 14:58:33.594358,0.47249190938511326,0.12139844766374004
2024-08-14 14:58:33.601900,2024-08-14 14:58:33.601900,0.47572815533980584,0.12511602114691162
2024-08-14 14:58:33.609318,2024-08-14 14:58:33.609318,0.4789644012944984,0.129109117882065
2024-08-14 14:58:33.614613,2024-08-14 14:58:33.614613,0.48220064724919093,0.13268648134824546
2024-08-14 14:58:33.618851,2024-08-14 14:58:33.618851,0.4854368932038835,0.13531626465436877
2024-08-14 14:58:33.622679,2024-08-14 14:58:33.622679,0.4886731391585761,0.13758150191631516
2024-08-14 14:58:33.625443,2024-08-14 14:58:33.625443,0.4919093851132686,0.1404567584381154
2024-08-14 14:58:33.628128,2024-08-14 14:58:33.628128,0.49514563106796117,0.14273672127471057
2024-08-14 14:58:33.630761,2024-08-14 14:58:33.630761,0.49838187702265374,0.14597374077753644
2024-08-14 14:58:33.633495,2024-08-14 14:58:33.633495,0.5016181229773463,0.14799308208003606
2024-08-14 14:58:34.210748,2024-08-14 14:58:34.210748,0.5048543689320389,0.15024066978959236
2024-08-14 14:58:34.215913,2024-08-14 14:58:34.215913,0.5080906148867315,0.15155984172332346
2024-08-14 14:58:34.274768,2024-08-14 14:58:34.274768,0.511326860841424,0.153755608092429
2024-08-14 14:58:34.279425,2024-08-14 14:58:34.279425,0.5145631067961166,0.15551556086349505
2024-08-14 14:58:34.286695,2024-08-14 14:58:34.286695,0.5177993527508091,0.15778883025706805
2024-08-14 14:58:34.292134,2024-08-14 14:58:34.292134,0.5210355987055016,0.16074817756041548
2024-08-14 14:58:34.296176,2024-08-14 14:58:34.296176,0.5242718446601943,0.1635099273800184
2024-08-14 14:58:34.299447,2024-08-14 14:58:34.299447,0.5275080906148868,0.167858516396945
2024-08-14 14:58:34.306660,2024-08-14 14:58:34.306660,0.5307443365695793,0.17016169491223296
2024-08-14 14:58:34.310709,2024-08-14 14:58:34.310709,0.5339805825242719,0.1742716098424473
2024-08-14 14:58:34.314016,2024-08-14 14:58:34.314016,0.5372168284789645,0.17754079310042714
2024-08-14 14:58:34.317156,2024-08-14 14:58:34.317156,0.540453074433657,0.18165106031711634
2024-08-14 14:58:34.320413,2024-08-14 14:58:34.320413,0.5436893203883496,0.18558765030170343
2024-08-14 14:58:34.323961,2024-08-14 14:58:34.323961,0.5469255663430421,0.18915314171368136
2024-08-14 14:58:34.327383,2024-08-14 14:58:34.327383,0.5501618122977346,0.19207366704750012
2024-08-14 14:58:34.332016,2024-08-14 14:58:34.332016,0.5533980582524273,0.19390104744985284
2024-08-14 14:58:34.338553,2024-08-14 14:58:34.338553,0.5566343042071198,0.198320974477937
2024-08-14 14:58:34.341501,2024-08-14 14:58:34.341501,0.5598705501618123,0.2013973865768778
2024-08-14 14:58:34.346617,2024-08-14 14:58:34.346617,0.5631067961165049,0.20333806230954296
2024-08-14 14:58:34.350826,2024-08-14 14:58:34.350826,0.5663430420711975,0.20297228326270403
2024-08-14 14:58:34.354963,2024-08-14 14:58:34.354963,0.5695792880258901,0.2040448194353912
2024-08-14 14:58:34.372134,2024-08-14 14:58:34.372134,0.5728155339805826,0.20727472275142506
2024-08-14 14:58:34.378055,2024-08-14 14:58:34.378055,0.5760517799352751,0.2100604280513179
2024-08-14 14:58:34.408334,2024-08-14 14:58:34.408334,0.5792880258899678,0.21212493247989356
2024-08-14 14:58:34.416872,2024-08-14 14:58:34.416872,0.5825242718446603,0.21559713843333064
2024-08-14 14:58:34.430673,2024-08-14 14:58:34.430673,0.5857605177993528,0.21938988985023566
2024-08-14 14:58:34.442258,2024-08-14 14:58:34.442258,0.5889967637540454,0.22276754211382244
2024-08-14 14:58:34.448378,2024-08-14 14:58:34.448378,0.5922330097087379,0.2267893149680288
2024-08-14 14:58:34.452994,2024-08-14 14:58:34.452994,0.5954692556634305,0.22850340004006908
2024-08-14 14:58:34.455952,2024-08-14 14:58:34.455952,0.5987055016181231,0.23130337294219347
2024-08-14 14:58:34.459469,2024-08-14 14:58:34.459469,0.6019417475728156,0.2338806655635638
2024-08-14 14:58:34.464619,2024-08-14 14:58:34.464619,0.6051779935275081,0.23851816471851664
2024-08-14 14:58:34.468963,2024-08-14 14:58:34.468963,0.6084142394822007,0.24210845709832413
2024-08-14 14:58:34.475226,2024-08-14 14:58:34.475226,0.6116504854368933,0.2467332387115348
2024-08-14 14:58:34.482687,2024-08-14 14:58:34.482687,0.6148867313915858,0.24969751802553014
2024-08-14 14:58:34.486257,2024-08-14 14:58:34.486257,0.6181229773462784,0.2540733740156103
2024-08-14 14:58:34.489448,2024-08-14 14:58:34.489448,0.6213592233009709,0.2564337286257668
2024-08-14 14:58:34.494101,2024-08-14 14:58:34.494101,0.6245954692556634,0.2585019320623284
2024-08-14 14:58:34.499117,2024-08-14 14:58:34.499117,0.6278317152103561,0.26209976337269775
2024-08-14 14:58:34.501700,2024-08-14 14:58:34.501700,0.6310679611650486,0.265251353405372
2024-08-14 14:58:34.504248,2024-08-14 14:58:34.504248,0.6343042071197411,0.2686291465835487
2024-08-14 14:58:34.507449,2024-08-14 14:58:34.507449,0.6375404530744337,0.2744197498279874
2024-08-14 14:58:34.510971,2024-08-14 14:58:34.510971,0.6407766990291263,0.2778921671533094
2024-08-14 14:58:34.514701,2024-08-14 14:58:34.514701,0.6440129449838189,0.2824142220304532
2024-08-14 14:58:34.517225,2024-08-14 14:58:34.517225,0.6472491909385114,0.28603868619832135
2024-08-14 14:58:34.519711,2024-08-14 14:58:34.519711,0.6504854368932039,0.2915403440760863
2024-08-14 14:58:34.522384,2024-08-14 14:58:34.522384,0.6537216828478966,0.2966131988566613
2024-08-14 14:58:34.525418,2024-08-14 14:58:34.525418,0.6569579288025891,0.30024470875402653
2024-08-14 14:58:34.530707,2024-08-14 14:58:34.530707,0.6601941747572816,0.3037877595175564
2024-08-14 14:58:34.534786,2024-08-14 14:58:34.534786,0.6634304207119742,0.30742402528233215
2024-08-14 14:58:34.541394,2024-08-14 14:58:34.541394,0.6666666666666667,0.31275757205429766
2024-08-14 14:58:34.544626,2024-08-14 14:58:34.544626,0.6699029126213593,0.31884839383260527
2024-08-14 14:58:34.550848,2024-08-14 14:58:34.550848,0.6731391585760519,0.32299448858378693
2024-08-14 14:58:34.553738,2024-08-14 14:58:34.553738,0.6763754045307444,0.3270291551229728
2024-08-14 14:58:34.558651,2024-08-14 14:58:34.558651,0.6796116504854369,0.33268039383796005
2024-08-14 14:58:34.562401,2024-08-14 14:58:34.562401,0.6828478964401296,0.34020322490789384
2024-08-14 14:58:34.565209,2024-08-14 14:58:34.565209,0.6860841423948221,0.34379689923785994
2024-08-14 14:58:34.572970,2024-08-14 14:58:34.572970,0.6893203883495146,0.3524469765700255
2024-08-14 14:58:34.575827,2024-08-14 14:58:34.575827,0.6925566343042072,0.35492865864212103
2024-08-14 14:58:34.578421,2024-08-14 14:58:34.578421,0.6957928802588997,0.35907080778478434
2024-08-14 14:58:34.581106,2024-08-14 14:58:34.581106,0.6990291262135923,0.36028573815060666
2024-08-14 14:58:34.588438,2024-08-14 14:58:34.588438,0.7022653721682849,0.36482209585862946
2024-08-14 14:58:34.592063,2024-08-14 14:58:34.592063,0.7055016181229774,0.364787571784094
2024-08-14 14:58:34.594915,2024-08-14 14:58:34.594915,0.7087378640776699,0.3669874246763078
2024-08-14 14:58:34.597607,2024-08-14 14:58:34.597607,0.7119741100323626,0.3713217813196504
2024-08-14 14:58:34.600411,2024-08-14 14:58:34.600411,0.7152103559870551,0.3749841515122126
2024-08-14 14:58:34.604582,2024-08-14 14:58:34.604582,0.7184466019417477,0.37838653428633406
2024-08-14 14:58:34.610617,2024-08-14 14:58:34.610617,0.7216828478964402,0.3811129850011568
2024-08-14 14:58:34.613728,2024-08-14 14:58:34.613728,0.7249190938511327,0.3850831126581498
2024-08-14 14:58:34.616883,2024-08-14 14:58:34.616883,0.7281553398058254,0.38996710665955664
2024-08-14 14:58:34.620153,2024-08-14 14:58:34.620153,0.7313915857605179,0.39891176594199346
2024-08-14 14:58:34.623068,2024-08-14 14:58:34.623068,0.7346278317152104,0.40615354286229033
2024-08-14 14:58:34.625493,2024-08-14 14:58:34.625493,0.737864077669903,0.4114805723344711
2024-08-14 14:58:34.628133,2024-08-14 14:58:34.628133,0.7411003236245955,0.41815175085145007
2024-08-14 14:58:34.630741,2024-08-14 14:58:34.630741,0.7443365695792881,0.4249329836631728
2024-08-14 14:58:34.633310,2024-08-14 14:58:34.633310,0.7475728155339807,0.4327504671406729
2024-08-14 14:58:34.638756,2024-08-14 14:58:34.638756,0.7508090614886732,0.4412078789997418
2024-08-14 14:58:34.650778,2024-08-14 14:58:34.650778,0.7540453074433657,0.44668135395951863
2024-08-14 14:58:34.655075,2024-08-14 14:58:34.655075,0.7572815533980584,0.4544311632051996
2024-08-14 14:58:34.667170,2024-08-14 14:58:34.667170,0.7605177993527509,0.460827346899909
2024-08-14 14:58:34.673074,2024-08-14 14:58:34.673074,0.7637540453074434,0.47051367489785195
2024-08-14 14:58:34.683409,2024-08-14 14:58:34.683409,0.766990291262136,0.47594818697351016
2024-08-14 14:58:34.690602,2024-08-14 14:58:34.690602,0.7702265372168285,0.48006162476847297
2024-08-14 14:58:34.694427,2024-08-14 14:58:34.694427,0.7734627831715211,0.48602837125033765
2024-08-14 14:58:34.701610,2024-08-14 14:58:34.701610,0.7766990291262137,0.49223181901465546
2024-08-14 14:58:34.706593,2024-08-14 14:58:34.706593,0.7799352750809062,0.4987995309939704
2024-08-14 14:58:34.711545,2024-08-14 14:58:34.711545,0.7831715210355987,0.5045078048892361
2024-08-14 14:58:34.718751,2024-08-14 14:58:34.718751,0.7864077669902914,0.5098252521693009
2024-08-14 14:58:34.722842,2024-08-14 14:58:34.722842,0.7896440129449839,0.5095251040927269
2024-08-14 14:58:34.726649,2024-08-14 14:58:34.726649,0.7928802588996765,0.5151322013124151
2024-08-14 14:58:34.738703,2024-08-14 14:58:34.738703,0.796116504854369,0.5163052448163775
2024-08-14 14:58:34.746677,2024-08-14 14:58:34.746677,0.7993527508090615,0.5060611064141539
2024-08-14 14:58:34.749456,2024-08-14 14:58:34.749456,0.8025889967637542,0.49981482061449406
2024-08-14 14:58:34.762562,2024-08-14 14:58:34.762562,0.8058252427184467,0.4980651546084937
2024-08-14 14:58:34.770607,2024-08-14 14:58:34.770607,0.8090614886731392,0.5004482316962781
2024-08-14 14:58:34.774664,2024-08-14 14:58:34.774664,0.8122977346278318,0.5075773474019172
2024-08-14 14:58:34.782562,2024-08-14 14:58:34.782562,0.8155339805825244,0.511570902109488
2024-08-14 14:58:34.786589,2024-08-14 14:58:34.786589,0.8187702265372169,0.5191655996202915
2024-08-14 14:58:34.790636,2024-08-14 14:58:34.790636,0.8220064724919095,0.524851996525469
2024-08-14 14:58:34.796001,2024-08-14 14:58:34.796001,0.825242718446602,0.5307657238928685
2024-08-14 14:58:34.802600,2024-08-14 14:58:34.802600,0.8284789644012945,0.5322444111424126
2024-08-14 14:58:34.810710,2024-08-14 14:58:34.810710,0.8317152103559872,0.5395047183312867
2024-08-14 14:58:34.814613,2024-08-14 14:58:34.814613,0.8349514563106797,0.5426802638442508
2024-08-14 14:58:34.825027,2024-08-14 14:58:34.825027,0.8381877022653722,0.5495350188432752
2024-08-14 14:58:34.834676,2024-08-14 14:58:34.834676,0.8414239482200648,0.5575159280164591
2024-08-14 14:58:34.837961,2024-08-14 14:58:34.837961,0.8446601941747574,0.5623884022501383
2024-08-14 14:58:34.850715,2024-08-14 14:58:34.850715,0.8478964401294499,0.5663490181723103
2024-08-14 14:58:34.858610,2024-08-14 14:58:34.858610,0.8511326860841425,0.5699028136733232
2024-08-14 14:58:34.866683,2024-08-14 14:58:34.866683,0.854368932038835,0.577926842711029
2024-08-14 14:58:34.874550,2024-08-14 14:58:34.874550,0.8576051779935275,0.5807626783762934
2024-08-14 14:58:34.879745,2024-08-14 14:58:34.879745,0.8608414239482202,0.5886944435862355
2024-08-14 14:58:34.884059,2024-08-14 14:58:34.884059,0.8640776699029127,0.5970852380729099
2024-08-14 14:58:34.886942,2024-08-14 14:58:34.886942,0.8673139158576053,0.5972867107078778
2024-08-14 14:58:34.890644,2024-08-14 14:58:34.890644,0.8705501618122978,0.6085870039617081
2024-08-14 14:58:34.894274,2024-08-14 14:58:34.894274,0.8737864077669903,0.6186525331211817
2024-08-14 14:58:34.902621,2024-08-14 14:58:34.902621,0.877022653721683,0.622451977981109
2024-08-14 14:58:34.910699,2024-08-14 14:58:34.910699,0.8802588996763755,0.6277873566427437
2024-08-14 14:58:34.914650,2024-08-14 14:58:34.914650,0.883495145631068,0.6354057278046574
2024-08-14 14:58:34.922786,2024-08-14 14:58:34.922786,0.8867313915857606,0.6396980566715502
2024-08-14 14:58:34.934717,2024-08-14 14:58:34.934717,0.8899676375404532,0.640878603877427
2024-08-14 14:58:34.942674,2024-08-14 14:58:34.942674,0.8932038834951457,0.644077224154494
2024-08-14 14:58:34.946606,2024-08-14 14:58:34.946606,0.8964401294498383,0.6506216147691737
2024-08-14 14:58:34.953505,2024-08-14 14:58:34.953505,0.8996763754045308,0.6569957805592047
