date,id,value,Monthly_Percentage_Change,Annual_Percentage_Change,MACD,Trend,Seasonal,Residual,Cumulative_Sum,Rolling_3M_Growth,Rolling_6M_Growth,Rolling_12M_Growth,CPI_Ratio_12M,Days_Since_Peak,Days_Since_Trough,RSI,CPI_Value,CPI_Trend,CPI_Cumulative_Sum,CPI_Peak,CPI_Days_Since_Peak,CPI_Trough,CPI_Days_Since_Trough
2003-11-01,0.7336197636949516,0.5598964575044342,0.9796175026740502,0.8800821703118584,0.9055889292630894,0.5668532149950888,0.8320003281768038,0.9381041827772688,0.474869186258232,0.9510221827035238,0.9343332265757678,0.8800821703118584,0.883955321378928,0.767110125646711,0.7333427541863916,0.8164705273894001,0.5598964575044342,0.5554166923468492,132.53273024851572,0.8183212693542976,,0.0,
2003-12-01,0.7346938775510204,0.5616084696665686,0.9819242899143042,0.8810937611788664,0.9054689549641296,0.5684618066716268,0.7960317150175342,0.939218924635691,0.4765268945975416,0.950453553913505,0.9359725034176816,0.8810937611788664,0.8859375016203466,0.768218773096822,0.7344026001554441,0.8192097732492604,0.5616084696665686,0.5564724331801654,133.09433871818229,0.8183212693542976,,0.0,
2004-01-01,0.7357679914070892,0.5643476891259838,0.9836421771062362,0.8810093279601283,0.9058883703560198,0.5700848901650705,0.8702280221827721,0.9436460730078752,0.478191752083328,0.9560573343605776,0.937027023376082,0.8810093279601283,0.8910463027937618,0.7693643754619365,0.735497774323465,0.8317646501069506,0.5643476891259838,0.5575281740134816,133.65868640730827,0.8183212693542976,,0.0,
2004-02-01,0.736842105263158,0.5657172988556911,0.9813314161988128,0.8778102899971459,0.9063029981238312,0.5715485636725511,0.9146192841025425,0.9427075454792292,0.4798601841423527,0.957732595029159,0.93477929984704,0.8778102899971459,0.8924947084547987,0.770509977827051,0.7365929484914859,0.8340692439411013,0.5657172988556911,0.5584127136305844,134.22440370616397,0.8183212693542976,,0.0,
2004-03-01,0.7379162191192267,0.5670869085853987,0.9813265077890472,0.8782991215915394,0.9067091498013492,0.5729107944616915,0.8113479143785014,0.9442449786333796,0.4815321907746159,0.9571486181018029,0.9336509484711843,0.8782991215915394,0.8938512093335009,0.7715816703621582,0.73761746626157,0.8244500696768178,0.5670869085853987,0.5593257867837228,134.79149061474936,0.8183212693542976,,0.0,
2004-04-01,0.7389903329752954,0.5681141158826793,0.9807513192600812,0.8835308934522833,0.9069983804777052,0.5744469270537006,0.8130585154974881,0.9419360416589128,0.483206878336808,0.9543306243297964,0.9363891318728474,0.8835308934522833,0.8932868517509283,0.7727272727272727,0.738712640429591,0.804629916253233,0.5681141158826793,0.5605241952972169,135.35960473063204,0.8183212693542976,,0.0,
2004-05-01,0.7400644468313642,0.5708533353420944,0.9835955210431898,0.889261521625701,0.9077209687076512,0.5762728959838249,0.8254016182632142,0.946204874390649,0.4848887150454767,0.9565364651155412,0.9401966599097836,0.889261521625701,0.8969479776344647,0.7738359201773837,0.7397724863986433,0.8192097732492597,0.5708533353420944,0.5620364727071022,135.93045806597414,0.8183212693542976,,0.0,
2004-06-01,0.7411385606874329,0.5732501523690826,0.9830091904315416,0.8918173672784208,0.9086691957821856,0.5781423403646664,0.0,0.960068624252381,0.4865768072573127,0.9581793245510104,0.9412366856522812,0.8918173672784208,0.8991196471353495,0.7749815225424982,0.7408676605666643,0.9246707388538618,0.5732501523690826,0.5636914177971655,136.5037082183432,0.8183212693542976,,0.0,
2004-07-01,0.7422126745435016,0.5739349572339363,0.9801701495247436,0.8896574984324975,0.9092551410180552,0.5798088993088273,0.8750756556183887,0.943655039990603,0.4882666867557679,0.9576107103243584,0.9379102376650836,0.8896574984324975,0.8964704446725131,0.776090169992609,0.7419275065357168,0.9694117545649016,0.5739349572339363,0.5652322287430864,137.07764317557715,0.8183212693542976,,0.0,
2004-08-01,0.7432867883995704,0.5742773596663632,0.9796046853060923,0.8859441267788531,0.9094449180874196,0.5814029991684596,0.8890747218426611,0.9377433322451076,0.4899574598975327,0.953718573291846,0.9362577039167574,0.8859441267788531,0.8934123273355707,0.7772357723577237,0.7430226807037377,0.9689411661735924,0.5742773596663632,0.5665733049367584,137.6519205352435,0.8183212693542976,,0.0,
