date,value,Lag_1,Lag_3,Lag_12,Rolling_Mean_3M,Rolling_Mean_6M,Rolling_Mean_12M,Rolling_Std_3M,Rolling_Std_6M,Rolling_Std_12M,MoM_Percentage_Change,YoY_Percentage_Change,Cumulative_Sum,Cumulative_Product,Trend,Seasonal,Residual,EMA_12,EMA_26,EMA_50,ROC,RSI,Z_Score,Days_Since_Peak,Days_Since_Trough,PPI_Value,PPI_Lag_1,PPI_Lag_3,PPI_Lag_12,PPI_Rolling_Mean_3M,PPI_Rolling_Mean_6M,PPI_Rolling_Mean_12M,PPI_Cumulative_Sum,PPI_Cumulative_Product,PPI_Trend,PPI_EMA_12,PPI_EMA_26,PPI_EMA_50,PPI_Z_Score,PPI_Trough,PPI_Days_Since_Trough
1915-02-01,0.0055565639690165,0.0055565639690165,0.0051861263710821,0.0055565639690165,0.0051593353769334,0.0047913219576702,0.0035904826098238,0.0114857202817315,0.0097306075306735,0.0065287428902755,0.4691140910090128,0.4817843866171004,0.0028627378010536,0.0055565639690166,0.0038535909752818,0.2029623505529798,0.5158337011409806,0.0037289825194224,0.0011576122913291,0.0001123269059796,0.4817843866171004,0.4666666666666668,0.0055565639690166,0.0466246624662466,0.0082664430334251,0.0055565639690165,0.0055565639690165,0.0051861263710821,0.0055565639690165,0.005309605570393568,0.0054948243693608,0.0053404753702214584,0.15187941515311887,7.073271462124648e-59,0.005503824269157483,0.005503824269157483,0.005769717649690793,0.006056934050959641,-0.9435460688365483,0.0048156887731477,
1915-03-01,0.0055565639690165,0.0055565639690165,0.0048156887731477,0.0051861263710821,0.0054110102733692,0.0045996690793634,0.0036231233608222,0.0,0.0030228622427249,0.0065433422355327,0.4691140910090128,0.4911638547326282,0.0029765912087126,0.0055565639690166,0.0037719470986868,0.3503219727057285,0.520159460862482,0.0037377538957622,0.0011399719254396,8.946827210865732e-05,0.4911638547326281,0.5,0.0055565639690166,0.0491449144914491,0.00910506768899,0.0055565639690165,0.0055565639690165,0.0048156887731477,0.0051861263710821,0.0055565639690165,0.005309605570393567,0.005371345170049325,0.15743597912213536,3.930308534951448e-61,0.0055119380691357935,0.0055119380691357935,0.005753928488159364,0.006037311694805008,-0.9435460688365483,0.0048156887731477,
1915-04-01,0.0055565639690165,0.0055565639690165,0.0055565639690165,0.0051861263710821,0.0054110102733692,0.0046635533721323,0.0036557641118206,0.0,0.0031721618719674,0.0065287428902756,0.4691140910090128,0.4911638547326282,0.0030904446163716,0.0055565639690166,0.0037882758740058,0.4096077759521961,0.5157094691249275,0.0037451758295882,0.0011236382533197,6.750605525217973e-05,0.4911638547326281,0.5,0.0055565639690166,0.0519351935193519,0.0100335449862225,0.0055565639690165,0.0055565639690165,0.0055565639690165,0.0051861263710821,0.0055565639690165,0.005371345170049301,0.005402214969877191,0.16299254309115185,2.1839010792429243e-63,0.005518803592194364,0.005518803592194364,0.005739308894148781,0.006018458842813302,-0.9435460688365483,0.0048156887731477,
1915-05-01,0.005927001566951,0.0055565639690165,0.0055565639690165,0.0048156887731477,0.0055368477215871,0.0047913219576702,0.0037536863648158,0.0057428601408664,0.0042571540761313,0.0063071741241065,0.5106765875159746,0.5101653634149469,0.0032052628834176,0.005927001566951,0.0039515636271957,0.5924097258184133,0.5369894081063364,0.0038130650680048,0.0011391714939963,6.332797095173759e-05,0.5101653634149469,0.571428571428572,0.005927001566951,0.0546354635463546,0.0109320714028992,0.005927001566951,0.0055565639690165,0.0055565639690165,0.0048156887731477,0.005680043168328,0.005494824369360784,0.0054948243693608,0.16891954465810285,1.2943985118738792e-65,0.005581603280618462,0.005581603280618462,0.005753212055097094,0.006014872282975565,-0.9421079909150931,0.0048156887731477,
1915-06-01,0.0055565639690165,0.005927001566951,0.0055565639690165,0.0048156887731477,0.0055368477215871,0.0049190905432081,0.0038189678668126,0.0057428601408664,7.341956903550441e-14,0.0056266297785519,0.4279008591785802,0.5007050378156648,0.0033191162910766,0.0055565639690166,0.0042454815829376,0.5764874532696354,0.4520501973715962,0.0038089006676397,0.0011228971130944,4.239086394455805e-05,0.5007050378156648,0.5333333333333338,0.0055565639690166,0.0574257425742574,0.0118605487001317,0.0055565639690165,0.005927001566951,0.0055565639690165,0.0048156887731477,0.005680043168328,0.005618303568672251,0.005556563969016533,0.17447610862711935,7.192408132626974e-68,0.0055777510788335444,0.0055777510788335444,0.005738645530202235,0.005996899407918347,-0.9435460688365483,0.0048156887731477,
1915-07-01,0.005927001566951,0.0055565639690165,0.0055565639690165,0.0048156887731477,0.005662685169805,0.004982974835977,0.0039168901198078,0.0057428601408665,0.0008007896533031,0.0048743457249758,0.5106765875159746,0.5101653634149469,0.0034339345581226,0.005927001566951,0.0046863585165503,0.9331010762773816,0.4323761861148112,0.0038669860848176,0.0011384852530469,3.9197689107157985e-05,0.5101653634149469,0.6000000000000003,0.005927001566951,0.0601260126012601,0.0127590751168084,0.005927001566951,0.0055565639690165,0.0055565639690165,0.0048156887731477,0.005803522367639501,0.005680043168328,0.005649173368500141,0.18040311019407035,4.262941427223119e-70,0.005631481923159307,0.005631481923159307,0.0057525978292206625,0.005994158316115706,-0.9421079909150931,0.0048156887731477,
1915-08-01,0.0055565639690165,0.005927001566951,0.005927001566951,0.0062974391648854,0.0055368477215871,0.004982974835977,0.003851608617811,0.0057428601408664,0.0008007896533031,0.0041446257823035,0.4279008591785802,0.4634944237918216,0.0035477879657816,0.0055565639690166,0.005208879326758,1.0,0.3191667793592225,0.0038545261434043,0.001122261704808,1.920686766251206e-05,0.4634944237918216,0.5625000000000003,0.0055565639690166,0.0629162916291629,0.0136875524140409,0.0055565639690165,0.005927001566951,0.005927001566951,0.0062974391648854,0.005680043168328,0.005680043168328,0.005587433768844401,0.18595967416308684,2.368730673653576e-72,0.005619956084060414,0.005619956084060414,0.005738076802538873,0.005976997753484365,-0.9435460688365483,0.0048156887731477,
1915-09-01,0.0055565639690165,0.0055565639690165,0.0055565639690165,0.0066678767628199,0.0055368477215871,0.004982974835977,0.0037536863648158,0.0057428601408664,0.0008007896533031,0.0016102730984481,0.4691140910090128,0.4545761774555287,0.0036616413734406,0.0055565639690166,0.0058293727888797,0.998049946976124,0.2469463335785731,0.0038439831160546,0.001107239900883,0.0,0.4545761774555287,0.5625000000000003,0.0055565639690166,0.0657065706570657,0.0146160297112735,0.0055565639690165,0.0055565639690165,0.0055565639690165,0.0066678767628199,0.005680043168328,0.005680043168328,0.005494824369360784,0.19151623813210333,1.3162003513527642e-74,0.0056102034509767345,0.0056102034509767345,0.005724631407463141,0.0059605101540934685,-0.9435460688365483,0.0048156887731477,
1915-10-01,0.0066678767628199,0.0055565639690165,0.005927001566951,0.0051861263710821,0.0057885226180229,0.0051746277142838,0.0038842493688094,0.0172285804225971,0.0056332978952651,0.0038526085440485,0.5938015805298981,0.5193022590792109,0.0037783893592605,0.0066678767628199,0.0065478389029153,0.6339485248111885,0.3187758051140212,0.004019889514604,0.0011853018566486,3.231495028374609e-05,0.5193022590792108,0.5333333333333332,0.0066678767628199,0.0684068406840684,0.0155145561279501,0.0066678767628199,0.0055565639690165,0.005927001566951,0.0051861263710821,0.0059270015669509665,0.005865261967295234,0.005618303568672267,0.19818411489492324,8.776261738000484e-77,0.005772922422029529,0.005772922422029529,0.0057945014337858645,0.005988250021102349,-0.9392318350721832,0.0048156887731477,
1915-11-01,0.0074087519586888,0.0066678767628199,0.0055565639690165,0.0051861263710821,0.0064177098591124,0.0054301648853596,0.0040800938747998,0.0250325470009214,0.0123313736668253,0.0074911477741243,0.5501781337829227,0.538061195310266,0.0038970670638542,0.0074087519586888,0.0072989625675888,0.3600908034378847,0.3361180644927026,0.0042919516714271,0.0013188954676363,9.7208385914975e-05,0.5380611953102661,0.5625000000000003,0.0074087519586887,0.0,0.0164430334251827,0.0074087519586888,0.0066678767628199,0.0055565639690165,0.0051861263710821,0.0065443975635084,0.0061122203659182,0.005803522367639491,0.20559286685361206,6.502114634137666e-79,0.006024588504592494,0.006024588504592494,0.005914075546741638,0.0060439559794390725,-0.9363556792292734,0.0048156887731477,
1915-12-01,0.0092609399483609,0.0074087519586888,0.0055565639690165,0.0048156887731477,0.0076760843412912,0.006069007813049,0.0044717828867806,0.0358641500847884,0.0256226454889428,0.0154944579402034,0.6684789116521627,0.5953082938084862,0.0040205690653826,0.009260939948361,0.0080827437829004,0.0,0.4888896083187672,0.004830203814635,0.0015958783113778,0.0002441713266826,0.5953082938084862,0.8235294117647064,0.0092609399483609,0.0,0.0173415598418593,0.0092609399483609,0.0074087519586888,0.0055565639690165,0.0048156887731477,0.0077791895566232,0.0067296163624756,0.006173959965573925,0.21485380680197297,6.0215693164107525e-81,0.00652248872671071,0.00652248872671071,0.0061619914283430645,0.006170112213514438,-0.9291652896219992,0.0048156887731477,
1916-01-01,0.0111131279380332,0.0092609399483609,0.0066678767628199,0.0055565639690165,0.0091861337199059,0.0069633879118141,0.0049613941517566,0.0497346277237079,0.0410943597620315,0.0267292036606907,0.6606912233457901,0.6212841030810912,0.0041488953638458,0.0111131279380332,0.0088991825488499,0.3912781377320584,0.6034697799000304,0.0055936936386298,0.0020056289632245,0.0004699853606207,0.6212841030810913,0.8636363636363641,0.0111131279380331,0.0,0.0182700371390918,0.0111131279380332,0.0092609399483609,0.0066678767628199,0.0055565639690165,0.009260939948360967,0.007593970757655967,0.006637006962991983,0.22596693474000618,6.691847020100782e-83,0.007228740913068016,0.007228740913068016,0.006528742280912704,0.006363955967417134,-0.9219749000147243,0.0048156887731477,
1916-02-01,0.011854003133902,0.0111131279380332,0.0074087519586888,0.0055565639690165,0.0106961830985206,0.008049420888886,0.0055162869187294,0.0358641500847895,0.0473420506226482,0.0352452600576376,0.5428640848108394,0.6398840652762899,0.0042791513810828,0.0118540031339021,0.0097809364160754,0.2029623505529798,0.5987852627225161,0.0063629417708299,0.0024463417372503,0.0007207896805473,0.63988406527629,0.9130434782608698,0.011854003133902,0.0,0.0191985144363244,0.011854003133902,0.0111131279380332,0.0074087519586888,0.0055565639690165,0.0107426903400987,0.008643543951803551,0.0071617935600657755,0.23782093787390818,7.932517554786743e-85,0.007940319716273245,0.007940319716273245,0.0069232060478008,0.006579251934730267,-0.9190987441718148,0.0048156887731477,
1916-03-01,0.0133357535256398,0.011854003133902,0.0092609399483609,0.0055565639690165,0.0120803950289174,0.0093909910370337,0.0062017426896957,0.0303883594939144,0.0492123372575751,0.0443468841075408,0.6144288936111315,0.6770839896666877,0.0044132668358676,0.0133357535256399,0.0107769917105339,0.3503219727057285,0.6538911919724892,0.0072602805987929,0.0029770371652394,0.0010294500135469,0.6770839896666877,0.9200000000000004,0.0133357535256398,0.0,0.0200670899724451,0.0133357535256398,0.011854003133902,0.0092609399483609,0.0055565639690165,0.012100961532524998,0.0099400755445741,0.00781005935645105,0.251156691399548,1.0578609894844691e-86,0.008770386456175791,0.008770386456175791,0.007398209564677763,0.0068442127814326015,-0.913346432485995,0.0048156887731477,
1916-04-01,0.0140766287215087,0.0133357535256398,0.0111131279380332,0.0055565639690165,0.0130870946146605,0.0106686768924124,0.0069524799626589,0.0303883594939149,0.0470691666593106,0.0514260383277483,0.5396806318409764,0.6956839518618865,0.0045493120094262,0.0140766287215088,0.0118873484322252,0.4096077759521961,0.6136799993227324,0.0081427855805046,0.0035297358431007,0.001359851758062,0.6956839518618864,0.9259259259259262,0.0140766287215087,0.0,0.0209955672696777,0.0140766287215087,0.0133357535256398,0.0111131279380332,0.0055565639690165,0.013088795127016833,0.0111748675376889,0.008520064752492068,0.2652333201210567,1.4891116387940692e-88,0.009586731420073161,0.009586731420073161,0.007892907279998574,0.00712783693594539,-0.9104702766430851,0.0048156887731477,
1916-05-01,0.0144470663194431,0.0140766287215087,0.011854003133902,0.005927001566951,0.0139679567521858,0.0118824784550222,0.0077032172356221,0.0151941797469636,0.0366216044046603,0.0564579606906047,0.5038968895042003,0.693886476523695,0.0046863220423718,0.0144470663194432,0.0132099792330635,0.5924097258184133,0.506638915365464,0.0089511297055936,0.0040721508893155,0.0016942194405695,0.693886476523695,0.9285714285714288,0.0144470663194431,0.0,0.0218940936863543,0.0144470663194431,0.0140766287215087,0.011854003133902,0.005927001566951,0.0139531495221972,0.01234791993114795,0.009230070148533076,0.2796803864404998,2.1513294602712516e-90,0.01033447525074546,0.01033447525074546,0.00837840054217965,0.00741486553921981,-0.9090321987216304,0.0048156887731477,
