timestamp,volume,conditions,current_price,open,high,low,close,Daily_Percentage_Change,Rolling_Mean_10D,Rolling_Std_10D,Rolling_Mean_20D,Rolling_Std_20D,MACD,RSI,Lag_1,Lag_5,Lag_10,EMA_10,EMA_20,Cumulative_Sum,Z_Score,Bollinger_Upper,Bollinger_Lower,Rate_Of_Change
2023-01-01 00:00:00,,,0.7014563106796114,0.7099879663056559,0.7191539365452411,0.7180451127819549,0.8542944785276072,,,,,,0.4093983497749226,,,,,0.7595500022817601,0.8720104975851015,0.0,0.7014563106796116,,,
2023-01-01 00:01:00,,,0.7172330097087383,0.7099879663056559,0.7191539365452411,0.7180451127819549,0.8542944785276072,0.504810908144367,,,,,0.4125618705483598,,0.7014563106796114,,,0.762863111243989,0.8741018461217034,0.0067482061317677,0.717233009708738,,,
2023-01-01 00:02:00,,,0.7196601941747576,,0.6944770857814337,0.7468671679197998,0.9064417177914108,0.4844494687577386,,,,,0.4154910564496904,,0.7172330097087383,,,0.7660835458296522,0.8763157645359083,0.0135029354207436,0.7196601941747575,,,
2023-01-01 00:03:00,,,0.6516990291262135,0.6221419975932609,0.6298472385428908,0.6478696741854639,0.9064417177914108,0.3779848227181457,,,,,0.4040890960130236,,0.7196601941747576,,,0.7544465928631445,0.869309947573508,0.020075016307893,0.6516990291262135,,,
2023-01-01 00:04:00,,,0.6516990291262135,0.6221419975932609,0.6321974148061107,0.6478696741854639,0.9064417177914108,0.4807748477896535,,,,,0.3952164404431211,,0.6516990291262135,,,0.7449254495269111,0.8629713512741937,0.0266470971950423,0.6516990291262135,,,
2023-01-01 00:05:00,,,0.6638349514563109,0.6221419975932609,0.6415981198589897,0.6478696741854639,0.9064417177914108,0.499640333603469,,,,,0.3908600243873715,,0.6516990291262135,0.7014563106796114,,0.7396839685164625,0.8588451604564491,0.0332517938682322,0.6638349514563108,,,0.2516192833839875
2023-01-01 00:06:00,,,0.7135922330097089,0.6221419975932609,0.7038777908343128,0.6478696741854639,0.9064417177914108,0.557741371765375,,,,,0.3976353986962432,,0.6638349514563109,0.7172330097087383,,0.7458445200111683,0.8617077317312893,0.0399902152641878,0.7135922330097089,,,0.2734063675015015
2023-01-01 00:07:00,,,0.6929611650485434,0.6221419975932609,0.7038777908343128,0.6478696741854639,0.9064417177914108,0.4494952148490799,,,,,0.3989408793351234,,0.7135922330097089,0.7196601941747576,,0.746552444129656,0.8615628367764128,0.0466731898238747,0.6929611650485435,,,0.2587414666800958
2023-01-01 00:08:00,,,0.6905339805825241,0.6221419975932609,0.7038777908343128,0.6478696741854639,0.9064417177914108,0.4770643593645842,,,,,0.3995961697501815,,0.6929611650485434,0.6516990291262135,,0.7466219457009426,0.8611099954123396,0.0533496412263535,0.6905339805825241,,,0.3011135434138791
2023-01-01 00:09:00,,,0.6504854368932038,0.6221419975932609,0.7038777908343128,0.6478696741854639,0.9064417177914108,0.4194919714247465,0.6994326428288689,0.0583782288998372,,,0.3921908038672984,,0.6905339805825241,0.6516990291262135,,0.7382686109495538,0.8553914739735444,0.0599184605348988,0.650485436893204,,,0.2749310617208091
2023-01-01 00:10:00,,,0.6128640776699028,0.6221419975932609,0.7038777908343128,0.6040100250626566,0.9064417177914108,0.422262803531462,0.6898007652724629,0.0784626902650028,,,0.3790411961136536,,0.6504854368932038,0.6638349514563109,0.7014563106796114,0.7235335737325412,0.8452305117291847,0.0663861709067188,0.6128640776699028,,,0.2425658705460082
2023-01-01 00:11:00,,,0.5728155339805825,0.6221419975932609,0.7038777908343128,0.585213032581454,0.9064417177914108,0.4175141075380326,0.6740994854202398,0.1049170000879606,,,0.3610542715360477,,0.6128640776699028,0.7135922330097089,0.7172330097087383,0.7030674345179988,0.8307284523510821,0.0727462491846053,0.5728155339805826,,,0.1859610088626975
2023-01-01 00:12:00,,,0.5691747572815531,0.6221419975932609,0.7038777908343128,0.5751879699248121,0.9064417177914108,0.4749265471873706,0.6577384879271666,0.114782515590215,,,0.3467828381214197,,0.5728155339805825,0.6929611650485434,0.7196601941747576,0.6855578479176132,0.8171249225921176,0.0790965427266796,0.5691747572815533,,,0.1961396696539087
2023-01-01 00:13:00,,,0.5703883495145632,0.6221419975932609,0.7038777908343128,0.5726817042606518,0.9064417177914108,0.4827272850734154,0.6488982715397802,0.1301490845505035,,,0.3365584304817445,0.2773546605058539,0.5691747572815531,0.6905339805825241,0.6516990291262135,0.6714866770528545,0.8049778400602658,0.085450097847358,0.5703883495145632,,,0.198404928569318
2023-01-01 00:14:00,,,0.2985436893203881,0.4235860409145608,0.4336075205640421,0.3007518796992481,0.5092024539877302,0.0436534064691356,0.6105027048423273,0.3112864137220686,,,0.2748680428421858,0.1307742995332774,0.5703883495145632,0.6504854368932038,0.6516990291262135,0.6028864849262137,0.7579520785161526,0.0910730593607305,0.2985436893203883,,,0.0455217502463473
2023-01-01 00:15:00,,,0.1978155339805825,0.1660649819494584,0.199764982373678,0.1804511278195493,0.2131901840490799,0.2977610325384046,0.5598363900250691,0.456939121593753,,,0.2078703635646353,0.0833794444292021,0.2985436893203881,0.6128640776699028,0.6638349514563109,0.5256061285532612,0.7020525048872397,0.0964253098499673,0.1978155339805826,,,0.0
2023-01-01 00:16:00,,,0.1929611650485438,0.1660649819494584,0.199764982373678,0.1804511278195493,0.2131901840490799,0.4715088017409424,0.5032326164401637,0.5238707900257111,,,0.1567025285218536,0.0788724274887932,0.1978155339805825,0.5728155339805825,0.7135922330097089,0.4613573279240754,0.6508332083179509,0.1017645140247879,0.1929611650485439,,,0.0191097027136707
2023-01-01 00:17:00,,,0.1941747572815533,0.1660649819494584,0.199764982373678,0.1804511278195493,0.2131901840490799,0.4830970196842676,0.4490038263623168,0.5513597372154146,,,0.1197368410834774,0.0932752701565148,0.1929611650485438,0.5691747572815531,0.6929611650485434,0.4090449819448434,0.6046528129577098,0.1071069797782126,0.1941747572815533,,,0.0219987774433925
2023-01-01 00:18:00,,,0.2087378640776698,0.1660649819494584,0.2009400705052881,0.1804511278195493,0.2131901840490799,0.5086238982767142,0.3966222456788488,0.5378316540782424,,,0.0969962790316432,0.1170464983139042,0.1941747572815533,0.5703883495145632,0.6905339805825241,0.3693022260248719,0.5648010260611684,0.1124885844748858,0.20873786407767,,,0.0311566962815131
