date,open,high,low,close,volume,SMA_20,SMA_50,SMA_100,EMA_12,EMA_26,Bollinger_Upper,Bollinger_Lower,RSI,MACD,MACD_Signal,ATR,ATR_14,OBV,Stochastic_Oscillator
2024-07-23,0.9839661286024154,0.983847639130008,0.9829999447629808,0.9787517947301692,0.0395333706611699,,,,1.0,1.0,,,,0.8354830466924932,0.9266175351775684,0.0072223785772052,,0.0004565065127045,
2024-07-24,0.9730331044199702,0.969325818260255,0.957962199691304,0.9546843690744682,0.0855433926916351,,,,0.995515806112471,0.9977744666691892,,,,0.8286047759483487,0.9246003489668528,0.0187443974239585,,1.6106605283663577e-07,
1993-02-24,0.0007218114649819,0.0007193761942567,0.0008432617754047,0.0016180725985211,2.422444186484116e-05,,,,0.8141481107219942,0.907583015401986,,,,0.550915755202799,0.8415489124818407,0.0009964764740684,,0.0,
1997-02-06,0.0662863528675052,0.0658528957825914,0.0657744184815719,0.0666406196131666,0.0028448220140706,,,,0.6727980066531043,0.830085097227494,,,,0.3551789691370952,0.7177041569996618,0.0720452490751459,,1.5206962577897737e-05,
2024-07-25,0.958577609491124,0.966045537629568,0.9524882916427346,0.9492763974545124,0.0702085173367212,,,,0.7176449786795885,0.8399457737026774,,,,0.4595474767096212,0.6492364403353154,0.9975208281811956,,0.0003897516766159,
2001-01-25,0.1788287904492678,0.1791246723699437,0.178048700578321,0.1776284141487643,0.0124142802051523,,,,0.6118205308648083,0.777721148163848,,,,0.3250712439797012,0.5550245053305665,0.0032551564819568,,0.0003234984112393,
1993-02-25,0.0016842267516244,0.000959168259009,0.001626290566852,0.0017978584428012,4.511945807053354e-05,,,,0.4895163751536386,0.7038465676469261,,,,0.1752781156394703,0.4357252191429177,0.0003985905896273,,0.0003232258850283,
2005-01-20,0.143488899198923,0.1425803559466886,0.1426485731742844,0.1420907455960594,0.0827122328035451,,,,0.4121673293159094,0.6484171692798486,,,,0.1055370741545651,0.319832878052916,0.1568719633468933,,0.0007644690926573,
1997-02-07,0.0682713343962055,0.0678611543248916,0.0664972142890617,0.068678192515008,0.0026587186005023,,,,0.3330400588328963,0.5903051371192833,,,,0.0382344305451268,0.2073812004791652,0.0029894294222052,,0.0007502548603899,
2009-01-09,0.0920381875991654,0.0910154760973706,0.0811049194858861,0.0876084356745474,0.3799545154531847,,,,0.2696132590521678,0.5382481940543253,,,,0.0,0.1062068706011172,0.0255921731246742,,0.0027770757738531,
2024-07-26,0.9603678039402996,0.965527548402973,0.9602751694047372,0.9608402785723646,0.0617190559447985,,,,0.3786432126398782,0.5707957398791228,,,,0.22912784589078,0.0924635884737814,0.9737036778025984,,0.0031063352054691,
2012-12-31,0.1853924704034922,0.189311035443947,0.1855344423323687,0.1898610506644467,0.2800506210469528,,,,0.3272520426787962,0.5296393151743437,,,,0.195214522983365,0.0715232235195537,0.0062871128628046,,0.0016124310301109,
2001-01-26,0.1767235070097373,0.1769665437871733,0.175729730695958,0.1773287710749641,0.0081876317347536,,,,0.2814322176672573,0.4903726450050873,,,,0.1723591415212574,0.0480681479582357,0.0034212358943015,,0.0015687239500392,
1993-02-26,0.0021052834395305,0.0010790642913851,0.001746756534767,0.0019177156723213,7.003274662347445e-05,,,,0.2099793647729247,0.4377942220862691,,,0.1674673865737423,0.1118784456494529,0.011566951204833,0.0003985905896273,0.6075089117558771,0.0015683185290241,0.0013401004605579
2016-12-19,0.3501387114716409,0.3494154127477601,0.3504090020066084,0.3492615677592183,0.1037126425525168,,,,0.2142356598361654,0.4212296498755731,,,0.3205558944315838,0.1720074849462068,0.0,0.3859446473570521,0.7875850250081174,0.0021215840950287,0.3597008714785349
2020-12-09,0.6304517974833013,0.6276317272625466,0.6219296756840655,0.6202731599956801,0.0850646442434058,,,,0.2683314699438393,0.4309527330470482,,,0.4346206915888151,0.3041309726771277,0.0294942126374248,0.3092159269665374,0.9256993857479324,0.0025753757567362,0.6414627388323266
2005-01-21,0.1432964199912557,0.1421966943980945,0.1414150035902906,0.1407099883942724,0.0725070839271287,,,,0.22475361118278,0.3956100131198021,,,0.6056409833315763,0.2766466409551601,0.0450292697671739,0.0027369844638082,0.9265269682264772,0.0021885698128737,0.1443471958523879
1997-02-10,0.0691134477720177,0.0684006864705843,0.0677319904601901,0.067239905760767,0.0019113199439141,,,,0.1741912417444531,0.3560914374905237,,,0.552400972762559,0.2404846980919252,0.046852124833703,0.0022254641254194,0.8933288266374945,0.0021783424247278,0.0682323869766407
2009-01-12,0.0875725652704994,0.0863922927622929,0.083128753529224,0.0835045260534954,0.3189972091376432,,,,0.1344380894067773,0.3210041656871401,,,0.1513631868241889,0.2235815931895989,0.0433532457574751,0.0220633262744392,0.4295150769152182,0.0038799991487626,0.0851281580506369
2024-07-29,0.9675666529609108,0.9652589544337392,0.9626459030316497,0.9614539629292328,0.0453612432580565,0.965650522700819,,,0.2643785633634287,0.3697006096250624,1.0,0.0,0.9060841784427562,0.4682223270191555,0.1122997793312294,0.9779552788713762,0.89296870532702,0.0041220011993589,0.99516962621065
2013-01-02,0.1958827912534043,0.1961978558702861,0.195537942090394,0.1968607013621256,0.2204927067782858,0.7424081872737209,,,0.2318707309217131,0.3440873835694285,0.8492495191794811,0.049194715485112,0.6296522941308804,0.4455633089552664,0.16081180996475,0.0028857916172691,0.8941513278735572,0.0029457964449195,0.20252880968771
