date,timestamp,close,Daily_Percentage_Change,Rolling_Mean_10D,Rolling_Std_10D,Rolling_Mean_20D,Rolling_Std_20D,MACD,RSI,Lag_1,Lag_5,Lag_10,EMA_10,EMA_20,Cumulative_Sum,Z_Score,Bollinger_Upper,Bollinger_Lower,Rate_Of_Change,Close
2024-08-16,2024-08-16 09:00:00.796,0.0944350758853289,0.21739130434782838,0.107715525372571,0.2270375363157635,0.5375049090195052,0.9548330945497664,0.0225697274197103,0.0535549482619417,0.0775716694772343,0.1146711635750423,0.2681281618887015,0.1327137438984,0.2553747431129434,0.5403244389142358,0.0944350758853289,0.8144896832263773,0.0190008988072678,0.5348403453485825,0.0944350758853289
2024-08-16,2024-08-16 11:30:00.636,0.1129848229342327,0.1964285714285705,0.0901716657234481,0.1928857708968972,0.4715276868700089,0.8950273615763943,0.0531109495268632,0.077957590290819,0.0944350758853289,0.064080944350759,0.2698145025295106,0.1188561322668966,0.2268426149033473,0.5581247983778055,0.1129848229342326,0.7447261156931329,0.0,0.6221638350908006,0.1129848229342327
2024-08-16,2024-08-16 14:00:00.647,0.1163575042158515,0.029850746268655914,0.0707413695529144,0.1206197704755305,0.4060740934677307,0.8113141155516078,0.0877865856830558,0.1796063843816273,0.1129848229342327,0.064080944350759,0.2900505902192241,0.1081834303609849,0.2014151326400362,0.5759482003778976,0.1163575042158517,0.6626819704249045,0.0169982681408216,0.6264478485183219,0.1163575042158515
2024-08-16,2024-08-16 16:00:09.921,0.0,-1.0,0.043010752688172,0.0959732945691108,0.3359078413404894,0.7381463094829915,0.0872358856935662,0.19140375695654,0.1163575042158515,0.0758853288364251,0.247892074198988,0.0764968525935585,0.1650474514674473,0.5929766348679663,0.0,0.5834542165328895,0.0108539266747342,0.464098366581673,0.0
2024-08-19,2024-08-19 07:30:00.924,0.0033726812816188,inf,0.0156574231277115,0.0108490402488944,0.2700615263777983,0.6525456854922278,0.09716286566388,0.2034292563703493,0.0,0.0775716694772343,0.247892074198988,0.0512368147582558,0.1325306593804769,0.6100281118945573,0.0033726812816191,0.5001887196955566,0.0299906534789027,0.4662920866944496,0.0033726812816188
2024-08-19,2024-08-19 08:30:00.926,0.1973018549747047,57.50000000000145,0.0249009620826257,0.0701522924096047,0.2235894750621812,0.5372504573917122,0.1757766213848027,0.529580542573012,0.0033726812816188,0.0944350758853289,0.1146711635750423,0.0688267896033849,0.1253804777796818,0.6284045347711876,0.1973018549747048,0.4125344673797264,0.1241869881851567,0.6891748534697879,0.1973018549747047
2024-08-19,2024-08-19 09:00:00.830,0.1821247892074198,-0.07692307692307654,0.0381060177325029,0.1019024004320585,0.1763319806257355,0.3862600825608924,0.2408197953458687,0.4917973352797476,0.1973018549747047,0.1129848229342327,0.064080944350759,0.0802245393191016,0.1171684140438396,0.646677266233467,0.1821247892074198,0.3056352899314842,0.2695918400615653,0.6462194716542043,0.1821247892074198
2024-08-19,2024-08-19 15:00:11.868,0.0,-1.0,0.0309375589511415,0.1260719514097616,0.1148056028275945,0.1719158470563537,0.2414054557416837,0.3936772856511157,0.1821247892074198,0.1163575042158515,0.064080944350759,0.0536213962865632,0.0888242298804127,0.6637057007235356,0.0,0.1571084960077184,0.485017930642206,0.4152088787329204,0.0
2024-08-20,2024-08-20 09:00:00.681,0.0236087689713322,inf,0.0250896057347671,0.1369754056402251,0.0844351354889392,0.1244837469036214,0.2569002597279407,0.4196641753925613,0.0,0.0,0.0758853288364251,0.0365125961717178,0.0658905946453871,0.6808954329692612,0.0236087689713322,0.1145188626864079,0.505533504354128,0.5908047408605237,0.0236087689713322
2024-08-20,2024-08-20 10:30:00.463,0.0286677908937602,0.21428571428570042,0.0196189398226751,0.1443855759905953,0.0653226862154738,0.1149130182710107,0.278001208969416,0.519771148417012,0.0236087689713322,0.0033726812816188,0.0775716694772343,0.023512502948459,0.0457220657508012,0.6981197290197705,0.0286677908937604,0.098391090312659,0.4886288769634141,0.5929572840883094,0.0286677908937602
2024-08-20,2024-08-20 11:30:01.559,0.0151770657672849,-0.47058823529411453,0.0107526881720425,0.1523355972863983,0.0456866081947904,0.1036683218421946,0.2973557418615339,0.5535785178323657,0.0286677908937602,0.1973018549747047,0.0944350758853289,0.010214687140881,0.0259251475218338,0.7152518549241901,0.0151770657672849,0.0810783424838526,0.4733367719716552,0.3401669725355839,0.0151770657672849
2024-08-20,2024-08-20 14:00:00.772,0.0185497470489037,0.22222222222221766,0.0001886436521409,0.1509505254524362,0.0261814373609112,0.0845963222954449,0.3204834614836147,0.5573922856840886,0.0151770657672849,0.1821247892074198,0.1129848229342327,0.0,0.0084009504790918,0.732407023365132,0.018549747048904,0.0597214255173086,0.4697650832665241,0.3614413709895341,0.0185497470489037
2024-08-20,2024-08-20 16:00:13.394,0.1146711635750423,5.181818181818249,0.0,0.1503906224641488,0.0125670899332375,0.0440924254592839,0.3757949614660144,0.640673469307472,0.0185497470489037,0.0,0.1163575042158515,0.010604831973592,0.003583786054929,0.750218904096963,0.1146711635750423,0.0305013417008055,0.5072515289664423,0.7094469855258078,0.1146711635750423
2024-08-20,2024-08-20 16:30:01.485,0.12141652613828,0.05882352941176405,0.0135823429541601,0.147757000569396,0.0027490509228957,0.0139361343158022,0.4272726050350488,0.6450306442767534,0.1146711635750423,0.0236087689713322,0.0,0.020612200628078,0.0,0.7680768699018388,0.12141652613828,0.0089308165126436,0.5356770020168353,0.6862804703699857,0.12141652613828
2024-08-22,2024-08-22 13:30:09.775,0.2124789207419897,0.7499999999999976,0.0369741558196565,0.1792676435509327,0.0,0.0,0.5019700057588973,0.7023779165798715,0.12141652613828,0.0286677908937602,0.0033726812816188,0.046764335018083,0.0072146377705637,0.7865569841928199,0.2124789207419897,0.0,0.5517114066022888,0.7968040065513717,0.2124789207419897
2024-08-22,2024-08-22 14:30:01.181,0.3018549747048902,0.4206349206349209,0.0486700622524054,0.2557742479678551,0.0145306977353065,0.0557645696881329,0.5934720688693353,0.7477031152528997,0.2124789207419897,0.0151770657672849,0.1973018549747047,0.08579315120449,0.0240056278486493,0.8056477257016452,0.3018549747048905,0.0377846904239964,0.4932728076838657,0.9312883910779308,0.3018549747048902
2024-08-22,2024-08-22 15:00:00.668,0.3086003372681278,0.02234636871508333,0.0628183361629881,0.3253034209232587,0.0335122398219658,0.1001946824233945,0.6708234914429221,0.7496722805908094,0.3018549747048902,0.0185497470489037,0.1821247892074198,0.1190565069421882,0.0399720768195646,0.8247845522835154,0.3086003372681281,0.072185750511748,0.4587125552653885,0.9351514393349816,0.3086003372681278
2024-08-22,2024-08-22 15:30:00.668,0.337268128161889,0.0928961748633903,0.1005470665912091,0.3699969696647789,0.0547192040843036,0.1441731245331248,0.7431773661045034,0.8881115963001159,0.3086003372681278,0.1146711635750423,0.0,0.1519274036009692,0.0577099650241428,0.844117240425826,0.3372681281618889,0.107640355329635,0.4284231967338474,0.8373038858665465,0.337268128161889
2024-08-22,2024-08-22 16:00:01.369,0.4755480607082631,0.4099999999999988,0.1511035653650259,0.4798108038198811,0.085744207356984,0.2329379415530451,0.8456444072322731,0.9415232217745588,0.337268128161889,0.12141652613828,0.0236087689713322,0.2061008765453156,0.0896378470456484,0.864394672565556,0.4755480607082633,0.1723664535598796,0.3481981887460863,1.0,0.4755480607082631
2024-08-22,2024-08-22 16:30:01.377,0.4047217537942664,-0.14893617021276617,0.1931710997924915,0.484532873538274,0.1111402015970677,0.2734620845662987,0.904047545532258,0.776458508540001,0.4755480607082631,0.2124789207419897,0.0286677908937602,0.2364524036735407,0.1103916699456433,0.884188211438315,0.4047217537942664,0.2084334602929405,0.3297768840319941,0.7908375158898415,0.4047217537942664
2024-08-23,2024-08-23 09:30:09.513,0.3946037099494099,-0.024999999999999578,0.2356159215242406,0.4346854666587113,0.1344416808482789,0.3036347460020374,0.9465654142614416,0.7818001087230664,0.4047217537942664,0.3018549747048902,0.0151770657672849,0.259289439400677,0.1280070370761921,0.903912622701507,0.3946037099494099,0.2378363288224991,0.323180403991909,0.6678311079797672,0.3946037099494099
2024-08-23,2024-08-23 10:30:00.805,0.3743676222596965,-0.051282051282051544,0.2754197321260143,0.3275065895492937,0.1547322948029847,0.3242106784219506,0.9729358091763752,1.0,0.3946037099494099,0.3086003372681278,0.0185497470489037,0.2739822229673305,0.1416209477792236,0.9234987787455644,0.3743676222596965,0.2604406354555473,0.32581389887733,0.6362912785280352,0.3743676222596965
2024-08-23,2024-08-23 11:00:00.599,0.36424957841484,-0.02702702702702653,0.3033389926428977,0.2495773124279672,0.1739756512632544,0.33867743619809,0.9895717477475386,0.9726316784973168,0.3743676222596965,0.337268128161889,0.1146711635750423,0.2840075594168181,0.1527763943506142,0.9430158071800544,0.36424957841484,0.2792215330484358,0.3357322060945007,0.5910089984662247,0.36424957841484
2024-08-23,2024-08-23 12:00:01.103,0.3591905564924116,-0.013888888888889062,0.3299377475947933,0.124436732379199,0.2018588820526234,0.3294249466671392,1.0,0.961712816203898,0.36424957841484,0.4755480607082631,0.12141652613828,0.2912120914593297,0.162288466835244,0.9624982718097608,0.3591905564924115,0.2905303795524534,0.3945271489310595,0.4327374186382214,0.3591905564924116
2024-08-23,2024-08-23 15:00:12.781,0.247892074198988,-0.3098591549295783,0.3338992642897569,0.094785390610608,0.2208404241392845,0.3036613306908701,0.971665075281634,0.820463416241492,0.3591905564924116,0.4047217537942664,0.2124789207419897,0.2751503574295002,0.1581137143717059,0.9812203327342274,0.2478920741989882,0.2879829379798533,0.4631706451202166,0.3842614479821624,0.247892074198988
2024-08-23,2024-08-23 15:30:01.173,0.2563237774030353,0.03401360544217713,0.3288058856819469,0.1180989227522028,0.225422175677445,0.3037456451410506,0.9513534307281968,0.8235400600285491,0.247892074198988,0.3946037099494099,0.3018549747048902,0.2636722986138462,0.1553048083871715,1.0,0.2563237774030356,0.2906858671257506,0.4704724777820193,0.4045099285920995,0.2563237774030353
