date,timestamp,close,Daily_Percentage_Change,Rolling_Mean_10D,Rolling_Std_10D,Rolling_Mean_20D,Rolling_Std_20D,MACD,RSI,Lag_1,Lag_5,Lag_10,EMA_10,EMA_20,Cumulative_Sum,Z_Score,Bollinger_Upper,Bollinger_Lower,Rate_Of_Change,Close
2024-08-12,2024-08-12 08:30:09.583,0.9747048903878576,,,,,,0.90208544387297,,,,,0.9914714999643844,0.994817551756836,0.0,0.974704890387858,,,,0.9747048903878576
2024-08-12,2024-08-12 09:00:00.481,0.9966273187183812,0.022491349480969758,,,,,0.9090560778354086,,0.9747048903878576,,,0.9957962357980475,0.997335004373177,0.0238375040324438,0.9966273187183812,,,,0.9966273187183812
2024-08-13,2024-08-13 07:30:09.897,1.0,0.0033840947546530664,,,,,0.91551036854137,,0.9966273187183812,,,1.0,1.0,0.0476980506014102,1.0,,,,1.0
2024-08-13,2024-08-13 09:00:00.908,0.9055649241146706,-0.0944350758853294,,,,,0.8903868121147569,,1.0,,,0.9848098121544884,0.9915667752491126,0.0709134061477487,0.9055649241146708,,,,0.9055649241146706
2024-08-13,2024-08-13 09:30:01.017,0.9055649241146706,0.0,,,,,0.8708364318005524,,0.9055649241146706,,,0.9723814766445248,0.9839367147602144,0.0941287616940872,0.9055649241146708,,,,0.9055649241146706
2024-08-13,2024-08-13 10:30:00.488,0.9224283305227652,0.01862197392923659,,,,,0.8612373224892746,,0.9055649241146706,0.9747048903878576,,0.9655395583720576,0.9789698287114,0.1174593299230379,0.9224283305227656,,,0.5110837009365479,0.9224283305227652
2024-08-13,2024-08-13 11:00:01.086,0.9915682967959528,0.07495429616087801,,,,,0.8761664655700522,,0.9224283305227652,0.9966273187183812,,0.973581176715438,0.9824156376806794,0.1412622701506981,0.9915682967959528,,,0.5553371597082358,0.9915682967959528
2024-08-13,2024-08-13 11:30:00.188,0.9629005059021916,-0.028911564625851094,,,,,0.8790430162015809,,0.9915682967959528,1.0,,0.9745052588502672,0.9822412209457996,0.1648693488179178,0.962900505902192,,,0.5255501271530496,0.9629005059021916
2024-08-13,2024-08-13 12:00:00.891,0.9595278246205728,-0.003502626970227518,,,,,0.8804869105046682,,0.9629005059021916,0.9055649241146706,,0.9745959820770812,0.981696114926013,0.1884533849486151,0.9595278246205732,,,0.6116153821773291,0.9595278246205728
2024-08-13,2024-08-13 12:30:01.296,0.9038785834738614,-0.05799648506151123,1.0,0.0,,,0.8641696176450976,,0.9595278246205728,0.9055649241146706,,0.9636920345939868,0.9748124671237716,0.2116572192266924,0.9038785834738616,,,0.5584340859609471,0.9038785834738614
2024-08-13,2024-08-13 13:00:00.892,0.8516020236087685,-0.05783582089552264,0.9862290133936992,0.0407408006717945,,,0.8351952220381695,,0.9038785834738614,0.9224283305227652,0.9747048903878576,0.9444577914135586,0.9625812485875382,0.2345038941886722,0.8516020236087686,,,0.4926946026245566,0.8516020236087685
2024-08-13,2024-08-13 14:00:00.889,0.7959527824620571,-0.06534653465346507,0.963780418788908,0.0944026711004585,,,0.7955620802572616,,0.8516020236087685,0.9915682967959528,0.9966273187183812,0.9177425077790846,0.9451244513656532,0.2569703672980321,0.7959527824620574,,,0.3777200195519271,0.7959527824620571
2024-08-13,2024-08-13 15:00:01.497,0.7908937605396287,-0.006355932203390036,0.9403886059234106,0.1144146093493452,,,0.7641158070770788,,0.7959527824620571,0.9629005059021916,1.0,0.8948865324801729,0.928749255656368,0.2794022766026083,0.7908937605396287,,,0.3983946974136041,0.7908937605396287
2024-08-13,2024-08-13 15:30:01.042,0.7925801011804383,0.002132196162047073,0.9277494812299564,0.1455852895900566,,,0.7415869197255656,0.3207786075312903,0.7908937605396287,0.9595278246205728,0.9055649241146706,0.8765188610409957,0.9141272525968428,0.3018457071754458,0.7925801011804385,,,0.4029958428206519,0.7925801011804383
2024-08-14,2024-08-14 15:00:11.891,0.4148397976391229,-0.4765957446808513,0.8728541784568953,0.5130175890093114,,,0.6056557398682899,0.1512489374746929,0.7925801011804383,0.9038785834738614,0.9055649241146706,0.7869722410932347,0.8575201761756945,0.3217083736577721,0.4148397976391228,,,0.0924628044246824,0.4148397976391229
2024-08-15,2024-08-15 09:00:10.549,0.2748735244519391,-0.33739837398373995,0.8004150160347105,0.8084702691095278,,,0.4580302516786693,0.0964337214739809,0.4148397976391229,0.8516020236087685,0.9224283305227652,0.686095049834337,0.7902312831855594,0.3406147748744181,0.2748735244519393,,,0.0,0.2748735244519391
2024-08-15,2024-08-15 09:30:00.749,0.2681281618887015,-0.02453987730061291,0.7194868892661765,0.944239394934654,,,0.3452849042390349,0.0912210648139938,0.2748735244519391,0.7959527824620571,0.9915682967959528,0.6022284781282377,0.7285762553894575,0.3594750910180192,0.2681281618887017,,,0.0388152189901737,0.2681281618887015
2024-08-15,2024-08-15 10:00:00.678,0.2698145025295106,0.006289308176099517,0.6419543482361818,1.0,,,0.2638331627279858,0.1078788841093955,0.2681281618887015,0.7908937605396287,0.9629005059021916,0.5339430459922703,0.6729867852037645,0.3783469284298815,0.2698145025295108,,,0.0446834457226024,0.2698145025295106
2024-08-15,2024-08-15 11:00:00.747,0.2900505902192241,0.07500000000000062,0.5670628183361628,0.9725586398090365,,,0.213725657351553,0.1353718472841571,0.2698145025295106,0.7925801011804383,0.9595278246205728,0.4820652108183911,0.6250153526889366,0.3973570210608783,0.2900505902192243,,,0.0632848143844807,0.2900505902192241
2024-08-15,2024-08-15 12:00:02.156,0.247892074198988,-0.14534883720930236,0.4936804376532735,0.9262540416053208,1.0,0.7974349076218897,0.1689071309781065,0.1054741900834222,0.2900505902192241,0.4148397976391229,0.9038785834738614,0.4313029096323686,0.5767713730012374,0.4160790819853449,0.2478920741989882,1.0,1.0,0.3735717798186428,0.247892074198988
2024-08-15,2024-08-15 12:30:01.442,0.247892074198988,0.0,0.4261460101867569,0.8425731418484215,0.943579002487236,0.838932474299363,0.1421482093224972,0.0061222360868765,0.247892074198988,0.2748735244519391,0.8516020236087685,0.3897701177528958,0.5331220580457003,0.4348011429098115,0.2478920741989882,0.9891053287225168,0.8475439693479085,0.5283841444447782,0.247892074198988
2024-08-15,2024-08-15 14:00:01.548,0.1146711635750423,-0.5374149659863936,0.3499339747217509,0.7791849072152719,0.8751145437884533,0.8947348067145319,0.0874834892114688,0.0016823018265928,0.247892074198988,0.2681281618887015,0.7959527824620571,0.3295076555895977,0.4783314548056698,0.4526130236416424,0.1146711635750423,0.9787522023328732,0.6545368280651118,0.379530870566735,0.1146711635750423
2024-08-15,2024-08-15 14:30:01.344,0.064080944350759,-0.4411764705882346,0.2686285606489345,0.6394351064437209,0.8024610551119258,0.9402822274226896,0.0378521395776755,0.0,0.1146711635750423,0.2698145025295106,0.7908937605396287,0.2702218451125717,0.4229494982174548,0.470079266325637,0.0640809443507589,0.9605704339531592,0.4698178772810344,0.3181845746265256,0.064080944350759
2024-08-15,2024-08-15 16:00:01.043,0.064080944350759,0.0,0.187134502923977,0.2893737639957938,0.7371383688964519,0.9809622523820746,0.0088159916229388,0.0020015599475409,0.064080944350759,0.2900505902192241,0.7925801011804383,0.2217152729040963,0.3728420136852599,0.4875455090096317,0.0640809443507589,0.944080247348912,0.304136589789783,0.2963269665371021,0.064080944350759
2024-08-16,2024-08-16 07:00:12.842,0.0758853288364251,0.18421052631578894,0.1492171288436146,0.2362820773043853,0.6727320329886108,1.0,0.0,0.0213856156679219,0.064080944350759,0.247892074198988,0.4148397976391229,0.1843567813712319,0.3288622219458834,0.505092400571455,0.075885328836425,0.916729730943704,0.1717604575967808,0.3562162359842303,0.0758853288364251
2024-08-16,2024-08-16 08:00:00.805,0.0775716694772343,0.022222222222219035,0.1271458215431051,0.2413293576146085,0.6071475323995283,0.9974673713532028,0.003909262667152,0.0277241770484504,0.0758853288364251,0.247892074198988,0.2748735244519391,0.154123414831548,0.2892646320019905,0.5226508134015393,0.0775716694772345,0.8773413958170444,0.0691891163194515,0.3582145634784217,0.0775716694772343
