date,value,Monthly_Percentage_Change,Annual_Percentage_Change,Rolling_3M_Average,Rolling_6M_Average,Rolling_12M_Average,MACD,RSI,Consumer_Sentiment_Rolling_6M_Avg,Consumer_Sentiment_Rolling_12M_Avg
2002-10-01,0.493548387096774,0.3933776394003182,0.4851093990865587,0.5541886350322202,0.6115599751398384,0.634329632792485,0.3260671137411746,0.335973885294749,0.6228494623655915,0.6408602150537634
2002-11-01,0.5516129032258066,0.7211128704342572,0.5211600753118039,0.5342706502636206,0.5720944686140459,0.6348420153714773,0.3196805446573008,0.5376217232527027,0.5887096774193549,0.641263440860215
2002-12-01,0.5919354838709678,0.675901416400107,0.4872801774430406,0.5377855887521968,0.5543816034804225,0.631255337318531,0.3338086477171519,0.5622026631881256,0.5733870967741935,0.6384408602150539
2003-01-01,0.5225806451612904,0.4365030106214501,0.3748672913300043,0.5483304042179263,0.536668738346799,0.6131511528608029,0.3215566459309946,0.4744636601472376,0.5580645161290323,0.6241935483870967
2003-02-01,0.4822580645161292,0.4946455298709812,0.3685262438661562,0.5231400117164616,0.5127408328154133,0.5947053800170794,0.2999709961631741,0.3549910596898998,0.5373655913978496,0.6096774193548388
2003-03-01,0.4451612903225805,0.4993370983518717,0.2813400439930211,0.4698301113063857,0.486326911124922,0.5637916310845432,0.2725625274719501,0.2407617289136163,0.5145161290322581,0.5853494623655914
2003-04-01,0.5806451612903225,0.9130917286011933,0.4230403675956083,0.4909197422378443,0.503107520198881,0.5518360375747224,0.3074518376912964,0.4282709094872661,0.5290322580645161,0.5759408602150539
2003-05-01,0.6790322580645161,0.8004173030979767,0.455064609041525,0.562390158172232,0.5276569297700435,0.5436379163108451,0.3764477538683519,0.4455294220029141,0.5502688172043011,0.5694892473118279
2003-06-01,0.6403225806451613,0.5075719803477324,0.4803458217752007,0.6332747510251903,0.5369794903666871,0.5390264730999146,0.4185142795564283,0.4495705000293476,0.5583333333333333,0.5658602150537635
2003-07-01,0.6596774193548387,0.6266455638782155,0.5562621017126519,0.6619800820152314,0.5633934120571784,0.5438087105038427,0.4613926920840132,0.4058059442455798,0.5811827956989247,0.5696236559139786
2003-08-01,0.6338709677419354,0.5331064099870205,0.5408609336904224,0.6455770357352083,0.5926041019266626,0.5467122117847991,0.4870042643778441,0.4470872346538767,0.6064516129032258,0.5719086021505376
