date,value,Lag_1,Lag_3,Lag_12,Rolling_Mean_3M,Rolling_Mean_6M,Rolling_Mean_12M,Rolling_Std_3M,Rolling_Std_6M,Rolling_Std_12M,MoM_Percentage_Change,YoY_Percentage_Change,Cumulative_Sum,Cumulative_Product,Trend,Seasonal,Residual,EMA_12,EMA_26,EMA_50,ROC,RSI,Z_Score,Days_Since_Peak,Days_Since_Trough,Peak,Trough
1987-10-01,0.8260869565217392,0.804347826086957,0.8152173913043477,0.7934782608695663,0.8134328358208949,0.814885496183205,0.8093841642228741,0.0686398223070805,0.0415364853604924,0.0764090675712421,0.753804092567992,0.6012365860439233,140.82608695652164,0.8260869565217472,0.8278728606356971,0.1514445066156895,0.7033614467531955,0.8057869422463027,0.7866734770286659,0.7559406225951752,0.6012365860439244,0.6801470588235244,0.8260869565217399,,,0.8260869565217392,0.0
1987-11-01,0.8260869565217392,0.8260869565217392,0.8260869565217392,0.7934782608695663,0.8134328358208949,0.8148854961832068,0.812316715542523,0.0686398223070805,0.0415364853604924,0.080193433244355,0.7002633468996896,0.6012365860439233,141.65217391304338,0.8260869565217472,0.8298288508557459,0.5867193159658655,0.6930413148008618,0.8090626560632241,0.7900956865752233,0.7593402573484473,0.6012365860439244,0.6470588235294046,0.8260869565217399,,,0.8260869565217392,0.0
1987-12-01,0.8260869565217392,0.8260869565217392,0.804347826086957,0.7826086956521738,0.820895522388061,0.8187022900763363,0.8162267839687205,0.0,0.0309503609219206,0.0654024735191727,0.7002633468996896,0.6206762262750012,142.47826086956513,0.8260869565217472,0.8312958435207829,0.0,0.6955776339427793,0.8118344139083113,0.793264399118331,0.7626065730917873,0.6206762262750017,0.6470588235294046,0.8260869565217399,,,0.8260869565217392,0.0
1988-01-01,0.8369565217391299,0.8260869565217392,0.8260869565217392,0.7934782608695663,0.8246268656716422,0.8225190839694658,0.8201368523949171,0.034319911156135,0.0415364853604791,0.0676349412191145,0.7269522269702624,0.6205578723009888,143.31521739130426,0.8369565217391379,0.834229828850857,0.0222677698507141,0.7197082783011091,0.8159719014934961,0.7970673262836065,0.7662102116139318,0.6205578723009894,0.6801470588235201,0.8369565217391306,,,0.8369565217391299,0.0
1988-02-01,0.8478260869565224,0.8369565217391299,0.8260869565217392,0.804347826086957,0.8320895522388065,0.8263358778625953,0.8240469208211145,0.0594438298297947,0.06653074972246,0.0860204500639477,0.726911666362256,0.6204398797131624,144.1630434782608,0.8478260869565304,0.8376528117359427,0.9554092315497656,0.732195072770935,0.8212650065510712,0.8014574892101463,0.7701379445706147,0.6204398797131627,0.7628676470588204,0.8478260869565227,,,0.8478260869565224,0.0
1988-03-01,0.8260869565217392,0.8478260869565224,0.8260869565217392,0.804347826086957,0.8320895522388065,0.8301526717557248,0.826001955034215,0.0594438298297947,0.0309503609219028,0.0801934332444137,0.647047582995689,0.581856303492946,144.98913043478254,0.8260869565217472,0.8415647921760385,0.5710665168439846,0.6607459146923489,0.8221594797057206,0.8037845867432605,0.7729808215993588,0.5818563034929447,0.6314878892733504,0.8260869565217399,,,0.8478260869565224,0.0
1988-04-01,0.8369565217391299,0.8260869565217392,0.8369565217391299,0.7934782608695663,0.8320895522388065,0.8320610687022896,0.8299120234604107,0.0594438298297947,0.0294936643228565,0.0607956836678878,0.7269522269702624,0.6205578723009888,145.82608695652166,0.8369565217391379,0.8449877750611243,0.2965245173761559,0.6868339976033973,0.824708495629765,0.8068082407511339,0.7761776268466969,0.6205578723009894,0.6314878892733504,0.8369565217391306,,,0.8478260869565224,0.0
1988-05-01,0.8260869565217392,0.8369565217391299,0.8478260869565224,0.8260869565217392,0.8246268656716422,0.8320610687022896,0.8299120234604125,0.034319911156135,0.0294936643228565,0.0607956836678878,0.6736150274371251,0.5432727272727268,146.6521739130434,0.8260869565217472,0.8488997555012237,0.6540744777450982,0.6395699170958515,0.8250732012338462,0.8087389863182493,0.7787836535901045,0.5432727272727267,0.5882352941176437,0.8260869565217399,,,0.8478260869565224,0.0
1988-06-01,0.8369565217391299,0.8260869565217392,0.8260869565217392,0.804347826086957,0.8283582089552244,0.8339694656488543,0.8328445747800588,0.034319911156185,0.0248899655639183,0.048617008098851,0.7269522269702624,0.6011480916030528,147.48913043478254,0.8369565217391379,0.853300733496333,0.4256566938086052,0.662424426215356,0.82717395230741,0.8113956477650133,0.7817528967985892,0.6011480916030523,0.6617647058823453,0.8369565217391306,,,0.8478260869565224,0.0
1988-07-01,0.8478260869565224,0.8369565217391299,0.8369565217391299,0.8152173913043477,0.8320895522388065,0.8358778625954191,0.835777126099706,0.0594438298297947,0.0351237166893906,0.0534803582638739,0.726911666362256,0.6010598669623091,148.33695652173907,0.8478260869565304,0.8586797066014658,1.0,0.6735387394280181,0.8307436649320756,0.8147244535447831,0.7850711126892076,0.6010598669623076,0.5974264705882316,0.8478260869565227,,,0.8478260869565224,0.0
1988-08-01,0.8695652173913038,0.8478260869565224,0.8260869565217392,0.8260869565217392,0.8470149253731334,0.8396946564885486,0.8396871945259052,0.090801949929336,0.0792735954485228,0.0897647441983005,0.7534791108036863,0.6202049720953798,149.20652173913038,0.8695652173913118,0.8640586797066021,0.727691959748654,0.7265116020395155,0.8373484990470148,0.8195445492582518,0.7891900296510066,0.6202049720953808,0.7628676470588166,0.8695652173913042,,,0.8695652173913038,0.0
1988-09-01,0.8478260869565224,0.8695652173913038,0.8369565217391299,0.804347826086957,0.8507462686567155,0.8435114503816799,0.8435972629521009,0.0686398223073168,0.069211015575467,0.0676349412192346,0.6472085989227846,0.6204398797131624,150.0543478260869,0.8478260869565304,0.8689486552567232,0.4865353812381272,0.6510158920194762,0.8393528967886636,0.8222697327051884,0.7922165932729008,0.6204398797131627,0.631487889273357,0.8478260869565227,,,0.8695652173913038,0.0
1988-10-01,0.8586956521739131,0.8478260869565224,0.8478260869565224,0.8260869565217392,0.8544776119402977,0.8473282442748076,0.8465298142717499,0.0594438298299556,0.0726753858926824,0.0732940960555773,0.7268712288516899,0.600971910889718,150.91304347826082,0.8586956521739211,0.8748166259168695,0.1514445066156895,0.6709769319366501,0.8428410796709391,0.8256619847814166,0.7955898817175786,0.600971910889718,0.6314878892733523,0.8586956521739135,,,0.8695652173913038,0.0
1988-11-01,0.8804347826086962,0.8586956521739131,0.8695652173913038,0.8260869565217392,0.8582089552238799,0.8568702290076331,0.8514173998044967,0.0908019499293947,0.0768472546927684,0.1004184716308057,0.7533984808583835,0.6394380333010473,151.7934782608695,0.8804347826087042,0.8806845965770176,0.5867193159658655,0.7145591734494765,0.8493769270807796,0.8305408270656791,0.7997617115254361,0.6394380333010464,0.7871972318339097,0.8804347826086965,,,0.8804347826086962,0.0
1988-12-01,0.8695652173913038,0.8804347826086962,0.8478260869565224,0.8260869565217392,0.8656716417910433,0.8625954198473273,0.8553274682306959,0.0594438298300523,0.0579986831681033,0.1021188677640846,0.6737760444731489,0.6202049720953798,152.66304347826082,0.8695652173913118,0.8870415647921757,0.0,0.6713721405304653,0.8531151054805335,0.8341893395553779,0.8033045265720888,0.6202049720953808,0.6801470588235231,0.8695652173913042,,,0.8804347826086962,0.0
1989-01-01,0.91304347826087,0.8695652173913038,0.8586956521739131,0.8369565217391299,0.8843283582089541,0.8740458015267167,0.8621700879765406,0.1237421994316916,0.1197337849612615,0.1643539247854209,0.8063728428535074,0.6776995486782726,153.5760869565217,0.913043478260878,0.8933985330073337,0.0222677698507141,0.7827091802224295,0.8634467956069241,0.8410433281398708,0.8085700620644207,0.6776995486782721,0.7794117647058778,0.91304347826087,,,0.91304347826087,0.0
1989-02-01,0.8913043478260869,0.91304347826087,0.8804347826086962,0.8478260869565224,0.888059701492538,0.8778625954198471,0.8660801564027372,0.1188876596567777,0.1265721377741189,0.1803571077186188,0.6475277252264002,0.6199714903205007,154.46739130434779,0.8913043478260949,0.8982885085574566,0.9554092315497656,0.6942416603192108,0.8686046868967248,0.8456517457266459,0.8126982787842794,0.6199714903205018,0.6951871657753953,0.8913043478260871,,,0.91304347826087,0.0
1989-03-01,0.8913043478260869,0.8913043478260869,0.8695652173913038,0.8260869565217392,0.8955223880597014,0.885496183206107,0.8719452590420333,0.068639822307656,0.097020061125585,0.1753402881768061,0.7002633468996896,0.6586710945067091,155.35869565217388,0.8913043478260949,0.902689486552566,0.5710665168439846,0.6864811146288297,0.8729690564496329,0.8499187990477326,0.8166646046523791,0.6586710945067094,0.6722689075630207,0.8913043478260871,,,0.91304347826087,0.0
1989-04-01,0.9021739130434794,0.8913043478260869,0.91304347826087,0.8369565217391299,0.8917910447761184,0.893129770992366,0.8778103616813304,0.0343199111570873,0.0726753858926409,0.180357107718654,0.7267106986438385,0.6584957170489085,156.26086956521735,0.9021739130434874,0.9075794621026888,0.2965245173761559,0.708352866970035,0.8784541385568199,0.8547387084148399,0.8209408019218412,0.6584957170489096,0.6722689075630207,0.9021739130434794,,,0.91304347826087,0.0
1989-05-01,0.8913043478260869,0.9021739130434794,0.8913043478260869,0.8260869565217392,0.8917910447761193,0.8950381679389308,0.8836754643206248,0.0343199111570873,0.0665307497224001,0.1540093833499353,0.6738558255045545,0.6586710945067091,157.15217391304344,0.8913043478260949,0.911980440097798,0.6540744777450982,0.6600825793221823,0.8813032078543275,0.8583326533886533,0.8245838915884676,0.6586710945067094,0.7132352941176401,0.8913043478260871,,,0.91304347826087,0.0
